pelicula_id,actor_id
MOV000060,ACT000361
MOV000061,ACT000231
MOV000061,ACT000234
MOV000061,ACT000237
MOV000061,ACT000398
MOV000061,ACT000082
MOV000061,ACT000543
MOV000061,ACT000211
MOV000061,ACT000065
MOV000061,ACT000358
MOV000061,ACT000142
MOV000061,ACT000529
MOV000062,ACT000008
MOV000062,ACT000299
MOV000062,ACT000080
MOV000062,ACT000210
MOV000062,ACT000241
MOV000062,ACT000218
MOV000063,ACT000480
MOV000063,ACT000101
MOV000063,ACT000364
MOV000063,ACT000558
MOV000063,ACT000024
MOV000063,ACT000015
MOV000063,ACT000547
MOV000064,ACT000307
MOV000064,ACT000134
MOV000064,ACT000365
MOV000064,ACT000145
MOV000064,ACT000014
MOV000064,ACT000414
MOV000064,ACT000086
MOV000064,ACT000213
MOV000064,ACT000161
MOV000064,ACT000187
MOV000064,ACT000122
MOV000064,ACT000432
MOV000064,ACT000201
MOV000065,ACT000378
MOV000065,ACT000332
MOV000065,ACT000275
MOV000065,ACT000206
MOV000065,ACT000442
MOV000066,ACT000482
MOV000066,ACT000326
MOV000066,ACT000127
MOV000066,ACT000161
MOV000066,ACT000341
MOV000066,ACT000343
MOV000066,ACT000306
MOV000066,ACT000204
MOV000066,ACT000471
MOV000066,ACT000151
MOV000066,ACT000209
MOV000066,ACT000086
MOV000066,ACT000068
MOV000067,ACT000377
MOV000067,ACT000543
MOV000067,ACT000369
MOV000067,ACT000532
MOV000067,ACT000500
MOV000067,ACT000245
MOV000067,ACT000315
MOV000067,ACT000472
MOV000067,ACT000431
MOV000067,ACT000451
MOV000067,ACT000372
MOV000068,ACT000488
MOV000068,ACT000123
MOV000068,ACT000191
MOV000068,ACT000137
MOV000068,ACT000394
MOV000068,ACT000465
MOV000068,ACT000382
MOV000068,ACT000254
MOV000068,ACT000330
MOV000068,ACT000020
MOV000069,ACT000391
MOV000069,ACT000193
MOV000069,ACT000003
MOV000069,ACT000381
MOV000069,ACT000175
MOV000069,ACT000162
MOV000069,ACT000509
MOV000069,ACT000308
MOV000069,ACT000218
MOV000069,ACT000259
MOV000070,ACT000502
MOV000070,ACT000145
MOV000070,ACT000020
MOV000070,ACT000095
MOV000070,ACT000366
MOV000071,ACT000442
MOV000071,ACT000395
MOV000071,ACT000531
MOV000071,ACT000455
MOV000071,ACT000020
MOV000071,ACT000473
MOV000071,ACT000242
MOV000071,ACT000144
MOV000071,ACT000534
MOV000071,ACT000541
MOV000072,ACT000059
MOV000072,ACT000049
MOV000072,ACT000171
MOV000072,ACT000323
MOV000072,ACT000469
MOV000072,ACT000422
MOV000072,ACT000286
MOV000072,ACT000374
MOV000072,ACT000446
MOV000072,ACT000347
MOV000072,ACT000083
MOV000072,ACT000558
MOV000073,ACT000408
MOV000073,ACT000519
MOV000073,ACT000027
MOV000073,ACT000112
MOV000073,ACT000059
MOV000073,ACT000190
MOV000073,ACT000401
MOV000073,ACT000300
MOV000073,ACT000529
MOV000073,ACT000270
MOV000073,ACT000552
MOV000073,ACT000089
MOV000073,ACT000323
MOV000074,ACT000096
MOV000074,ACT000363
MOV000074,ACT000039
MOV000074,ACT000505
MOV000074,ACT000527
MOV000074,ACT000265
MOV000074,ACT000503
MOV000074,ACT000051
MOV000074,ACT000299
MOV000074,ACT000384
MOV000074,ACT000133
MOV000074,ACT000304
MOV000075,ACT000418
MOV000075,ACT000448
MOV000075,ACT000485
MOV000075,ACT000157
MOV000075,ACT000166
MOV000076,ACT000095
MOV000076,ACT000459
MOV000076,ACT000164
MOV000076,ACT000521
MOV000076,ACT000146
MOV000076,ACT000450
MOV000076,ACT000138
MOV000076,ACT000349
MOV000076,ACT000045
MOV000076,ACT000489
MOV000077,ACT000230
MOV000077,ACT000280
MOV000077,ACT000453
MOV000077,ACT000451
MOV000077,ACT000402
MOV000077,ACT000138
MOV000077,ACT000465
MOV000078,ACT000169
MOV000078,ACT000355
MOV000078,ACT000190
MOV000078,ACT000389
MOV000078,ACT000298
MOV000078,ACT000295
MOV000078,ACT000247
MOV000078,ACT000272
MOV000078,ACT000232
MOV000078,ACT000414
MOV000079,ACT000306
MOV000079,ACT000232
MOV000079,ACT000115
MOV000079,ACT000491
MOV000079,ACT000520
MOV000079,ACT000137
MOV000079,ACT000024
MOV000079,ACT000215
MOV000079,ACT000395
MOV000079,ACT000316
MOV000079,ACT000122
MOV000079,ACT000217
MOV000079,ACT000339
MOV000079,ACT000216
MOV000080,ACT000276
MOV000080,ACT000210
MOV000080,ACT000447
MOV000080,ACT000176
MOV000080,ACT000331
MOV000080,ACT000417
MOV000080,ACT000098
MOV000080,ACT000538
MOV000080,ACT000174
MOV000081,ACT000016
MOV000081,ACT000159
MOV000081,ACT000052
MOV000081,ACT000191
MOV000081,ACT000415
MOV000081,ACT000555
MOV000081,ACT000472
MOV000081,ACT000272
MOV000081,ACT000211
MOV000081,ACT000526
MOV000081,ACT000259
MOV000081,ACT000453
MOV000081,ACT000375
MOV000081,ACT000121
MOV000082,ACT000211
MOV000082,ACT000372
MOV000082,ACT000549
MOV000082,ACT000135
MOV000082,ACT000411
MOV000082,ACT000083
MOV000083,ACT000169
MOV000083,ACT000423
MOV000083,ACT000370
MOV000083,ACT000213
MOV000083,ACT000024
MOV000084,ACT000469
MOV000084,ACT000186
MOV000084,ACT000113
MOV000084,ACT000149
MOV000084,ACT000461
MOV000084,ACT000529
MOV000085,ACT000128
MOV000085,ACT000322
MOV000085,ACT000518
MOV000085,ACT000453
MOV000085,ACT000310
MOV000085,ACT000047
MOV000085,ACT000179
MOV000085,ACT000109
MOV000085,ACT000280
MOV000085,ACT000485
MOV000085,ACT000424
MOV000085,ACT000162
MOV000086,ACT000072
MOV000086,ACT000191
MOV000086,ACT000462
MOV000086,ACT000099
MOV000086,ACT000022
MOV000086,ACT000051
MOV000086,ACT000150
MOV000086,ACT000554
MOV000086,ACT000475
MOV000086,ACT000376
MOV000086,ACT000435
MOV000086,ACT000126
MOV000086,ACT000116
MOV000086,ACT000074
MOV000086,ACT000205
MOV000087,ACT000128
MOV000087,ACT000351
MOV000087,ACT000470
MOV000087,ACT000002
MOV000087,ACT000130
MOV000087,ACT000038
MOV000087,ACT000465
MOV000087,ACT000039
MOV000087,ACT000354
MOV000087,ACT000069
MOV000087,ACT000489
MOV000087,ACT000509
MOV000088,ACT000513
MOV000088,ACT000013
MOV000088,ACT000170
MOV000088,ACT000146
MOV000088,ACT000389
MOV000088,ACT000362
MOV000088,ACT000463
MOV000088,ACT000293
MOV000088,ACT000406
MOV000088,ACT000357
MOV000088,ACT000344
MOV000088,ACT000542
MOV000088,ACT000452
MOV000089,ACT000356
MOV000089,ACT000230
MOV000089,ACT000339
MOV000089,ACT000479
MOV000089,ACT000529
MOV000090,ACT000454
MOV000090,ACT000522
MOV000090,ACT000463
MOV000090,ACT000359
MOV000090,ACT000294
MOV000090,ACT000264
MOV000090,ACT000211
MOV000090,ACT000389
MOV000090,ACT000429
MOV000090,ACT000248
MOV000090,ACT000373
MOV000091,ACT000134
MOV000091,ACT000082
MOV000091,ACT000409
MOV000091,ACT000113
MOV000091,ACT000460
MOV000091,ACT000137
MOV000091,ACT000457
MOV000091,ACT000103
MOV000091,ACT000373
MOV000091,ACT000192
MOV000091,ACT000186
MOV000091,ACT000111
MOV000091,ACT000039
MOV000091,ACT000046
MOV000092,ACT000371
MOV000092,ACT000106
MOV000092,ACT000365
MOV000092,ACT000496
MOV000092,ACT000066
MOV000092,ACT000525
MOV000092,ACT000347
MOV000093,ACT000481
MOV000093,ACT000440
MOV000093,ACT000091
MOV000093,ACT000467
MOV000093,ACT000139
MOV000093,ACT000182
MOV000093,ACT000433
MOV000093,ACT000141
MOV000093,ACT000039
MOV000093,ACT000063
MOV000093,ACT000327
MOV000093,ACT000300
MOV000094,ACT000319
MOV000094,ACT000150
MOV000094,ACT000375
MOV000094,ACT000185
MOV000094,ACT000271
MOV000094,ACT000197
MOV000094,ACT000508
MOV000094,ACT000481
MOV000094,ACT000073
MOV000094,ACT000469
MOV000094,ACT000038
MOV000094,ACT000529
MOV000094,ACT000279
MOV000095,ACT000314
MOV000095,ACT000413
MOV000095,ACT000534
MOV000095,ACT000324
MOV000095,ACT000422
MOV000096,ACT000294
MOV000096,ACT000145
MOV000096,ACT000329
MOV000096,ACT000372
MOV000096,ACT000366
MOV000096,ACT000235
MOV000096,ACT000325
MOV000096,ACT000220
MOV000096,ACT000277
MOV000096,ACT000409
MOV000096,ACT000525
MOV000096,ACT000255
MOV000097,ACT000236
MOV000097,ACT000374
MOV000097,ACT000470
MOV000097,ACT000131
MOV000097,ACT000149
MOV000097,ACT000475
MOV000097,ACT000036
MOV000097,ACT000109
MOV000098,ACT000016
MOV000098,ACT000534
MOV000098,ACT000386
MOV000098,ACT000402
MOV000098,ACT000296
MOV000098,ACT000262
MOV000098,ACT000453
MOV000098,ACT000388
MOV000098,ACT000197
MOV000099,ACT000429
MOV000099,ACT000348
MOV000099,ACT000078
MOV000099,ACT000201
MOV000099,ACT000386
MOV000099,ACT000002
MOV000099,ACT000277
MOV000099,ACT000180
MOV000099,ACT000545
MOV000099,ACT000388
MOV000099,ACT000542
MOV000099,ACT000460
MOV000099,ACT000501
MOV000100,ACT000348
MOV000100,ACT000344
MOV000100,ACT000165
MOV000100,ACT000222
MOV000100,ACT000115
MOV000100,ACT000399
MOV000100,ACT000404
MOV000100,ACT000414
MOV000100,ACT000143
MOV000101,ACT000365
MOV000101,ACT000425
MOV000101,ACT000119
MOV000101,ACT000069
MOV000101,ACT000314
MOV000101,ACT000109
MOV000101,ACT000431
MOV000101,ACT000487
MOV000101,ACT000257
MOV000101,ACT000385
MOV000101,ACT000367
MOV000101,ACT000493
MOV000101,ACT000496
MOV000101,ACT000295
MOV000102,ACT000321
MOV000102,ACT000148
MOV000102,ACT000271
MOV000102,ACT000481
MOV000102,ACT000319
MOV000102,ACT000006
MOV000103,ACT000132
MOV000103,ACT000183
MOV000103,ACT000511
MOV000103,ACT000157
MOV000103,ACT000213
MOV000103,ACT000229
MOV000103,ACT000191
MOV000103,ACT000242
MOV000104,ACT000347
MOV000104,ACT000188
MOV000104,ACT000378
MOV000104,ACT000538
MOV000104,ACT000128
MOV000104,ACT000104
MOV000104,ACT000251
MOV000104,ACT000432
MOV000105,ACT000511
MOV000105,ACT000518
MOV000105,ACT000426
MOV000105,ACT000285
MOV000105,ACT000528
MOV000105,ACT000340
MOV000105,ACT000352
MOV000105,ACT000445
MOV000105,ACT000084
MOV000105,ACT000495
MOV000105,ACT000414
MOV000105,ACT000116
MOV000105,ACT000191
MOV000106,ACT000257
MOV000106,ACT000203
MOV000106,ACT000166
MOV000106,ACT000469
MOV000106,ACT000327
MOV000106,ACT000185
MOV000106,ACT000128
MOV000106,ACT000507
MOV000106,ACT000494
MOV000106,ACT000284
MOV000106,ACT000295
MOV000106,ACT000033
MOV000107,ACT000410
MOV000107,ACT000146
MOV000107,ACT000428
MOV000107,ACT000176
MOV000107,ACT000312
MOV000107,ACT000097
MOV000107,ACT000208
MOV000108,ACT000296
MOV000108,ACT000431
MOV000108,ACT000373
MOV000108,ACT000139
MOV000108,ACT000164
MOV000108,ACT000509
MOV000108,ACT000167
MOV000108,ACT000023
MOV000108,ACT000186
MOV000108,ACT000278
MOV000109,ACT000289
MOV000109,ACT000316
MOV000109,ACT000069
MOV000109,ACT000151
MOV000109,ACT000067
MOV000109,ACT000509
MOV000109,ACT000040
MOV000109,ACT000433
MOV000109,ACT000482
MOV000109,ACT000092
MOV000109,ACT000388
MOV000109,ACT000007
MOV000109,ACT000112
MOV000109,ACT000173
MOV000110,ACT000144
MOV000110,ACT000420
MOV000110,ACT000398
MOV000110,ACT000225
MOV000110,ACT000542
MOV000110,ACT000371
MOV000110,ACT000505
MOV000110,ACT000269
MOV000111,ACT000193
MOV000111,ACT000026
MOV000111,ACT000013
MOV000111,ACT000368
MOV000111,ACT000029
MOV000112,ACT000443
MOV000112,ACT000107
MOV000112,ACT000125
MOV000112,ACT000513
MOV000112,ACT000446
MOV000112,ACT000307
MOV000112,ACT000452
MOV000112,ACT000068
MOV000113,ACT000151
MOV000113,ACT000286
MOV000113,ACT000099
MOV000113,ACT000026
MOV000113,ACT000390
MOV000113,ACT000113
MOV000113,ACT000066
MOV000113,ACT000429
MOV000113,ACT000044
MOV000113,ACT000353
MOV000113,ACT000502
MOV000113,ACT000224
MOV000113,ACT000307
MOV000113,ACT000199
MOV000114,ACT000224
MOV000114,ACT000198
MOV000114,ACT000228
MOV000114,ACT000007
MOV000114,ACT000223
MOV000114,ACT000460
MOV000114,ACT000178
MOV000114,ACT000120
MOV000114,ACT000296
MOV000114,ACT000185
MOV000114,ACT000299
MOV000114,ACT000402
MOV000114,ACT000045
MOV000114,ACT000517
MOV000114,ACT000291
MOV000115,ACT000182
MOV000115,ACT000541
MOV000115,ACT000429
MOV000115,ACT000085
MOV000115,ACT000424
MOV000115,ACT000103
MOV000115,ACT000400
MOV000115,ACT000498
MOV000115,ACT000394
MOV000115,ACT000150
MOV000115,ACT000253
MOV000115,ACT000219
MOV000115,ACT000480
MOV000115,ACT000383
MOV000116,ACT000134
MOV000116,ACT000035
MOV000116,ACT000487
MOV000116,ACT000554
MOV000116,ACT000477
MOV000116,ACT000151
MOV000116,ACT000047
MOV000116,ACT000074
MOV000116,ACT000022
MOV000116,ACT000285
MOV000116,ACT000153
MOV000117,ACT000385
MOV000117,ACT000401
MOV000117,ACT000077
MOV000117,ACT000449
MOV000117,ACT000143
MOV000117,ACT000054
MOV000117,ACT000275
MOV000117,ACT000196
MOV000117,ACT000245
MOV000118,ACT000175
MOV000118,ACT000134
MOV000118,ACT000307
MOV000118,ACT000433
MOV000118,ACT000260
MOV000118,ACT000023
MOV000118,ACT000016
MOV000118,ACT000275
MOV000119,ACT000406
MOV000119,ACT000332
MOV000119,ACT000144
MOV000119,ACT000190
MOV000119,ACT000200
MOV000120,ACT000085
MOV000120,ACT000299
MOV000120,ACT000324
MOV000120,ACT000159
MOV000120,ACT000030
MOV000120,ACT000038
MOV000121,ACT000159
MOV000121,ACT000218
MOV000121,ACT000080
MOV000121,ACT000237
MOV000121,ACT000199
MOV000121,ACT000263
MOV000121,ACT000499
MOV000121,ACT000358
MOV000121,ACT000550
MOV000121,ACT000416
MOV000122,ACT000187
MOV000122,ACT000095
MOV000122,ACT000067
MOV000122,ACT000040
MOV000122,ACT000476
MOV000122,ACT000331
MOV000122,ACT000044
MOV000122,ACT000536
MOV000122,ACT000108
MOV000122,ACT000304
MOV000122,ACT000423
MOV000122,ACT000491
MOV000122,ACT000394
MOV000122,ACT000139
MOV000122,ACT000333
MOV000123,ACT000361
MOV000123,ACT000344
MOV000123,ACT000540
MOV000123,ACT000494
MOV000123,ACT000475
MOV000123,ACT000373
MOV000123,ACT000507
MOV000123,ACT000044
MOV000123,ACT000473
MOV000123,ACT000179
MOV000123,ACT000123
MOV000123,ACT000317
MOV000123,ACT000032
MOV000123,ACT000061
MOV000124,ACT000137
MOV000124,ACT000331
MOV000124,ACT000490
MOV000124,ACT000482
