id,nombre,descripcion,precio_venta
PR0000070,crayfish,pxnwwwwzurcjyrrmamgs,34
PR0000071,colby cheese,gzxboahjrlqbzjzyptft,17
PR0000072,soybeans,ptyzelkkrzqkckhzbmcy,10
PR0000073,rose water,ypsxmqtyvyhtgvlzgxdh,15
PR0000074,anchovy paste,tgjgsajckxlkntzjetyh,40
PR0000075,leeks,sxgvoiszrpukuiglfwqd,29
PR0000076,sugar,kirftvzhcbxsxfaxlpxr,10
PR0000077,vanilla bean,pcuhcetitdkmrtgytirx,42
PR0000078,peanuts,pyiudosmxweafsfktcll,34
PR0000079,Canadian bacon,aohsrqylqfdfsgtxkidj,47
PR0000080,cranberries,oalxcsfeifthglctljgx,11
PR0000081,dumpling,fpcdyqbuqebfyedbcwok,27
PR0000082,maple syrup,jkkoxskkhfctbqsxuywj,31
PR0000083,vinegar,rxirqpjtpbtzeqqrfyjo,40
PR0000084,almond paste,kciijtzvwnbqydbqrhli,30
PR0000085,snapper,scklqbcyomzjsuifpivc,29
PR0000086,plum tomatoes,gozgvnxnvkhonwsifguc,33
PR0000087,Mandarin oranges,phfsognkxifaiwyhgxmg,36
PR0000088,kale,iieuewqweuntgolljqgq,50
PR0000089,hazelnuts,cdnvsqgwsjooxhmvbbio,10
PR0000090,sausages,jwgffuydwnuliyzkanen,24
PR0000091,barley sugar,fofuzjhikdyrvztkmelr,42
PR0000092,cornstarch,sqonuuzkzctomcxcrxtl,50
PR0000093,ice cream,ttlnbrpemlckbkbqbnwg,25
PR0000094,cumin,wrlyxhkbdxbnlcfowqin,10
PR0000095,honey,myijjkqzkupyiakspplz,27
PR0000096,lemon Peel,qtcvjbgnziisydajemyi,26
PR0000097,pea beans,olcnbojoppodwzbyutwq,30
PR0000098,swordfish,qbrlhlknifymurjaifro,39
PR0000099,half-and-half,knkeorrsnfsibcsihxcd,42
PR0000100,cabbage,mlqwtchkcywwduiowmou,30
PR0000101,tomato puree,uinigfgbuakjqannmeew,24
PR0000102,chaurice sausage,mjjwrzhaikuucrtrwfxj,48
PR0000103,mesclun greens,auyszrndozsjpynizpvv,12
PR0000104,pinto beans,isezkmnrtmdhhtyhzwla,46
PR0000105,sweet chili sauce,bodylaitspvlafmwogrr,24
PR0000106,Romano cheese,yymmbrwnmvctflbswdei,28
PR0000107,fennel seeds,fqtskijcdzoxpdxshpak,27
PR0000108,celery seeds,wlymxzllkqjnezazyxiv,50
PR0000109,tarragon,jnqxgzesnfsqskfanzup,11
PR0000110,limes,uogfrurqjlklwzweouix,32
PR0000111,dill,glllqfljojbmhtmfnvta,43
PR0000112,horseradish,rtxkncddsszrhorammio,28
PR0000113,pineapples,gtseyiuahkrhpywysczz,13
PR0000114,bean sauce,xbvufcinvvhbgjojkrsc,22
PR0000115,soymilk,rlsggwbudxcvrqqnaltx,48
PR0000116,tartar sauce,bkawzkxzlgfgjbyzhhgd,37
PR0000117,curry powder,daojcsgtdgdwrvlkjuyf,21
PR0000118,mustard seeds,ubtxqnszfjtohmyfadrs,29
PR0000119,habanero chilies,spjmqwvnldujhlcthrdj,39
PR0000120,cider vinegar,kfnfffttasdfaazpbdbj,38
PR0000121,celery,dcqoodyilzuikkuzeefi,20
PR0000122,duck,inluntcqsxguaawxyrvb,49
PR0000123,trout,vovglnffyrecbmhkoywf,29
PR0000124,maraschino cherries,yfkjacyjsbwkistivupc,23
PR0000125,tonic water,curzdcuwjkzdzdiasery,27
PR0000126,cinnamon,ocedkehaejldedzyrofh,19
PR0000127,aquavit,eiadjygkyswkahujxgsk,19
PR0000128,spinach,vwfsoqjwykieyosrabct,38
PR0000129,walnuts,fpvphekgklafuyscylvz,29
PR0000130,acorn squash,pskgtjunohbubpbmtebs,18
PR0000131,capers,lkdkcvbycmgrfaojuxbb,21
PR0000132,snap peas,qmrzqslcsvuoogtgccdc,27
PR0000133,lemon juice,wvziiwddlevlgfthyndd,18
PR0000134,mussels,uawcyfcplxcpvqzduhde,42
PR0000135,chocolate,aqaamqcaxydzyaauwgto,30
PR0000136,cucumbers,giojgoednvdmrnjwddqq,15
PR0000137,plantains,udtklltwzheiyffstlxq,50
PR0000138,swiss cheese,qacfcktuzqygkbpcjojj,39
PR0000139,flour,ofnwwbicqxvuenthvgwt,36
PR0000140,potatoes,dhftnwhbkvhptvibcoez,50
PR0000141,chili powder,grbkggqdewsodfiysmrl,42
PR0000142,halibut,ywyptiwnoqmsnzjqqmjt,36
PR0000143,melons,qydcclmemuopaxzpbtnz,11
PR0000144,bruschetta,hvlibvizzpjkotwnwoqu,47
PR0000145,gorgonzola,vvrityrjqyjmoryckmnt,41
PR0000146,cactus,fmpsjiowrcsuabgjwmvf,40
PR0000147,white chocolate,awqgxfhuexjykwdscuix,36
PR0000148,ketchup,lggrtqdpvlzozydmfqsm,12
PR0000149,pink beans,ronlitewusxgjulyzkyy,12
PR0000150,molasses,juszertvfyfxqbutgyuw,48
PR0000151,peaches,sgwfzdmqufxyjjyjzojz,31
PR0000152,chutney,dluaxtscjzzrfqdedhfj,27
PR0000153,bard,xmxbbncuxicbbvbrjzju,38
PR0000154,hamburger,etictyqbgfpbbjcwmiwx,14
PR0000155,pig's feet,grzhxgnxourmrigkkhvf,24
PR0000156,salt,keudwtlkegtjexdwhnjd,41
PR0000157,poultry seasoning,shynzspvxnfvkowtbxyf,47
PR0000158,cilantro,kayeboclouunofydpohf,34
PR0000159,allspice,ejzyjelxhauhooawfbbk,50
PR0000160,brown sugar,wrtiqclpjiimqfxgyizv,19
PR0000161,pears,ukshigkujhzyukrmciak,17
PR0000162,portabella mushrooms,pqdyqntsofvjtlygaxzl,43
PR0000163,shrimp,grbxrxsaszuhvljgqkjq,37
PR0000164,flax seed,flzwjpfoykukjxoghfii,33
PR0000165,onions,gsixvydmlojzxkbuzwaz,28
PR0000166,alligator,dvqhxbdccjuxdhakjbmg,38
PR0000167,brown rice,apppbgmloounizfsoxfi,50
PR0000168,spaghetti squash,jzdtrxxwnxpaixcwkdjn,32
PR0000169,bananas,rdzewtxwqciwnwoegwtr,31
PR0000170,barbecue sauce,nqusqlocovujdtnyjjvx,22
PR0000171,apricots,nwmpscmsluflytrdnler,42
PR0000172,dried leeks,syamlwmsuvdqhxmdbedo,49
PR0000173,french fries,ecevkdihazakkqgjdyrv,37
PR0000174,chicory,mehnbahlzyjomyatwava,21
PR0000175,raw sugar,fmepvpccarwqtizfsurv,42
PR0000176,coffee,iqtwyfcbwjeklosczjam,50
PR0000177,salsa,iqfitrskbhdpoeiqftvm,16
PR0000178,coriander,wgzfcxtadhhboyiydqmp,13
PR0000179,chili sauce,izxtbrqnypzmpaujbptg,19
PR0000180,unsweetened chocolate,vlzfdiwokxwdalbimdwq,31
PR0000181,paprika,fqvqpyhqfynjfmpohbbc,13
PR0000182,cayenne pepper,kokxdeljbidoybncberq,15
PR0000183,snow peas,sgcyltcdikytdzwlmcvi,15
PR0000184,eel,rywdyygcwbsodhwekjal,22
PR0000185,wine,omuognhjgnwvojfurcsi,12
PR0000186,cherries,mhtejlkcllvcvbkymfsy,42
PR0000187,scallops,ldxmtxnkygynrhzwnlji,41
PR0000188,balsamic vinegar,ggxvereeoincjbfdrelt,19
PR0000189,chambord,igxeokakmuvmkukvfdxh,12
PR0000190,won ton skins,kwatqptbgsdceftaskoi,23
PR0000191,olive oil,jlsuhnjcpomiwltxcpyq,49
PR0000192,pheasants,czunxhmrkfilbaexyysa,42
PR0000193,lemons,inhjloxdiqdbhxaixyur,48
PR0000194,grouper,nkboxnzcrnpgqporezmk,16
PR0000195,blue cheese,doqpifdgikhftjgvoazf,18
PR0000196,bacon,evdywjjisksdekczediq,19
PR0000197,coconut oil,edkepflmrpwsvmispshp,21
PR0000198,pumpkins,eyldigilazodsseaqfky,21
PR0000199,crabs,dpjqlvwqcvrhpmpklvju,20
PR0000200,sweet peppers,irwgylhhnyepyolvrbng,16
PR0000201,almonds,ycmarqypyfoznonpvsxk,13
PR0000202,moo shu wrappers,yhyywtoyrraplslzxpgd,17
PR0000203,green onions,oydmguakdxyfpwgkricg,12
PR0000204,artificial sweetener,zenehebfvfgqyvruenhl,29
PR0000205,chile peppers,fznvflntvmoueizigvsu,45
PR0000206,romaine lettuce,shdwzsrjppxulmdssxcg,27
PR0000207,focaccia,zqkoxluhdyctlohwbgse,14
PR0000208,beef,fvitoppynblyjhnoaixc,25
PR0000209,parsnips,omoougwwlnaxombijytl,36
PR0000210,Tabasco sauce,ehgtwxgfauhbjqtzgzrv,16
PR0000211,rice paper,kyrquudcwvpkcqznutpf,32
PR0000212,hot sauce,llkhsnjlcepyjhnriklo,26
PR0000213,applesauce,mdbjvmblsaaunczfktga,32
PR0000214,lima beans,bqsujyhnfhyyesxgenxq,18
PR0000215,vermouth,hpqgbvlgvovenbcdobxl,49
PR0000216,peas,njaozqhwdzyztjsahqyc,21
PR0000217,feta cheese,sgcfzbhyqmrrrtlrkrfv,31
PR0000218,okra,qpaqbrifwmsjfnmhryul,33
PR0000219,prosciutto,vigojavthochnyileujd,16
PR0000220,brunoise,kxdkkmbcqyujxwvrrowd,20
PR0000221,octopus,brddiqbddvsxjflgrtdg,48
PR0000222,succotash,raubhzxqkxvotupydijp,48
PR0000223,red chile powder,yjgxmqhwbgcdfsfygskc,39
PR0000224,chickpeas,awslkppknydmxvhhipky,26
PR0000225,lettuce,wzwyhatsmywfajdcbkug,36
PR0000226,remoulade,girgqzmhzymvidqavzvl,48
PR0000227,lentils,kivysndmrvdauypsvjov,42
PR0000228,pesto,yezsushauknenuspztap,47
PR0000229,corn flour,asdipfzksqesymshvipo,18
PR0000230,cashew nut,dswmwfgslwuzkebslldt,17
PR0000231,jicama,uqgogssoahopcfmeyibk,42
PR0000232,thyme,xlmaxodckanpkendloqe,45
PR0000233,artichokes,alevzimnbyueyesujezn,10
PR0000234,jack cheese,odgqsckxtrqqkpkpuhrd,17
PR0000235,rosemary,cqwkzkzyakyyljtaoglx,30
PR0000236,haddock,hnwtghtakxsbmgsylppa,29
PR0000237,oatmeal,hpgzsygkvzezqctdlppo,24
PR0000238,rice vinegar,xndvggdavyffilncaoqm,46
PR0000239,corned beef,ibqppoolgyvnsufwbwtu,26
PR0000240,adobo,rjwxcslpjtyykwvekytb,33
PR0000241,pico de gallo,jujafehnxdikrcxhvify,11
PR0000242,milk,azipxmnxelynnnwkvzkj,19
PR0000243,black olives,dysfnqxavwzzsdiwbsdw,27
PR0000244,zest,getehnaukiixakofcpzy,14
PR0000245,chicken liver,hbghhemtwhffgighqfia,43
PR0000246,bay leaves,gikcfhgyeyubvwgwyhpo,24
PR0000247,broccoli raab,ndfygkyzmxrdayukkqik,46
PR0000248,kidney beans,coenfqzbacmvysqibxtp,44
PR0000249,chestnuts,uudyemoxewnrvduphhce,30
PR0000250,bouillon,uymxeaqpcrhcyazbqead,21
PR0000251,cod,oqvmlocxforrfrqbnfxr,31
PR0000252,apple pie spice,kqyrchrvcumdywarawob,24
PR0000253,alfredo sauce,hkznvrmvzgowrzjlussi,43
PR0000254,blackberries,pydgjgbbljyqbjlamwzy,17
PR0000255,herring,rnzijmqjlnmbayfwsmwr,41
PR0000256,black beans,legtasoerntquwciyeti,28
PR0000257,Kahlua,hhdcpmghhcthsstrlipe,41
PR0000258,heavy cream,dnxbkpmpnaqyacyhwfis,43
PR0000259,curry paste,wrpyhftokmebbydvqtvs,27
PR0000260,grits,vhpseboyxdmjqqvwnyhk,46
PR0000261,five-spice powder,ogxyquwhtzxtzyngmpnx,10
PR0000262,garlic,hydnejmguauzdkmhezyj,38
PR0000263,ham,jczhxvhaevnishixzqht,43
PR0000264,curry leaves,mnnmjerdcqsydqsvruhk,42
PR0000265,dates,pyopogpalyirdftwfyfu,11
PR0000266,chives,apsuzeuqrmirdntdhzbw,44
PR0000267,rum,zzmyttkhmdyfpaltkiym,28
PR0000268,red snapper,rcuflllhyojyqghvvyml,44
PR0000269,corn syrup,jfqypuijemawzvltewgc,16
PR0000270,andouille sausage,hxtwoxjicyqsrtgijfqk,10
PR0000271,cauliflower,cmmmtozyyyekzhmlciuj,14
PR0000272,red cabbage,aufoleovxdtfykilfvnc,18
PR0000273,arugula,qwlzjthtufdqrotywtlp,15
PR0000274,fish sauce,nnfgoghoxringrfzyguh,21
PR0000275,chai,bgoevkpgjnozptzdxxuf,35
PR0000276,couscous,tffsoeovvgmaktegowyk,37
PR0000277,wasabi,mzwmpxfzqjznupmtqvrd,29
PR0000278,sunflower seeds,asfyuvtsjaaefxfkkrgb,42
PR0000279,broccoli,taddficbnnjjjyebhurm,28
PR0000280,chard,ireorcmxkoroukpmorec,19
PR0000281,date sugar,wjdqdowyeuorqdgkcaoa,16
PR0000282,pecans,dyiuslsujzyjzyeegbae,31
PR0000283,lemon grass,jrjmdemaqerkulwsnnop,26
PR0000284,granola,unyzwampanyjzqmukufh,30
PR0000285,asparagus,medilekdtqnvcpxyhjji,14
PR0000286,beans,ezmdjcodbomqrrexptju,41
PR0000287,beer,cfdzfyumsszbgmphlvgm,49
PR0000288,black-eyed peas,drxnypnwvhpfspttspck,48
PR0000289,chicken,iwdgnppuvmtbynyhxjhc,30
PR0000290,almond butter,pfvgarnbgdlricukddef,40
PR0000291,croutons,obzlrkiasuzresgnuqqk,20
PR0000292,kumquats,xydzxzjsuyudtonkcqwj,44
PR0000293,zinfandel wine,exfzyejmiqgavvcmelyh,19
PR0000294,corn,lpainwxxcjpwffdppdfi,44
PR0000295,mascarpone,dghhylzvqdaebgljerqv,34
PR0000296,bean threads,elpksiiqezplvwqoreoa,36
PR0000297,condensed milk,afbieiegwlhpyxvzrrks,49
PR0000298,mushrooms,pwhbleqycyflgotpxmuo,22
PR0000299,liver,zktjghdhywyzsjxkoxst,16
PR0000300,turkeys,zkbhutbwvqobhehadgxn,25
PR0000301,Cappuccino Latte,jhgkzjizopjfsqbkpxmf,40
PR0000302,pistachios,uhttcngfpzqpmiyqnkzz,24
PR0000303,flounder,qtctxpuhmyzcijwjdblg,19
PR0000304,coconuts,dwqpnwjbapnuzvcktpah,30
PR0000305,cream,xeacqqxhetbeaslzaelv,25
PR0000306,vegemite,sgssinkgvjwbjeybegwr,34
PR0000307,apples,dvvxzehnwxuxxiuvpnom,45
PR0000308,wine vinegar,izqxtlucbqzylcpvmjpu,29
PR0000309,bok choy,bqstdvsmhanijudozirm,35
PR0000310,truffles,zjqfqjlppvdvkkjvkrcn,38
PR0000311,red pepper flakes,kecoccbklclpwpyivmic,43
PR0000312,almond extract,orjfisphgreimpguorqu,18
PR0000313,split peas,dgekdjprnbyoyacsqbiv,41
PR0000314,red beans,skrdrzthsretlbjsdkbz,24
PR0000315,radishes,cjktuslvnerxspkxnuxz,40
PR0000316,buttermilk,pcqormcjzusnynngqtvt,27
PR0000317,lobsters,rsujeytawuyetdqcoeoj,34
PR0000318,breadcrumbs,ylkwvejttzotgqdicuss,26
PR0000319,creme fraiche,gpxcbbqmhrhkqdxiuleu,12
PR0000320,tortillas,sjpavoaiguhsqnranvmp,32
PR0000321,turnips,dwrpwlxfkxeryjrdnodi,48
PR0000322,ricotta cheese,toamnzbqcjatosyuanks,40
PR0000323,oregano,wonemdidmbtrzxdtegib,50
PR0000324,monkfish,hdokmvaroopgerykziuv,25
PR0000325,baking soda,btrtixbphbrtucsxtmfc,12
PR0000326,tomatoes,eqvrwlwumfaawkdvjnbg,35
PR0000327,brussels sprouts,oxnspjlchxzkwgxurlqy,41
PR0000328,ginger ale,yjkymbdwzihmibsfuuly,38
PR0000329,sazon,krwwutdmqqnltdzogchm,28
PR0000330,veal,mregptnqixkyxrxjvmom,26
PR0000331,vanilla,vvspfjfvsfitfanmrzai,47
PR0000332,kiwi,gymcnhookuajgrwdllry,47
PR0000333,peanut butter,yktlatpildigdfimshmc,34
PR0000334,panko bread crumbs,gqwlyzujcjxyieylizbw,27
PR0000335,parsley,uxtwmxrpexscfwdrrlxw,11
PR0000336,Marsala,eccjieidzehvnmyyfjgr,43
PR0000337,huckleberries,ulvjxsqidgiygdgwbohp,46
PR0000338,Irish cream liqueur,tiznjhcnhifhfqkdypkw,44
PR0000339,squash,ochmmmrcmyqzwvfgmmzv,14
PR0000340,borscht,mkaeefpmzuxgootrluvr,37
PR0000341,rhubarb,ujtyvifevibyqynyoejr,42
PR0000342,poppy seeds,wuvreoixkjucisiknrng,42
PR0000343,baguette,otczuavvmgeiqdiaqvpq,46
PR0000344,water chestnuts,bykwpqnwtunfbfhezcow,44
PR0000345,cocoa powder,uphtibrweiybhuldxima,30
PR0000346,buckwheat,lmciizncdsjdyzwupkyz,38
PR0000347,grapes,tydwjoyoiytefzkpqkhr,43
PR0000348,marmalade,luzdakowuampuajhfbja,38
PR0000349,sea cucumbers,hvuggnaewybpmohysodz,29
PR0000350,prawns,pycbfwzmuiqghvqanmqv,22
PR0000351,butter,ungvurrdsvtmuevoddgw,11
PR0000352,bacon grease,nulbtlroiahlaeknxbwe,20
PR0000353,tofu,rjurmroxxskjojuwfsvl,13
PR0000354,pine nuts,diwyuwhivtaovyvmxozj,11
PR0000355,pork,onxcftcpxyustmmkoujv,40
PR0000356,caviar,filnskpuzvufeasiityn,28
PR0000357,prunes,xorkiswtbpsahemklwik,30
PR0000358,eggplants,ubrltqhkrgnhvdsyckos,35
PR0000359,carrots,mnmrcjzguvsqeifpslmg,17
PR0000360,grapefruits,hmwhchighutzipkolngo,12
PR0000361,cream of tartar,rsgxieqcbsqfqmgbprus,28
PR0000362,cloves,tegutmqpbxlhgdkvcecf,16
PR0000363,provolone,kmhxcfcghuootuswjrhn,28
PR0000364,summer squash,hsscfycjxapdjltffhaf,34
PR0000365,pomegranates,kvzjoomfvqtdvzwzkwcn,11
PR0000366,spearmint,wfomssmwbrkcyespnjbf,25
PR0000367,sage,femrnnqeuzxsgdyahiqy,48
PR0000368,mayonnaise,yhpmbubtwzpuislnzkja,26
PR0000369,aioli,xdiigrpbnjwituldlgwv,26
PR0000370,rabbits,tzbxlwgciuvniahynius,11
PR0000371,macaroni,rxmfpvrcaeqqpmtpwcjt,10
PR0000372,basil,crwvjohzpoiwwqarnqzn,34
PR0000373,guavas,cgdzzhwbhkdyuoppzimb,50
PR0000374,garlic powder,vooxihsfusqttxujnmhk,18
PR0000375,water,jyzstytzdyvypmncdkze,30
PR0000376,bass,klgtwcsdrmnilpuiudqw,42
PR0000377,olives,uggufzmtagdlxiqjezuj,35
PR0000378,baking powder,pbutxoroniwyymroyjmk,21
PR0000379,cannellini beans,xrofmqrnfvnfmffuuvau,17
PR0000380,barley,nnxmsqtzzlhhzeicfbrd,45
PR0000381,onion powder,hfxhnajcagometaufmmf,25
PR0000382,watermelons,vzajzgyqsxatuarungzs,25
PR0000383,canola oil,insktfxrvssymtrhtxuw,48
PR0000384,broth,bbyghvyppnhknjqcptxd,21
PR0000385,avocados,jttnxcvabbclhrkplmwi,44
PR0000386,custard,sxhxmxexagmhtjozhkwz,13
PR0000387,anchovies,ymxkavalmveloxmucald,45
PR0000388,strawberries,eamnwgmphcykciuoueul,46
PR0000389,chipotle peppers,fpyffpxcxxuwgllpcvih,34
PR0000390,figs,cfrgabepdrybyaxzeekp,42
PR0000391,Goji berry,pcgnsjleuarctpnxbmlv,48
PR0000392,Parmesan cheese,jfhunjhhangzxcbmwixv,37
PR0000393,oranges,dczxhxzpawokqbnqpdvb,33
PR0000394,plums,avcpbtetnfwxwyxgzzwt,10
PR0000395,cider,tctxmwaugaxlwknntkob,41
PR0000396,cornmeal,mmzbkddbcvwsstibegoz,34
PR0000397,quail,zhkwibqgcfwxwyxkczsv,27
PR0000398,sour cream,npiyxvelgxxthfpbuqnb,47
PR0000399,mustard,cuodgcpkcesilrqfsufo,34
PR0000400,cream cheese,uluemvzqpwfliihrhncy,29
PR0000401,bourbon,nuzmmoarsqcwbzezgvqm,31
PR0000402,navy beans,fqkrjibsqrqzlasohuuh,37
PR0000403,brandy,pivlyyiemacrdxkpykmo,10
PR0000404,pancetta,meyvchmgxrrxirjnebpo,23
PR0000405,marshmallows,crfegoywgjqxzcobevjj,31
PR0000406,passion fruit,agrdycqsaiqyzdlqjiva,35
PR0000407,shitakes,etzpnfzkkirefqvggkvs,34
PR0000408,hash browns,mtgrwprromcxurcfduwu,37
PR0000409,lamb,ragvvbvyiblzmgcfgowi,32
PR0000410,squid,wnzycnwflrqwtfpdutuq,25
PR0000411,breadfruit,ypwxciovgjecoxaskswx,17
PR0000412,soy sauce,gudowwzzgtqgejjvvbgw,21
PR0000413,fennel,gtchwbjlswecunnvqflx,50
PR0000414,pepper,ymodxhmegxfwizywvbfh,33
