id,nivel_permiso
CL0000193,superusuario
CL0000194,megausuario
CL0000195,superusuario
CL0000196,superusuario
CL0000197,superusuario
CL0000198,megausuario
CL0000199,megausuario
CL0000200,megausuario
CL0000201,superusuario
CL0000202,megausuario
CL0000203,superusuario
CL0000204,superusuario
CL0000205,megausuario
CL0000206,superusuario
CL0000207,superusuario
CL0000208,megausuario
CL0000209,superusuario
CL0000210,megausuario
CL0000211,megausuario
CL0000212,superusuario
CL0000213,superusuario
CL0000214,megausuario
CL0000215,superusuario
CL0000216,superusuario
CL0000217,megausuario
CL0000218,superusuario
CL0000219,superusuario
CL0000220,megausuario
CL0000221,megausuario
CL0000222,superusuario
CL0000223,superusuario
CL0000224,superusuario
CL0000225,superusuario
CL0000226,megausuario
CL0000227,superusuario
CL0000228,megausuario
CL0000229,superusuario
CL0000230,superusuario
CL0000231,megausuario
CL0000232,superusuario
CL0000233,megausuario
CL0000234,megausuario
CL0000235,megausuario
CL0000236,superusuario
CL0000237,megausuario
CL0000238,megausuario
CL0000239,megausuario
CL0000240,superusuario
CL0000241,megausuario
CL0000242,superusuario
CL0000243,superusuario
CL0000244,megausuario
CL0000245,megausuario
CL0000246,superusuario
CL0000247,megausuario
CL0000248,superusuario
CL0000249,megausuario
CL0000250,megausuario
CL0000251,megausuario
CL0000252,megausuario
CL0000253,superusuario
CL0000254,megausuario
CL0000255,superusuario
CL0000256,superusuario
CL0000257,superusuario
CL0000258,superusuario
CL0000259,megausuario
CL0000260,megausuario
CL0000261,megausuario
CL0000262,megausuario
CL0000263,superusuario
CL0000264,megausuario
CL0000265,megausuario
CL0000266,superusuario
CL0000267,superusuario
CL0000268,megausuario
CL0000269,megausuario
CL0000270,megausuario
CL0000271,megausuario
CL0000272,superusuario
CL0000273,megausuario
CL0000274,superusuario
CL0000275,megausuario
CL0000276,superusuario
CL0000277,megausuario
CL0000278,superusuario
CL0000279,superusuario
CL0000280,megausuario
CL0000281,megausuario
CL0000282,superusuario
CL0000283,superusuario
CL0000284,megausuario
CL0000285,superusuario
CL0000286,superusuario
CL0000287,megausuario
CL0000288,megausuario
CL0000289,superusuario
CL0000290,superusuario
CL0000291,megausuario
CL0000292,megausuario
CL0000293,superusuario
CL0000294,megausuario
CL0000295,megausuario
CL0000296,superusuario
CL0000297,superusuario
CL0000298,superusuario
CL0000299,megausuario
CL0000300,superusuario
CL0000301,megausuario
CL0000302,superusuario
CL0000303,superusuario
CL0000304,megausuario
CL0000305,megausuario
CL0000306,megausuario
CL0000307,superusuario
CL0000308,megausuario
CL0000309,megausuario
CL0000310,megausuario
CL0000311,superusuario
CL0000312,superusuario
CL0000313,megausuario
CL0000314,megausuario
CL0000315,megausuario
CL0000316,superusuario
CL0000317,superusuario
CL0000318,megausuario
CL0000319,megausuario
CL0000320,superusuario
CL0000321,megausuario
CL0000322,superusuario
CL0000323,superusuario
CL0000324,megausuario
CL0000325,superusuario
CL0000326,megausuario
CL0000327,superusuario
CL0000328,superusuario
CL0000329,megausuario
CL0000330,superusuario
CL0000331,superusuario
CL0000332,megausuario
CL0000333,megausuario
CL0000334,megausuario
CL0000335,megausuario
CL0000336,megausuario
CL0000337,megausuario
CL0000338,superusuario
CL0000339,megausuario
CL0000340,superusuario
CL0000341,megausuario
CL0000342,superusuario
CL0000343,megausuario
CL0000344,megausuario
CL0000345,megausuario
CL0000346,superusuario
CL0000347,superusuario
CL0000348,superusuario
CL0000349,megausuario
CL0000350,superusuario
CL0000351,megausuario
CL0000352,superusuario
CL0000353,superusuario
CL0000354,superusuario
CL0000355,superusuario
CL0000356,superusuario
CL0000357,megausuario
CL0000358,megausuario
CL0000359,megausuario
CL0000360,megausuario
CL0000361,megausuario
CL0000362,superusuario
CL0000363,megausuario
CL0000364,megausuario
CL0000365,megausuario
CL0000366,superusuario
CL0000367,megausuario
CL0000368,megausuario
CL0000369,superusuario
CL0000370,megausuario
CL0000371,megausuario
CL0000372,superusuario
CL0000373,megausuario
CL0000374,superusuario
CL0000375,megausuario
CL0000376,superusuario
CL0000377,megausuario
CL0000378,megausuario
CL0000379,megausuario
CL0000380,superusuario
CL0000381,megausuario
CL0000382,superusuario
CL0000383,superusuario
CL0000384,superusuario
CL0000385,megausuario
CL0000386,superusuario
CL0000387,superusuario
CL0000388,superusuario
CL0000389,megausuario
CL0000390,superusuario
CL0000391,megausuario
CL0000392,superusuario
CL0000393,megausuario
CL0000394,superusuario
CL0000395,superusuario
CL0000396,superusuario
CL0000397,megausuario
CL0000398,superusuario
CL0000399,megausuario
CL0000400,superusuario
CL0000401,megausuario
CL0000402,megausuario
CL0000403,superusuario
CL0000404,megausuario
CL0000405,megausuario
CL0000406,megausuario
CL0000407,superusuario
CL0000408,superusuario
CL0000409,superusuario
CL0000410,megausuario
CL0000411,megausuario
CL0000412,superusuario
CL0000413,superusuario
CL0000414,megausuario
CL0000415,megausuario
CL0000416,megausuario
CL0000417,superusuario
CL0000418,superusuario
CL0000419,megausuario
CL0000420,megausuario
CL0000421,superusuario
CL0000422,megausuario
CL0000423,megausuario
CL0000424,megausuario
CL0000425,megausuario
CL0000426,megausuario
CL0000427,superusuario
CL0000428,superusuario
CL0000429,superusuario
CL0000430,megausuario
CL0000431,megausuario
CL0000432,superusuario
CL0000433,superusuario
CL0000434,megausuario
CL0000435,superusuario
CL0000436,superusuario
CL0000437,megausuario
CL0000438,megausuario
CL0000439,superusuario
CL0000440,megausuario
CL0000441,megausuario
CL0000442,superusuario
CL0000443,superusuario
CL0000444,megausuario
CL0000445,megausuario
CL0000446,superusuario
CL0000447,megausuario
CL0000448,superusuario
CL0000449,megausuario
CL0000450,superusuario
CL0000451,megausuario
CL0000452,superusuario
CL0000453,superusuario
CL0000454,megausuario
CL0000455,superusuario
CL0000456,superusuario
CL0000457,megausuario
CL0000458,megausuario
CL0000459,superusuario
CL0000460,superusuario
CL0000461,superusuario
CL0000462,megausuario
CL0000463,superusuario
CL0000464,megausuario
CL0000465,megausuario
CL0000466,megausuario
CL0000467,superusuario
CL0000468,superusuario
CL0000469,superusuario
CL0000470,superusuario
CL0000471,megausuario
CL0000472,megausuario
CL0000473,superusuario
CL0000474,superusuario
CL0000475,megausuario
CL0000476,superusuario
CL0000477,megausuario
CL0000478,superusuario
CL0000479,megausuario
CL0000480,superusuario
CL0000481,superusuario
CL0000482,superusuario
CL0000483,superusuario
CL0000484,superusuario
CL0000485,megausuario
CL0000486,superusuario
CL0000487,superusuario
CL0000488,megausuario
CL0000489,superusuario
CL0000490,superusuario
CL0000491,superusuario
CL0000492,superusuario
CL0000493,megausuario
CL0000494,megausuario
CL0000495,megausuario
CL0000496,megausuario
CL0000497,superusuario
CL0000498,megausuario
CL0000499,superusuario
CL0000500,superusuario
CL0000501,superusuario
CL0000502,megausuario
CL0000503,superusuario
CL0000504,superusuario
CL0000505,megausuario
CL0000506,megausuario
CL0000507,superusuario
CL0000508,superusuario
CL0000509,superusuario
CL0000510,megausuario
CL0000511,megausuario
CL0000512,megausuario
CL0000513,megausuario
CL0000514,superusuario
CL0000515,megausuario
CL0000516,megausuario
CL0000517,superusuario
CL0000518,superusuario
CL0000519,superusuario
CL0000520,superusuario
CL0000521,superusuario
CL0000522,superusuario
CL0000523,superusuario
CL0000524,superusuario
CL0000525,superusuario
CL0000526,megausuario
CL0000527,superusuario
CL0000528,megausuario
CL0000529,megausuario
CL0000530,megausuario
CL0000531,superusuario
CL0000532,megausuario
CL0000533,megausuario
CL0000534,megausuario
CL0000535,megausuario
CL0000536,superusuario
CL0000537,superusuario
CL0000538,megausuario
CL0000539,superusuario
CL0000540,superusuario
CL0000541,megausuario
CL0000542,superusuario
CL0000543,megausuario
CL0000544,superusuario
CL0000545,superusuario
CL0000546,megausuario
CL0000547,megausuario
CL0000548,superusuario
CL0000549,superusuario
CL0000550,megausuario
CL0000551,superusuario
CL0000552,superusuario
CL0000553,superusuario
CL0000554,megausuario
CL0000555,megausuario
CL0000556,superusuario
CL0000557,superusuario
CL0000558,superusuario
CL0000559,megausuario
CL0000560,megausuario
CL0000561,megausuario
CL0000562,superusuario
CL0000563,superusuario
CL0000564,superusuario
CL0000565,megausuario
CL0000566,superusuario
CL0000567,superusuario
CL0000568,megausuario
CL0000569,megausuario
CL0000570,megausuario
CL0000571,superusuario
CL0000572,superusuario
CL0000573,superusuario
CL0000574,megausuario
CL0000575,superusuario
CL0000576,megausuario
CL0000577,megausuario
CL0000578,megausuario
CL0000579,superusuario
CL0000580,superusuario
CL0000581,superusuario
CL0000582,megausuario
CL0000583,superusuario
CL0000584,superusuario
CL0000585,superusuario
CL0000586,megausuario
CL0000587,megausuario
CL0000588,superusuario
CL0000589,megausuario
CL0000590,megausuario
CL0000591,megausuario
CL0000592,megausuario
CL0000593,megausuario
CL0000594,superusuario
CL0000595,megausuario
CL0000596,superusuario
CL0000597,megausuario
CL0000598,superusuario
CL0000599,megausuario
CL0000600,megausuario
CL0000601,superusuario
CL0000602,superusuario
CL0000603,megausuario
CL0000604,megausuario
CL0000605,superusuario
CL0000606,superusuario
CL0000607,megausuario
CL0000608,superusuario
CL0000609,superusuario
CL0000610,superusuario
CL0000611,superusuario
CL0000612,superusuario
CL0000613,superusuario
CL0000614,superusuario
CL0000615,megausuario
CL0000616,megausuario
CL0000617,superusuario
CL0000618,superusuario
CL0000619,superusuario
CL0000620,megausuario
CL0000621,superusuario
CL0000622,megausuario
CL0000623,megausuario
CL0000624,megausuario
CL0000625,megausuario
CL0000626,megausuario
CL0000627,megausuario
CL0000628,superusuario
CL0000629,superusuario
CL0000630,megausuario
CL0000631,superusuario
CL0000632,superusuario
CL0000633,megausuario
CL0000634,superusuario
CL0000635,superusuario
CL0000636,megausuario
CL0000637,megausuario
CL0000638,superusuario
CL0000639,superusuario
CL0000640,megausuario
CL0000641,megausuario
CL0000642,superusuario
CL0000643,megausuario
CL0000644,megausuario
CL0000645,superusuario
CL0000646,superusuario
CL0000647,superusuario
CL0000648,superusuario
CL0000649,superusuario
CL0000650,superusuario
CL0000651,superusuario
CL0000652,superusuario
CL0000653,megausuario
CL0000654,megausuario
CL0000655,megausuario
CL0000656,megausuario
CL0000657,megausuario
CL0000658,superusuario
CL0000659,superusuario
CL0000660,megausuario
CL0000661,megausuario
CL0000662,megausuario
CL0000663,superusuario
CL0000664,megausuario
CL0000665,megausuario
CL0000666,superusuario
CL0000667,superusuario
CL0000668,superusuario
CL0000669,superusuario
CL0000670,superusuario
CL0000671,megausuario
CL0000672,superusuario
CL0000673,superusuario
CL0000674,megausuario
CL0000675,megausuario
CL0000676,megausuario
CL0000677,superusuario
CL0000678,superusuario
CL0000679,megausuario
CL0000680,superusuario
CL0000681,superusuario
CL0000682,superusuario
CL0000683,megausuario
CL0000684,megausuario
CL0000685,superusuario
CL0000686,superusuario
CL0000687,superusuario
CL0000688,megausuario
CL0000689,megausuario
CL0000690,superusuario
CL0000691,superusuario
CL0000692,megausuario
CL0000693,superusuario
CL0000694,superusuario
CL0000695,megausuario
CL0000696,megausuario
CL0000697,superusuario
CL0000698,superusuario
CL0000699,megausuario
CL0000700,megausuario
CL0000701,superusuario
CL0000702,megausuario
CL0000703,superusuario
CL0000704,megausuario
CL0000705,megausuario
CL0000706,megausuario
CL0000707,superusuario
CL0000708,megausuario
CL0000709,superusuario
CL0000710,megausuario
CL0000711,superusuario
CL0000712,superusuario
CL0000713,superusuario
CL0000714,megausuario
CL0000715,megausuario
CL0000716,superusuario
CL0000717,megausuario
CL0000718,superusuario
CL0000719,superusuario
CL0000720,megausuario
CL0000721,megausuario
CL0000722,superusuario
CL0000723,megausuario
CL0000724,superusuario
CL0000725,superusuario
CL0000726,superusuario
CL0000727,superusuario
CL0000728,superusuario
CL0000729,superusuario
CL0000730,superusuario
CL0000731,superusuario
CL0000732,superusuario
CL0000733,megausuario
CL0000734,megausuario
CL0000735,megausuario
CL0000736,megausuario
CL0000737,megausuario
CL0000738,megausuario
CL0000739,megausuario
CL0000740,superusuario
CL0000741,superusuario
CL0000742,superusuario
CL0000743,megausuario
CL0000744,megausuario
CL0000745,superusuario
CL0000746,superusuario
CL0000747,megausuario
CL0000748,superusuario
CL0000749,superusuario
CL0000750,megausuario
CL0000751,megausuario
CL0000752,superusuario
CL0000753,superusuario
CL0000754,superusuario
CL0000755,megausuario
CL0000756,megausuario
CL0000757,superusuario
CL0000758,megausuario
CL0000759,megausuario
CL0000760,superusuario
CL0000761,superusuario
CL0000762,megausuario
CL0000763,superusuario
CL0000764,superusuario
CL0000765,megausuario
CL0000766,superusuario
CL0000767,superusuario
CL0000768,megausuario
CL0000769,superusuario
CL0000770,superusuario
CL0000771,superusuario
CL0000772,superusuario
CL0000773,superusuario
CL0000774,megausuario
CL0000775,megausuario
CL0000776,megausuario
CL0000777,superusuario
CL0000778,megausuario
CL0000779,superusuario
CL0000780,megausuario
CL0000781,superusuario
CL0000782,superusuario
CL0000783,megausuario
CL0000784,superusuario
CL0000785,megausuario
CL0000786,superusuario
CL0000787,megausuario
CL0000788,superusuario
CL0000789,megausuario
CL0000790,megausuario
CL0000791,superusuario
CL0000792,megausuario
CL0000793,megausuario
CL0000794,megausuario
CL0000795,superusuario
CL0000796,megausuario
CL0000797,superusuario
CL0000798,megausuario
CL0000799,megausuario
CL0000800,megausuario
CL0000801,superusuario
CL0000802,megausuario
CL0000803,megausuario
CL0000804,megausuario
CL0000805,superusuario
CL0000806,megausuario
CL0000807,megausuario
CL0000808,superusuario
CL0000809,superusuario
CL0000810,superusuario
CL0000811,megausuario
CL0000812,megausuario
CL0000813,superusuario
CL0000814,superusuario
CL0000815,superusuario
CL0000816,megausuario
CL0000817,superusuario
CL0000818,superusuario
CL0000819,megausuario
CL0000820,superusuario
CL0000821,superusuario
CL0000822,megausuario
CL0000823,megausuario
CL0000824,megausuario
CL0000825,superusuario
CL0000826,superusuario
CL0000827,megausuario
CL0000828,megausuario
CL0000829,superusuario
CL0000830,megausuario
CL0000831,superusuario
CL0000832,superusuario
CL0000833,superusuario
CL0000834,megausuario
CL0000835,superusuario
CL0000836,superusuario
CL0000837,megausuario
CL0000838,megausuario
CL0000839,superusuario
CL0000840,megausuario
CL0000841,superusuario
CL0000842,megausuario
CL0000843,superusuario
CL0000844,superusuario
CL0000845,megausuario
CL0000846,superusuario
CL0000847,megausuario
CL0000848,megausuario
CL0000849,superusuario
CL0000850,megausuario
CL0000851,superusuario
CL0000852,superusuario
CL0000853,superusuario
CL0000854,superusuario
CL0000855,superusuario
CL0000856,superusuario
CL0000857,megausuario
CL0000858,megausuario
CL0000859,superusuario
CL0000860,megausuario
CL0000861,megausuario
CL0000862,superusuario
CL0000863,megausuario
CL0000864,superusuario
CL0000865,superusuario
CL0000866,megausuario
CL0000867,megausuario
CL0000868,superusuario
CL0000869,megausuario
CL0000870,superusuario
CL0000871,superusuario
CL0000872,superusuario
CL0000873,megausuario
CL0000874,megausuario
CL0000875,superusuario
CL0000876,megausuario
CL0000877,megausuario
CL0000878,megausuario
CL0000879,superusuario
CL0000880,megausuario
CL0000881,megausuario
CL0000882,megausuario
CL0000883,superusuario
CL0000884,megausuario
CL0000885,superusuario
CL0000886,superusuario
CL0000887,superusuario
CL0000888,megausuario
CL0000889,superusuario
CL0000890,megausuario
CL0000891,megausuario
CL0000892,superusuario
CL0000893,superusuario
CL0000894,megausuario
CL0000895,superusuario
CL0000896,megausuario
CL0000897,megausuario
CL0000898,superusuario
CL0000899,megausuario
CL0000900,megausuario
CL0000901,megausuario
CL0000902,megausuario
CL0000903,megausuario
CL0000904,superusuario
CL0000905,megausuario
CL0000906,megausuario
CL0000907,superusuario
CL0000908,superusuario
CL0000909,megausuario
CL0000910,superusuario
CL0000911,superusuario
CL0000912,megausuario
CL0000913,superusuario
CL0000914,megausuario
CL0000915,megausuario
CL0000916,megausuario
CL0000917,megausuario
CL0000918,megausuario
CL0000919,megausuario
CL0000920,superusuario
CL0000921,megausuario
CL0000922,superusuario
CL0000923,megausuario
CL0000924,megausuario
CL0000925,superusuario
CL0000926,megausuario
CL0000927,megausuario
CL0000928,megausuario
CL0000929,megausuario
CL0000930,superusuario
CL0000931,superusuario
CL0000932,megausuario
CL0000933,megausuario
CL0000934,megausuario
CL0000935,megausuario
CL0000936,megausuario
CL0000937,superusuario
CL0000938,superusuario
CL0000939,superusuario
CL0000940,superusuario
CL0000941,megausuario
CL0000942,superusuario
CL0000943,superusuario
CL0000944,superusuario
CL0000945,megausuario
CL0000946,megausuario
CL0000947,megausuario
CL0000948,superusuario
CL0000949,megausuario
CL0000950,megausuario
CL0000951,megausuario
CL0000952,megausuario
CL0000953,superusuario
CL0000954,megausuario
CL0000955,superusuario
CL0000956,superusuario
CL0000957,megausuario
CL0000958,megausuario
CL0000959,megausuario
CL0000960,superusuario
CL0000961,superusuario
CL0000962,superusuario
CL0000963,superusuario
CL0000964,superusuario
CL0000965,superusuario
CL0000966,megausuario
CL0000967,megausuario
CL0000968,megausuario
CL0000969,superusuario
CL0000970,superusuario
CL0000971,superusuario
CL0000972,megausuario
CL0000973,megausuario
CL0000974,megausuario
CL0000975,superusuario
CL0000976,superusuario
CL0000977,megausuario
CL0000978,megausuario
CL0000979,superusuario
CL0000980,superusuario
CL0000981,megausuario
CL0000982,superusuario
CL0000983,megausuario
CL0000984,megausuario
CL0000985,superusuario
CL0000986,megausuario
CL0000987,megausuario
CL0000988,megausuario
CL0000989,megausuario
CL0000990,superusuario
CL0000991,superusuario
CL0000992,megausuario
CL0000993,megausuario
CL0000994,megausuario
CL0000995,megausuario
CL0000996,superusuario
CL0000997,superusuario
CL0000998,superusuario
CL0000999,megausuario
CL0001000,megausuario
CL0001001,superusuario
CL0001002,megausuario
CL0001003,superusuario
CL0001004,superusuario
CL0001005,megausuario
CL0001006,superusuario
CL0001007,superusuario
CL0001008,megausuario
CL0001009,megausuario
CL0001010,megausuario
CL0001011,superusuario
CL0001012,superusuario
CL0001013,superusuario
CL0001014,megausuario
CL0001015,superusuario
CL0001016,superusuario
CL0001017,megausuario
CL0001018,megausuario
CL0001019,superusuario
CL0001020,megausuario
CL0001021,megausuario
CL0001022,superusuario
CL0001023,megausuario
CL0001024,superusuario
CL0001025,megausuario
CL0001026,megausuario
CL0001027,megausuario
CL0001028,megausuario
CL0001029,megausuario
CL0001030,superusuario
CL0001031,megausuario
CL0001032,megausuario
CL0001033,megausuario
CL0001034,megausuario
CL0001035,megausuario
CL0001036,superusuario
CL0001037,megausuario
CL0001038,superusuario
CL0001039,superusuario
CL0001040,superusuario
CL0001041,superusuario
CL0001042,megausuario
CL0001043,superusuario
CL0001044,megausuario
CL0001045,superusuario
CL0001046,megausuario
CL0001047,superusuario
CL0001048,superusuario
CL0001049,superusuario
CL0001050,megausuario
CL0001051,megausuario
CL0001052,superusuario
CL0001053,superusuario
CL0001054,superusuario
CL0001055,superusuario
CL0001056,superusuario
CL0001057,superusuario
CL0001058,megausuario
CL0001059,megausuario
CL0001060,megausuario
CL0001061,superusuario
CL0001062,superusuario
CL0001063,megausuario
CL0001064,superusuario
CL0001065,megausuario
CL0001066,superusuario
CL0001067,megausuario
CL0001068,superusuario
CL0001069,superusuario
CL0001070,superusuario
CL0001071,superusuario
CL0001072,megausuario
CL0001073,superusuario
CL0001074,megausuario
CL0001075,superusuario
CL0001076,megausuario
CL0001077,superusuario
CL0001078,megausuario
CL0001079,megausuario
CL0001080,superusuario
CL0001081,superusuario
CL0001082,superusuario
CL0001083,megausuario
CL0001084,megausuario
CL0001085,superusuario
CL0001086,megausuario
CL0001087,superusuario
CL0001088,megausuario
CL0001089,superusuario
CL0001090,superusuario
CL0001091,megausuario
CL0001092,megausuario
CL0001093,superusuario
CL0001094,megausuario
CL0001095,megausuario
CL0001096,megausuario
CL0001097,superusuario
CL0001098,superusuario
CL0001099,megausuario
CL0001100,superusuario
CL0001101,megausuario
CL0001102,megausuario
CL0001103,megausuario
CL0001104,superusuario
CL0001105,superusuario
CL0001106,megausuario
CL0001107,megausuario
CL0001108,superusuario
CL0001109,megausuario
CL0001110,megausuario
CL0001111,superusuario
CL0001112,megausuario
CL0001113,megausuario
CL0001114,superusuario
CL0001115,superusuario
CL0001116,megausuario
CL0001117,megausuario
CL0001118,superusuario
CL0001119,superusuario
CL0001120,superusuario
CL0001121,megausuario
CL0001122,megausuario
CL0001123,megausuario
CL0001124,megausuario
CL0001125,superusuario
CL0001126,megausuario
CL0001127,superusuario
CL0001128,superusuario
CL0001129,superusuario
CL0001130,superusuario
CL0001131,megausuario
CL0001132,megausuario
CL0001133,superusuario
CL0001134,superusuario
CL0001135,megausuario
CL0001136,megausuario
CL0001137,superusuario
CL0001138,superusuario
CL0001139,megausuario
CL0001140,superusuario
CL0001141,megausuario
CL0001142,superusuario
CL0001143,superusuario
CL0001144,superusuario
CL0001145,superusuario
CL0001146,superusuario
CL0001147,superusuario
CL0001148,superusuario
CL0001149,megausuario
CL0001150,superusuario
CL0001151,megausuario
CL0001152,superusuario
CL0001153,superusuario
CL0001154,superusuario
CL0001155,megausuario
CL0001156,superusuario
CL0001157,megausuario
CL0001158,superusuario
CL0001159,superusuario
CL0001160,superusuario
CL0001161,megausuario
CL0001162,megausuario
CL0001163,megausuario
CL0001164,superusuario
CL0001165,superusuario
CL0001166,megausuario
CL0001167,megausuario
CL0001168,superusuario
CL0001169,superusuario
CL0001170,superusuario
CL0001171,megausuario
CL0001172,megausuario
CL0001173,superusuario
CL0001174,superusuario
CL0001175,superusuario
CL0001176,megausuario
CL0001177,megausuario
CL0001178,superusuario
CL0001179,megausuario
CL0001180,megausuario
CL0001181,superusuario
CL0001182,megausuario
CL0001183,superusuario
CL0001184,superusuario
CL0001185,superusuario
CL0001186,megausuario
CL0001187,superusuario
CL0001188,superusuario
CL0001189,superusuario
CL0001190,megausuario
CL0001191,megausuario
CL0001192,megausuario
CL0001193,megausuario
CL0001194,megausuario
CL0001195,megausuario
CL0001196,megausuario
CL0001197,megausuario
CL0001198,megausuario
CL0001199,superusuario
CL0001200,megausuario
CL0001201,superusuario
CL0001202,superusuario
CL0001203,megausuario
CL0001204,megausuario
CL0001205,superusuario
CL0001206,megausuario
CL0001207,megausuario
CL0001208,superusuario
CL0001209,superusuario
CL0001210,megausuario
CL0001211,megausuario
CL0001212,superusuario
CL0001213,superusuario
CL0001214,megausuario
CL0001215,megausuario
CL0001216,superusuario
CL0001217,superusuario
CL0001218,megausuario
CL0001219,megausuario
CL0001220,megausuario
CL0001221,superusuario
CL0001222,megausuario
CL0001223,superusuario
CL0001224,superusuario
CL0001225,megausuario
CL0001226,megausuario
CL0001227,superusuario
CL0001228,megausuario
CL0001229,megausuario
CL0001230,superusuario
CL0001231,superusuario
CL0001232,megausuario
CL0001233,megausuario
CL0001234,superusuario
CL0001235,superusuario
CL0001236,megausuario
CL0001237,superusuario
CL0001238,megausuario
CL0001239,superusuario
CL0001240,superusuario
CL0001241,superusuario
CL0001242,superusuario
CL0001243,megausuario
CL0001244,megausuario
CL0001245,megausuario
CL0001246,megausuario
CL0001247,megausuario
CL0001248,megausuario
CL0001249,superusuario
CL0001250,megausuario
CL0001251,megausuario
CL0001252,superusuario
CL0001253,megausuario
CL0001254,megausuario
CL0001255,megausuario
CL0001256,superusuario
CL0001257,superusuario
CL0001258,megausuario
CL0001259,megausuario
CL0001260,superusuario
CL0001261,megausuario
CL0001262,superusuario
CL0001263,superusuario
CL0001264,megausuario
CL0001265,megausuario
CL0001266,superusuario
CL0001267,superusuario
CL0001268,megausuario
CL0001269,superusuario
CL0001270,megausuario
