cliente_id,membresia_id
C00000318,MEM0000001
C00000319,MEM0000003
C00000320,MEM0000003
C00000321,MEM0000003
C00000322,MEM0000004
C00000323,MEM0000002
C00000324,MEM0000002
C00000325,MEM0000001
C00000326,MEM0000002
C00000327,MEM0000002
C00000328,MEM0000002
C00000329,MEM0000004
C00000330,MEM0000004
C00000331,MEM0000002
C00000332,MEM0000003
C00000333,MEM0000002
C00000334,MEM0000001
C00000335,MEM0000004
C00000336,MEM0000003
C00000337,MEM0000002
C00000338,MEM0000001
C00000339,MEM0000003
C00000340,MEM0000004
C00000341,MEM0000003
C00000342,MEM0000004
C00000343,MEM0000003
C00000344,MEM0000001
C00000345,MEM0000004
C00000346,MEM0000002
C00000347,MEM0000001
C00000348,MEM0000001
C00000349,MEM0000004
C00000350,MEM0000001
C00000351,MEM0000002
C00000352,MEM0000002
C00000353,MEM0000003
C00000354,MEM0000002
C00000355,MEM0000002
C00000356,MEM0000001
C00000357,MEM0000001
C00000358,MEM0000002
C00000359,MEM0000004
C00000360,MEM0000002
C00000361,MEM0000001
C00000362,MEM0000001
C00000363,MEM0000002
C00000364,MEM0000004
C00000365,MEM0000001
C00000366,MEM0000003
C00000367,MEM0000002
C00000368,MEM0000002
C00000369,MEM0000004
C00000370,MEM0000003
C00000371,MEM0000004
C00000372,MEM0000004
C00000373,MEM0000004
C00000374,MEM0000001
C00000375,MEM0000004
C00000376,MEM0000001
C00000377,MEM0000001
C00000378,MEM0000004
C00000379,MEM0000003
C00000380,MEM0000002
C00000381,MEM0000001
C00000382,MEM0000001
C00000383,MEM0000001
C00000384,MEM0000003
C00000385,MEM0000001
C00000386,MEM0000002
C00000387,MEM0000002
C00000388,MEM0000001
C00000389,MEM0000004
C00000390,MEM0000003
C00000391,MEM0000004
C00000392,MEM0000004
C00000393,MEM0000004
C00000394,MEM0000002
C00000395,MEM0000004
C00000396,MEM0000004
C00000397,MEM0000003
C00000398,MEM0000003
C00000399,MEM0000004
C00000400,MEM0000001
C00000401,MEM0000004
C00000402,MEM0000002
C00000403,MEM0000002
C00000404,MEM0000004
C00000405,MEM0000003
C00000406,MEM0000003
C00000407,MEM0000004
C00000408,MEM0000004
C00000409,MEM0000003
C00000410,MEM0000002
C00000411,MEM0000003
C00000412,MEM0000002
C00000413,MEM0000001
C00000414,MEM0000001
C00000415,MEM0000001
C00000416,MEM0000001
C00000417,MEM0000003
C00000418,MEM0000004
C00000419,MEM0000004
C00000420,MEM0000003
C00000421,MEM0000003
C00000422,MEM0000002
C00000423,MEM0000002
C00000424,MEM0000003
C00000425,MEM0000003
C00000426,MEM0000002
C00000427,MEM0000002
C00000428,MEM0000003
C00000429,MEM0000002
C00000430,MEM0000004
C00000431,MEM0000001
C00000432,MEM0000001
C00000433,MEM0000004
C00000434,MEM0000001
C00000435,MEM0000004
C00000436,MEM0000004
C00000437,MEM0000001
C00000438,MEM0000004
C00000439,MEM0000003
C00000440,MEM0000003
C00000441,MEM0000004
C00000442,MEM0000001
C00000443,MEM0000004
C00000444,MEM0000003
C00000445,MEM0000004
C00000446,MEM0000004
C00000447,MEM0000002
C00000448,MEM0000004
C00000449,MEM0000002
C00000450,MEM0000003
C00000451,MEM0000002
C00000452,MEM0000003
C00000453,MEM0000002
C00000454,MEM0000004
C00000455,MEM0000002
C00000456,MEM0000004
C00000457,MEM0000002
C00000458,MEM0000003
C00000459,MEM0000003
C00000460,MEM0000002
C00000461,MEM0000004
C00000462,MEM0000002
C00000463,MEM0000002
C00000464,MEM0000001
C00000465,MEM0000002
C00000466,MEM0000003
C00000467,MEM0000002
C00000468,MEM0000002
C00000469,MEM0000004
C00000470,MEM0000002
C00000471,MEM0000002
C00000472,MEM0000002
C00000473,MEM0000001
C00000474,MEM0000002
C00000475,MEM0000001
C00000476,MEM0000001
C00000477,MEM0000004
C00000478,MEM0000001
C00000479,MEM0000004
C00000480,MEM0000004
C00000481,MEM0000002
C00000482,MEM0000004
C00000483,MEM0000003
C00000484,MEM0000002
C00000485,MEM0000003
C00000486,MEM0000004
C00000487,MEM0000003
C00000488,MEM0000002
C00000489,MEM0000004
C00000490,MEM0000001
C00000491,MEM0000001
C00000492,MEM0000003
C00000493,MEM0000004
C00000494,MEM0000004
C00000495,MEM0000002
C00000496,MEM0000004
C00000497,MEM0000002
C00000498,MEM0000004
C00000499,MEM0000001
C00000500,MEM0000001
C00000501,MEM0000001
C00000502,MEM0000004
C00000503,MEM0000003
C00000504,MEM0000003
C00000505,MEM0000002
C00000506,MEM0000001
C00000507,MEM0000004
C00000508,MEM0000003
C00000509,MEM0000002
C00000510,MEM0000003
C00000511,MEM0000001
C00000512,MEM0000001
C00000513,MEM0000002
C00000514,MEM0000003
C00000515,MEM0000001
C00000516,MEM0000002
C00000517,MEM0000002
C00000518,MEM0000003
C00000519,MEM0000001
C00000520,MEM0000001
C00000521,MEM0000003
C00000522,MEM0000003
C00000523,MEM0000001
C00000524,MEM0000002
C00000525,MEM0000004
C00000526,MEM0000002
C00000527,MEM0000004
C00000528,MEM0000004
C00000529,MEM0000003
C00000530,MEM0000004
C00000531,MEM0000001
C00000532,MEM0000001
C00000533,MEM0000004
C00000534,MEM0000004
C00000535,MEM0000003
C00000536,MEM0000004
C00000537,MEM0000003
C00000538,MEM0000002
C00000539,MEM0000003
C00000540,MEM0000003
C00000541,MEM0000004
C00000542,MEM0000001
C00000543,MEM0000002
C00000544,MEM0000001
C00000545,MEM0000002
C00000546,MEM0000002
C00000547,MEM0000003
C00000548,MEM0000002
C00000549,MEM0000004
C00000550,MEM0000002
C00000551,MEM0000001
C00000552,MEM0000003
C00000553,MEM0000004
C00000554,MEM0000001
C00000555,MEM0000002
C00000556,MEM0000001
C00000557,MEM0000003
C00000558,MEM0000003
C00000559,MEM0000004
C00000560,MEM0000002
C00000561,MEM0000001
C00000562,MEM0000001
C00000563,MEM0000002
C00000564,MEM0000003
C00000565,MEM0000001
C00000566,MEM0000003
C00000567,MEM0000001
C00000568,MEM0000004
C00000569,MEM0000002
C00000570,MEM0000001
C00000571,MEM0000004
C00000572,MEM0000003
C00000573,MEM0000002
C00000574,MEM0000003
C00000575,MEM0000004
C00000576,MEM0000003
C00000577,MEM0000002
C00000578,MEM0000004
C00000579,MEM0000001
C00000580,MEM0000003
C00000581,MEM0000004
C00000582,MEM0000002
C00000583,MEM0000001
C00000584,MEM0000001
C00000585,MEM0000002
C00000586,MEM0000001
C00000587,MEM0000001
C00000588,MEM0000001
C00000589,MEM0000002
C00000590,MEM0000004
C00000591,MEM0000003
C00000592,MEM0000001
C00000593,MEM0000003
C00000594,MEM0000002
C00000595,MEM0000003
C00000596,MEM0000002
C00000597,MEM0000004
C00000598,MEM0000004
C00000599,MEM0000003
C00000600,MEM0000001
C00000601,MEM0000002
C00000602,MEM0000003
C00000603,MEM0000003
C00000604,MEM0000002
C00000605,MEM0000001
C00000606,MEM0000004
C00000607,MEM0000003
C00000608,MEM0000002
C00000609,MEM0000001
C00000610,MEM0000004
C00000611,MEM0000003
C00000612,MEM0000004
C00000613,MEM0000001
C00000614,MEM0000001
C00000615,MEM0000001
C00000616,MEM0000004
C00000617,MEM0000002
C00000618,MEM0000001
C00000619,MEM0000003
C00000620,MEM0000003
C00000621,MEM0000003
C00000622,MEM0000001
C00000623,MEM0000004
C00000624,MEM0000002
C00000625,MEM0000004
C00000626,MEM0000004
C00000627,MEM0000004
C00000628,MEM0000003
C00000629,MEM0000003
C00000630,MEM0000003
C00000631,MEM0000001
C00000632,MEM0000002
C00000633,MEM0000002
C00000634,MEM0000003
C00000635,MEM0000003
C00000636,MEM0000001
C00000637,MEM0000002
C00000638,MEM0000003
C00000639,MEM0000001
C00000640,MEM0000003
C00000641,MEM0000001
C00000642,MEM0000002
C00000643,MEM0000004
C00000644,MEM0000001
C00000645,MEM0000003
C00000646,MEM0000003
C00000647,MEM0000001
C00000648,MEM0000001
C00000649,MEM0000001
C00000650,MEM0000001
C00000651,MEM0000003
C00000652,MEM0000002
C00000653,MEM0000001
C00000654,MEM0000003
C00000655,MEM0000002
C00000656,MEM0000002
C00000657,MEM0000003
C00000658,MEM0000004
C00000659,MEM0000003
C00000660,MEM0000003
C00000661,MEM0000002
C00000662,MEM0000001
C00000663,MEM0000001
C00000664,MEM0000001
C00000665,MEM0000004
C00000666,MEM0000003
C00000667,MEM0000002
C00000668,MEM0000002
C00000669,MEM0000003
C00000670,MEM0000001
C00000671,MEM0000003
C00000672,MEM0000004
C00000673,MEM0000001
C00000674,MEM0000003
C00000675,MEM0000001
C00000676,MEM0000004
C00000677,MEM0000004
C00000678,MEM0000002
C00000679,MEM0000001
C00000680,MEM0000003
C00000681,MEM0000003
C00000682,MEM0000003
C00000683,MEM0000002
C00000684,MEM0000003
C00000685,MEM0000002
C00000686,MEM0000002
C00000687,MEM0000003
C00000688,MEM0000001
C00000689,MEM0000003
C00000690,MEM0000003
C00000691,MEM0000002
C00000692,MEM0000001
C00000693,MEM0000003
C00000694,MEM0000003
C00000695,MEM0000001
C00000696,MEM0000002
C00000697,MEM0000004
C00000698,MEM0000001
C00000699,MEM0000004
C00000700,MEM0000004
C00000701,MEM0000001
C00000702,MEM0000001
C00000703,MEM0000002
C00000704,MEM0000002
C00000705,MEM0000004
C00000706,MEM0000003
C00000707,MEM0000003
C00000708,MEM0000003
C00000709,MEM0000001
C00000710,MEM0000004
C00000711,MEM0000003
C00000712,MEM0000004
C00000713,MEM0000002
C00000714,MEM0000001
C00000715,MEM0000001
C00000716,MEM0000002
C00000717,MEM0000004
C00000718,MEM0000003
C00000719,MEM0000001
C00000720,MEM0000004
C00000721,MEM0000004
C00000722,MEM0000001
C00000723,MEM0000002
C00000724,MEM0000004
C00000725,MEM0000002
C00000726,MEM0000004
C00000727,MEM0000001
C00000728,MEM0000004
C00000729,MEM0000004
C00000730,MEM0000003
C00000731,MEM0000004
C00000732,MEM0000003
C00000733,MEM0000001
C00000734,MEM0000002
C00000735,MEM0000003
C00000736,MEM0000003
C00000737,MEM0000001
C00000738,MEM0000003
C00000739,MEM0000004
C00000740,MEM0000001
C00000741,MEM0000002
C00000742,MEM0000001
C00000743,MEM0000001
C00000744,MEM0000002
C00000745,MEM0000001
C00000746,MEM0000002
C00000747,MEM0000003
C00000748,MEM0000004
C00000749,MEM0000003
C00000750,MEM0000002
C00000751,MEM0000002
C00000752,MEM0000003
C00000753,MEM0000004
C00000754,MEM0000004
C00000755,MEM0000002
C00000756,MEM0000003
C00000757,MEM0000001
C00000758,MEM0000004
C00000759,MEM0000004
C00000760,MEM0000002
C00000761,MEM0000004
C00000762,MEM0000002
C00000763,MEM0000003
C00000764,MEM0000001
C00000765,MEM0000004
C00000766,MEM0000004
C00000767,MEM0000002
C00000768,MEM0000003
C00000769,MEM0000003
C00000770,MEM0000003
C00000771,MEM0000004
C00000772,MEM0000003
C00000773,MEM0000004
C00000774,MEM0000001
C00000775,MEM0000004
C00000776,MEM0000003
C00000777,MEM0000001
C00000778,MEM0000002
C00000779,MEM0000002
C00000780,MEM0000003
C00000781,MEM0000002
C00000782,MEM0000004
C00000783,MEM0000004
C00000784,MEM0000001
C00000785,MEM0000003
C00000786,MEM0000003
C00000787,MEM0000001
C00000788,MEM0000003
C00000789,MEM0000002
C00000790,MEM0000004
C00000791,MEM0000001
C00000792,MEM0000004
C00000793,MEM0000004
C00000794,MEM0000004
C00000795,MEM0000003
C00000796,MEM0000001
C00000797,MEM0000001
C00000798,MEM0000003
C00000799,MEM0000004
C00000800,MEM0000002
C00000801,MEM0000003
C00000802,MEM0000001
C00000803,MEM0000003
C00000804,MEM0000004
C00000805,MEM0000004
C00000806,MEM0000002
C00000807,MEM0000003
C00000808,MEM0000002
C00000809,MEM0000003
C00000810,MEM0000001
C00000811,MEM0000002
C00000812,MEM0000003
C00000813,MEM0000004
C00000814,MEM0000004
C00000815,MEM0000001
C00000816,MEM0000004
C00000817,MEM0000001
C00000818,MEM0000001
C00000819,MEM0000004
C00000820,MEM0000003
C00000821,MEM0000002
C00000822,MEM0000002
C00000823,MEM0000003
C00000824,MEM0000002
C00000825,MEM0000003
C00000826,MEM0000003
C00000827,MEM0000003
C00000828,MEM0000003
C00000829,MEM0000003
C00000830,MEM0000002
C00000831,MEM0000003
C00000832,MEM0000001
C00000833,MEM0000004
C00000834,MEM0000002
C00000835,MEM0000003
C00000836,MEM0000003
C00000837,MEM0000001
C00000838,MEM0000001
C00000839,MEM0000001
C00000840,MEM0000002
C00000841,MEM0000002
C00000842,MEM0000001
C00000843,MEM0000001
C00000844,MEM0000002
C00000845,MEM0000001
C00000846,MEM0000001
C00000847,MEM0000001
C00000848,MEM0000002
C00000849,MEM0000002
C00000850,MEM0000001
C00000851,MEM0000001
C00000852,MEM0000002
C00000853,MEM0000002
C00000854,MEM0000001
C00000855,MEM0000003
C00000856,MEM0000001
C00000857,MEM0000003
C00000858,MEM0000002
C00000859,MEM0000004
C00000860,MEM0000004
C00000861,MEM0000001
C00000862,MEM0000001
C00000863,MEM0000004
C00000864,MEM0000002
C00000865,MEM0000001
C00000866,MEM0000003
C00000867,MEM0000003
C00000868,MEM0000002
C00000869,MEM0000001
C00000870,MEM0000004
C00000871,MEM0000001
C00000872,MEM0000002
C00000873,MEM0000001
C00000874,MEM0000004
C00000875,MEM0000001
C00000876,MEM0000004
C00000877,MEM0000003
C00000878,MEM0000003
C00000879,MEM0000003
C00000880,MEM0000001
C00000881,MEM0000002
C00000882,MEM0000003
C00000883,MEM0000002
C00000884,MEM0000003
C00000885,MEM0000003
C00000886,MEM0000003
C00000887,MEM0000001
C00000888,MEM0000004
C00000889,MEM0000001
C00000890,MEM0000002
C00000891,MEM0000001
C00000892,MEM0000003
C00000893,MEM0000001
C00000894,MEM0000003
C00000895,MEM0000004
C00000896,MEM0000004
C00000897,MEM0000001
C00000898,MEM0000004
C00000899,MEM0000002
C00000900,MEM0000003
C00000901,MEM0000004
C00000902,MEM0000002
C00000903,MEM0000002
C00000904,MEM0000004
C00000905,MEM0000004
C00000906,MEM0000003
C00000907,MEM0000001
C00000908,MEM0000003
C00000909,MEM0000002
C00000910,MEM0000004
C00000911,MEM0000002
C00000912,MEM0000003
C00000913,MEM0000003
C00000914,MEM0000002
C00000915,MEM0000002
C00000916,MEM0000003
C00000917,MEM0000002
C00000918,MEM0000003
C00000919,MEM0000001
C00000920,MEM0000002
C00000921,MEM0000003
C00000922,MEM0000001
C00000923,MEM0000004
C00000924,MEM0000003
C00000925,MEM0000002
C00000926,MEM0000004
C00000927,MEM0000002
C00000928,MEM0000004
C00000929,MEM0000004
C00000930,MEM0000004
C00000931,MEM0000004
C00000932,MEM0000002
C00000933,MEM0000002
C00000934,MEM0000002
C00000935,MEM0000004
C00000936,MEM0000001
C00000937,MEM0000001
C00000938,MEM0000004
C00000939,MEM0000001
C00000940,MEM0000001
C00000941,MEM0000002
C00000942,MEM0000002
C00000943,MEM0000003
C00000944,MEM0000003
C00000945,MEM0000003
C00000946,MEM0000004
C00000947,MEM0000003
C00000948,MEM0000002
C00000949,MEM0000004
C00000950,MEM0000003
C00000951,MEM0000004
C00000952,MEM0000001
C00000953,MEM0000002
C00000954,MEM0000004
C00000955,MEM0000001
C00000956,MEM0000004
C00000957,MEM0000001
C00000958,MEM0000003
C00000959,MEM0000001
C00000960,MEM0000001
C00000961,MEM0000001
C00000962,MEM0000003
C00000963,MEM0000004
C00000964,MEM0000001
C00000965,MEM0000004
C00000966,MEM0000003
C00000967,MEM0000004
C00000968,MEM0000001
C00000969,MEM0000001
C00000970,MEM0000001
C00000971,MEM0000004
C00000972,MEM0000001
C00000973,MEM0000004
C00000974,MEM0000004
C00000975,MEM0000002
C00000976,MEM0000004
C00000977,MEM0000001
C00000978,MEM0000004
C00000979,MEM0000001
C00000980,MEM0000004
C00000981,MEM0000003
C00000982,MEM0000002
C00000983,MEM0000001
C00000984,MEM0000003
C00000985,MEM0000001
C00000986,MEM0000003
C00000987,MEM0000003
C00000988,MEM0000003
C00000989,MEM0000003
C00000990,MEM0000004
C00000991,MEM0000001
C00000992,MEM0000001
C00000993,MEM0000003
C00000994,MEM0000004
C00000995,MEM0000002
C00000996,MEM0000003
C00000997,MEM0000002
C00000998,MEM0000004
C00000999,MEM0000001
C00001000,MEM0000002
C00001001,MEM0000004
C00001002,MEM0000003
C00001003,MEM0000004
C00001004,MEM0000001
C00001005,MEM0000002
C00001006,MEM0000004
C00001007,MEM0000002
C00001008,MEM0000002
C00001009,MEM0000002
C00001010,MEM0000001
C00001011,MEM0000002
C00001012,MEM0000001
C00001013,MEM0000002
C00001014,MEM0000004
C00001015,MEM0000002
C00001016,MEM0000001
C00001017,MEM0000003
C00001018,MEM0000001
C00001019,MEM0000001
C00001020,MEM0000002
C00001021,MEM0000002
C00001022,MEM0000002
C00001023,MEM0000003
C00001024,MEM0000002
C00001025,MEM0000002
C00001026,MEM0000002
C00001027,MEM0000001
C00001028,MEM0000002
C00001029,MEM0000001
C00001030,MEM0000002
C00001031,MEM0000004
C00001032,MEM0000002
C00001033,MEM0000003
C00001034,MEM0000001
C00001035,MEM0000002
C00001036,MEM0000003
C00001037,MEM0000002
C00001038,MEM0000004
C00001039,MEM0000002
C00001040,MEM0000001
C00001041,MEM0000003
C00001042,MEM0000001
C00001043,MEM0000002
C00001044,MEM0000002
C00001045,MEM0000003
C00001046,MEM0000002
C00001047,MEM0000003
C00001048,MEM0000001
C00001049,MEM0000004
C00001050,MEM0000001
C00001051,MEM0000001
C00001052,MEM0000002
C00001053,MEM0000002
C00001054,MEM0000001
C00001055,MEM0000004
C00001056,MEM0000002
C00001057,MEM0000002
C00001058,MEM0000002
C00001059,MEM0000003
C00001060,MEM0000003
C00001061,MEM0000001
C00001062,MEM0000003
C00001063,MEM0000003
C00001064,MEM0000001
C00001065,MEM0000003
C00001066,MEM0000001
C00001067,MEM0000003
C00001068,MEM0000001
C00001069,MEM0000004
C00001070,MEM0000001
C00001071,MEM0000003
C00001072,MEM0000004
C00001073,MEM0000004
C00001074,MEM0000001
C00001075,MEM0000003
C00001076,MEM0000004
C00001077,MEM0000003
C00001078,MEM0000004
C00001079,MEM0000003
C00001080,MEM0000003
C00001081,MEM0000001
C00001082,MEM0000002
C00001083,MEM0000002
C00001084,MEM0000004
C00001085,MEM0000002
C00001086,MEM0000004
C00001087,MEM0000004
C00001088,MEM0000004
C00001089,MEM0000001
C00001090,MEM0000002
C00001091,MEM0000004
C00001092,MEM0000002
C00001093,MEM0000004
C00001094,MEM0000001
C00001095,MEM0000003
C00001096,MEM0000004
C00001097,MEM0000004
C00001098,MEM0000004
C00001099,MEM0000001
C00001100,MEM0000002
C00001101,MEM0000004
C00001102,MEM0000004
C00001103,MEM0000001
C00001104,MEM0000004
C00001105,MEM0000004
C00001106,MEM0000004
C00001107,MEM0000001
C00001108,MEM0000002
C00001109,MEM0000001
C00001110,MEM0000003
C00001111,MEM0000002
C00001112,MEM0000004
C00001113,MEM0000004
C00001114,MEM0000004
C00001115,MEM0000004
C00001116,MEM0000003
C00001117,MEM0000003
C00001118,MEM0000004
C00001119,MEM0000003
C00001120,MEM0000003
C00001121,MEM0000003
C00001122,MEM0000001
C00001123,MEM0000002
C00001124,MEM0000002
C00001125,MEM0000004
C00001126,MEM0000001
C00001127,MEM0000003
C00001128,MEM0000002
C00001129,MEM0000004
C00001130,MEM0000001
C00001131,MEM0000002
C00001132,MEM0000004
C00001133,MEM0000003
C00001134,MEM0000001
C00001135,MEM0000003
C00001136,MEM0000004
C00001137,MEM0000003
C00001138,MEM0000002
C00001139,MEM0000003
C00001140,MEM0000003
C00001141,MEM0000001
C00001142,MEM0000002
C00001143,MEM0000002
C00001144,MEM0000003
C00001145,MEM0000001
C00001146,MEM0000001
C00001147,MEM0000004
C00001148,MEM0000004
C00001149,MEM0000004
C00001150,MEM0000003
C00001151,MEM0000003
C00001152,MEM0000002
C00001153,MEM0000004
C00001154,MEM0000001
C00001155,MEM0000004
C00001156,MEM0000003
C00001157,MEM0000001
C00001158,MEM0000002
C00001159,MEM0000002
C00001160,MEM0000001
C00001161,MEM0000004
C00001162,MEM0000002
C00001163,MEM0000003
C00001164,MEM0000004
