venta_id,producto_id,cantidad,precio
VE0009386,PR0000212,2,52
VE0027699,PR0000293,1,19
VE0002784,PR0000107,1,27
VE0008813,PR0000306,2,68
VE0087680,PR0000054,2,78
VE0083072,PR0000383,2,96
VE0071219,PR0000119,5,195
VE0094973,PR0000313,3,123
VE0094320,PR0000122,5,245
VE0019141,PR0000059,3,72
VE0028420,PR0000377,3,105
VE0070652,PR0000026,4,96
VE0015577,PR0000047,3,99
VE0019133,PR0000344,2,88
VE0027324,PR0000401,3,93
VE0019917,PR0000359,2,34
VE0047348,PR0000007,5,155
VE0094618,PR0000245,2,86
VE0038850,PR0000303,3,57
VE0028154,PR0000160,4,76
VE0067430,PR0000249,4,120
VE0060362,PR0000392,1,37
VE0091459,PR0000049,5,80
VE0091898,PR0000320,3,96
VE0032048,PR0000267,1,28
VE0041335,PR0000139,3,108
VE0042457,PR0000352,4,80
VE0058103,PR0000354,5,55
VE0066075,PR0000322,3,120
VE0058059,PR0000116,4,148
VE0062359,PR0000073,3,45
VE0072817,PR0000405,3,93
VE0044409,PR0000123,4,116
VE0070115,PR0000264,3,126
VE0011508,PR0000180,4,124
VE0036960,PR0000149,2,24
VE0033086,PR0000356,5,140
VE0079712,PR0000016,4,172
VE0029046,PR0000096,3,78
VE0072080,PR0000183,2,30
VE0067566,PR0000315,1,40
VE0096763,PR0000328,1,38
VE0024587,PR0000179,3,57
VE0001070,PR0000235,4,120
VE0016306,PR0000400,1,29
VE0076498,PR0000074,1,40
VE0027643,PR0000143,4,44
VE0092601,PR0000411,1,17
VE0073271,PR0000339,2,28
VE0021365,PR0000388,1,46
VE0038285,PR0000319,3,36
VE0048828,PR0000193,5,240
VE0032280,PR0000005,3,123
VE0047900,PR0000070,1,34
VE0063498,PR0000391,5,240
VE0088062,PR0000282,4,124
VE0075572,PR0000066,4,60
VE0048518,PR0000289,5,150
VE0077095,PR0000309,4,140
VE0072087,PR0000038,5,200
VE0093841,PR0000017,2,64
VE0079633,PR0000410,2,50
VE0024010,PR0000307,3,135
VE0008789,PR0000360,2,24
VE0012405,PR0000362,1,16
VE0052993,PR0000166,1,38
VE0024168,PR0000011,2,64
VE0030976,PR0000139,2,72
VE0006414,PR0000089,2,20
VE0093315,PR0000274,1,21
VE0077526,PR0000075,5,145
VE0043618,PR0000057,2,92
VE0057735,PR0000121,2,40
VE0091466,PR0000006,1,29
VE0054282,PR0000388,2,92
VE0014965,PR0000116,4,148
VE0062564,PR0000370,4,44
VE0036056,PR0000313,1,41
VE0083042,PR0000059,4,96
VE0091658,PR0000125,2,54
VE0038586,PR0000142,1,36
VE0089344,PR0000318,1,26
VE0019899,PR0000245,2,86
VE0081289,PR0000181,2,26
VE0044152,PR0000040,4,140
VE0095735,PR0000188,3,57
VE0096895,PR0000147,2,72
VE0040214,PR0000007,3,93
VE0065668,PR0000056,4,184
VE0023332,PR0000038,2,80
VE0021667,PR0000207,4,56
VE0052194,PR0000284,2,60
VE0087393,PR0000146,1,40
VE0089364,PR0000039,1,16
VE0013172,PR0000044,2,58
VE0057533,PR0000126,3,57
VE0060982,PR0000246,2,48
VE0080427,PR0000232,3,135
VE0082535,PR0000387,5,225
VE0082472,PR0000057,4,184
VE0052686,PR0000279,4,112
VE0078944,PR0000345,2,60
VE0075229,PR0000188,3,57
VE0037075,PR0000340,2,74
VE0094315,PR0000374,1,18
VE0075796,PR0000054,5,195
VE0014882,PR0000304,5,150
VE0048748,PR0000308,4,116
VE0034865,PR0000321,4,192
VE0083763,PR0000175,4,168
VE0020200,PR0000114,2,44
VE0009557,PR0000330,5,130
VE0075592,PR0000304,1,30
VE0025860,PR0000166,1,38
VE0041595,PR0000251,2,62
VE0014485,PR0000312,4,72
VE0062277,PR0000201,5,65
VE0081103,PR0000050,1,17
VE0057025,PR0000141,5,210
VE0072925,PR0000369,4,104
VE0048477,PR0000053,1,20
VE0045004,PR0000306,5,170
VE0022941,PR0000103,1,12
VE0045448,PR0000161,2,34
VE0034449,PR0000236,5,145
VE0042363,PR0000235,2,60
VE0083296,PR0000132,2,54
VE0024425,PR0000025,5,80
VE0030823,PR0000365,5,55
VE0037853,PR0000184,1,22
VE0040953,PR0000099,5,210
VE0084492,PR0000182,5,75
VE0065103,PR0000154,4,56
VE0055842,PR0000086,3,99
VE0048148,PR0000149,3,36
VE0030749,PR0000014,1,45
VE0057187,PR0000325,2,24
VE0010311,PR0000218,1,33
VE0014858,PR0000162,4,172
VE0009162,PR0000232,3,135
VE0066171,PR0000122,5,245
VE0081816,PR0000203,4,48
VE0067777,PR0000315,3,120
VE0088922,PR0000065,2,88
VE0082965,PR0000160,3,57
VE0093841,PR0000187,1,41
VE0056303,PR0000234,2,34
VE0053345,PR0000382,5,125
VE0052964,PR0000110,5,160
VE0048917,PR0000299,5,80
VE0041845,PR0000127,1,19
VE0047073,PR0000169,1,31
VE0092066,PR0000157,2,94
VE0004254,PR0000120,4,152
VE0012876,PR0000034,3,90
VE0034180,PR0000186,5,210
VE0009745,PR0000386,4,52
VE0060887,PR0000379,4,68
VE0070195,PR0000181,2,26
VE0060055,PR0000005,2,82
VE0084700,PR0000218,2,66
VE0087933,PR0000386,2,26
VE0058214,PR0000016,5,215
VE0096902,PR0000088,2,100
VE0069011,PR0000294,1,44
VE0069970,PR0000072,3,30
VE0070004,PR0000246,1,24
VE0023961,PR0000146,2,80
VE0036020,PR0000152,4,108
VE0090804,PR0000008,1,44
VE0022047,PR0000218,4,132
VE0016873,PR0000356,4,112
VE0003449,PR0000344,5,220
VE0009416,PR0000200,3,48
VE0037878,PR0000224,1,26
VE0030896,PR0000054,3,117
VE0038877,PR0000354,5,55
VE0065006,PR0000209,5,180
VE0071612,PR0000291,1,20
VE0061536,PR0000044,5,145
VE0026690,PR0000395,5,205
VE0003896,PR0000386,4,52
VE0084835,PR0000311,3,129
VE0058550,PR0000402,3,111
VE0045138,PR0000379,1,17
VE0074331,PR0000330,1,26
VE0041273,PR0000156,4,164
VE0047461,PR0000129,2,58
VE0040463,PR0000230,1,17
VE0088737,PR0000396,4,136
VE0049560,PR0000254,1,17
VE0057555,PR0000257,4,164
VE0090089,PR0000207,3,42
VE0059051,PR0000231,3,126
VE0008936,PR0000132,1,27
VE0034031,PR0000132,4,108
VE0038890,PR0000350,2,44
VE0069958,PR0000040,3,105
VE0040105,PR0000379,1,17
VE0018474,PR0000388,3,138
VE0008320,PR0000276,2,74
VE0010164,PR0000281,3,48
VE0012160,PR0000223,3,117
VE0029428,PR0000141,4,168
VE0091415,PR0000372,2,68
VE0013232,PR0000361,5,140
VE0087924,PR0000212,2,52
VE0014222,PR0000221,3,144
VE0093947,PR0000041,4,192
VE0078427,PR0000328,2,76
VE0069824,PR0000225,2,72
VE0028236,PR0000251,5,155
VE0047726,PR0000238,5,230
VE0031496,PR0000373,3,150
VE0080892,PR0000105,3,72
VE0014976,PR0000044,4,116
VE0089832,PR0000342,5,210
VE0016315,PR0000180,4,124
VE0006532,PR0000277,5,145
VE0014261,PR0000376,4,168
VE0057596,PR0000159,1,50
VE0044755,PR0000140,2,100
VE0028739,PR0000374,3,54
VE0070589,PR0000010,2,96
VE0019444,PR0000230,4,68
VE0090247,PR0000380,1,45
VE0007671,PR0000054,2,78
VE0031322,PR0000407,1,34
VE0084404,PR0000314,1,24
VE0042587,PR0000356,5,140
VE0044801,PR0000082,2,62
VE0056697,PR0000257,1,41
VE0008969,PR0000283,1,26
VE0097478,PR0000179,2,38
VE0040592,PR0000234,1,17
VE0032674,PR0000253,5,215
VE0033910,PR0000307,5,225
VE0080222,PR0000376,3,126
VE0099368,PR0000011,5,160
VE0030084,PR0000045,2,82
VE0030728,PR0000357,2,60
VE0069723,PR0000027,2,96
VE0097387,PR0000204,1,29
VE0040029,PR0000059,1,24
VE0039747,PR0000014,3,135
VE0003153,PR0000381,1,25
VE0019109,PR0000051,1,16
VE0053956,PR0000288,3,144
VE0089266,PR0000272,5,90
VE0092634,PR0000092,4,200
VE0020244,PR0000358,4,140
VE0095352,PR0000344,2,88
VE0098560,PR0000178,5,65
VE0084210,PR0000077,3,126
VE0076930,PR0000328,3,114
VE0036432,PR0000248,1,44
VE0050062,PR0000233,4,40
VE0001876,PR0000211,4,128
VE0022251,PR0000021,3,66
VE0007616,PR0000132,1,27
VE0050186,PR0000088,5,250
VE0095623,PR0000331,5,235
VE0045552,PR0000176,3,150
VE0051996,PR0000313,5,205
VE0093704,PR0000062,5,100
VE0035325,PR0000218,2,66
VE0021579,PR0000201,1,13
VE0052181,PR0000095,1,27
VE0056252,PR0000114,2,44
VE0061448,PR0000072,2,20
VE0068983,PR0000232,3,135
VE0013756,PR0000080,4,44
VE0030249,PR0000014,3,135
VE0053306,PR0000190,5,115
VE0068018,PR0000154,3,42
VE0012403,PR0000411,5,85
VE0067347,PR0000027,5,240
VE0081501,PR0000128,3,114
VE0094752,PR0000054,5,195
VE0043388,PR0000336,2,86
VE0050894,PR0000267,1,28
VE0043026,PR0000141,4,168
VE0001143,PR0000225,2,72
VE0035311,PR0000239,4,104
VE0043191,PR0000005,1,41
VE0011792,PR0000396,2,68
VE0063679,PR0000184,3,66
VE0046468,PR0000273,1,15
VE0011933,PR0000010,2,96
VE0052133,PR0000173,2,74
VE0009274,PR0000217,1,31
VE0092671,PR0000178,5,65
VE0082592,PR0000042,3,36
VE0044130,PR0000190,1,23
VE0072261,PR0000106,5,140
VE0061011,PR0000364,2,68
VE0022110,PR0000226,3,144
VE0039528,PR0000283,4,104
VE0050589,PR0000324,3,75
VE0048520,PR0000103,1,12
VE0029068,PR0000387,1,45
VE0049701,PR0000190,5,115
VE0098788,PR0000007,1,31
VE0037854,PR0000291,5,100
VE0054558,PR0000362,5,80
VE0080297,PR0000027,2,96
VE0005302,PR0000279,3,84
VE0068604,PR0000381,2,50
VE0097643,PR0000232,4,180
VE0020217,PR0000046,2,78
VE0028807,PR0000089,4,40
VE0055117,PR0000320,3,96
VE0057893,PR0000142,4,144
VE0071988,PR0000138,1,39
VE0059688,PR0000234,1,17
VE0037231,PR0000220,2,40
VE0059556,PR0000260,2,92
VE0008209,PR0000226,1,48
VE0080398,PR0000138,5,195
VE0029721,PR0000198,3,63
VE0032397,PR0000241,1,11
VE0000547,PR0000023,3,69
VE0032922,PR0000097,5,150
VE0045472,PR0000284,4,120
VE0016692,PR0000139,1,36
VE0000201,PR0000195,3,54
VE0051128,PR0000213,2,64
VE0084501,PR0000057,2,92
VE0053326,PR0000392,5,185
VE0000902,PR0000188,2,38
VE0057521,PR0000272,3,54
VE0016944,PR0000289,1,30
VE0011359,PR0000341,1,42
VE0091859,PR0000360,1,12
VE0099129,PR0000286,2,82
VE0055866,PR0000266,2,88
VE0082841,PR0000289,2,60
VE0048509,PR0000090,2,48
VE0057714,PR0000333,5,170
VE0063814,PR0000325,1,12
VE0001589,PR0000281,1,16
VE0091270,PR0000330,2,52
VE0094148,PR0000325,4,48
VE0019166,PR0000357,2,60
VE0043439,PR0000083,2,80
VE0066722,PR0000327,4,164
VE0040628,PR0000026,5,120
VE0089136,PR0000189,1,12
VE0016280,PR0000062,1,20
VE0076533,PR0000324,3,75
VE0016742,PR0000307,5,225
VE0032869,PR0000176,2,100
VE0072376,PR0000332,1,47
VE0029445,PR0000350,5,110
VE0058547,PR0000275,3,105
VE0026920,PR0000127,1,19
VE0063261,PR0000378,2,42
VE0086784,PR0000087,5,180
VE0092596,PR0000263,1,43
VE0073461,PR0000402,1,37
VE0084705,PR0000255,4,164
VE0092525,PR0000170,4,88
VE0079876,PR0000018,2,38
VE0090655,PR0000405,1,31
VE0075203,PR0000140,1,50
VE0089466,PR0000117,1,21
VE0071836,PR0000231,2,84
VE0005722,PR0000137,3,150
VE0047934,PR0000370,2,22
VE0052353,PR0000168,2,64
VE0041063,PR0000225,1,36
VE0041786,PR0000309,4,140
VE0010265,PR0000296,3,108
VE0045976,PR0000197,1,21
VE0059208,PR0000369,4,104
VE0012279,PR0000264,4,168
VE0057580,PR0000217,1,31
VE0002577,PR0000332,2,94
VE0024225,PR0000159,4,200
VE0089390,PR0000076,4,40
VE0035662,PR0000220,1,20
VE0006538,PR0000221,1,48
VE0092395,PR0000373,3,150
VE0077056,PR0000307,1,45
VE0021745,PR0000149,1,12
VE0048925,PR0000112,3,84
VE0018036,PR0000380,5,225
VE0040285,PR0000368,1,26
VE0020675,PR0000165,5,140
VE0055563,PR0000184,5,110
VE0050757,PR0000145,4,164
VE0037532,PR0000106,2,56
VE0070405,PR0000085,3,87
VE0028653,PR0000358,3,105
VE0074093,PR0000276,3,111
VE0044465,PR0000274,4,84
VE0098896,PR0000322,3,120
VE0073560,PR0000227,3,126
VE0076080,PR0000410,2,50
VE0059189,PR0000079,2,94
VE0032595,PR0000084,2,60
VE0012410,PR0000330,1,26
VE0011006,PR0000369,3,78
VE0089455,PR0000208,5,125
VE0058584,PR0000351,5,55
VE0022608,PR0000069,5,65
VE0064564,PR0000374,4,72
VE0085974,PR0000400,5,145
VE0026936,PR0000236,5,145
VE0025156,PR0000272,1,18
VE0003646,PR0000182,3,45
VE0006901,PR0000279,2,56
VE0026645,PR0000152,3,81
VE0047141,PR0000315,2,80
VE0089573,PR0000028,4,156
VE0041794,PR0000187,3,123
VE0000313,PR0000191,5,245
VE0072046,PR0000109,5,55
VE0034349,PR0000235,2,60
VE0041291,PR0000092,1,50
VE0078070,PR0000325,3,36
VE0088581,PR0000249,4,120
VE0002613,PR0000374,2,36
VE0011292,PR0000229,1,18
VE0019224,PR0000059,3,72
VE0078394,PR0000140,1,50
VE0077360,PR0000087,4,144
VE0042674,PR0000145,4,164
VE0031977,PR0000131,5,105
VE0026575,PR0000151,2,62
VE0065871,PR0000369,1,26
VE0079648,PR0000156,1,41
VE0028831,PR0000325,5,60
VE0018249,PR0000261,1,10
VE0017413,PR0000354,2,22
VE0007558,PR0000230,2,34
VE0018718,PR0000043,5,80
VE0096176,PR0000333,5,170
VE0064183,PR0000357,3,90
VE0021918,PR0000039,5,80
VE0067434,PR0000330,2,52
VE0000282,PR0000192,3,126
VE0039822,PR0000380,2,90
VE0051632,PR0000013,3,108
VE0033382,PR0000264,3,126
VE0002183,PR0000245,3,129
VE0008806,PR0000308,4,116
VE0067155,PR0000143,2,22
VE0037391,PR0000255,3,123
VE0000746,PR0000010,5,240
VE0090525,PR0000184,1,22
VE0015826,PR0000170,1,22
VE0065130,PR0000112,3,84
VE0038841,PR0000389,5,170
VE0024266,PR0000358,3,105
VE0085400,PR0000152,3,81
VE0016669,PR0000096,5,130
VE0081503,PR0000411,5,85
VE0028249,PR0000204,5,145
VE0099431,PR0000332,2,94
VE0037984,PR0000394,4,40
VE0056959,PR0000096,4,104
VE0032405,PR0000394,4,40
VE0099801,PR0000357,2,60
VE0080300,PR0000278,3,126
VE0095936,PR0000387,3,135
VE0081027,PR0000124,2,46
VE0026823,PR0000111,2,86
VE0053140,PR0000308,5,145
VE0098346,PR0000375,2,60
VE0087734,PR0000104,5,230
VE0028955,PR0000047,4,132
VE0077752,PR0000083,2,80
VE0065077,PR0000221,4,192
VE0018457,PR0000003,3,54
VE0031711,PR0000282,4,124
VE0062338,PR0000085,4,116
VE0067331,PR0000240,3,99
VE0055448,PR0000024,2,26
VE0080772,PR0000247,1,46
VE0074025,PR0000117,4,84
VE0004734,PR0000144,2,94
VE0034242,PR0000079,1,47
VE0089070,PR0000257,3,123
VE0060858,PR0000233,5,50
VE0012919,PR0000289,2,60
VE0050804,PR0000402,1,37
VE0025897,PR0000227,5,210
VE0071122,PR0000342,2,84
VE0031955,PR0000305,5,125
VE0099097,PR0000051,4,64
VE0018810,PR0000405,4,124
VE0007961,PR0000401,4,124
VE0092502,PR0000398,3,141
VE0099225,PR0000390,4,168
VE0069809,PR0000021,3,66
VE0050805,PR0000299,4,64
VE0054422,PR0000176,3,150
VE0012671,PR0000203,5,60
VE0069916,PR0000373,3,150
VE0042881,PR0000286,5,205
VE0080864,PR0000362,1,16
VE0052513,PR0000272,2,36
VE0070056,PR0000270,4,40
VE0075932,PR0000278,4,168
VE0068533,PR0000337,3,138
VE0001723,PR0000361,3,84
VE0034463,PR0000047,1,33
VE0047404,PR0000329,1,28
VE0045712,PR0000171,1,42
VE0097801,PR0000060,3,60
VE0017392,PR0000092,1,50
VE0005957,PR0000131,1,21
VE0066670,PR0000279,5,140
VE0087822,PR0000313,4,164
VE0002468,PR0000262,5,190
VE0032250,PR0000312,5,90
VE0027943,PR0000227,1,42
VE0090494,PR0000043,4,64
VE0025630,PR0000400,1,29
VE0016335,PR0000233,1,10
VE0044224,PR0000265,5,55
VE0036010,PR0000056,5,230
VE0020301,PR0000158,2,68
VE0013611,PR0000294,5,220
VE0073829,PR0000267,4,112
VE0088692,PR0000096,3,78
VE0034886,PR0000291,5,100
VE0031395,PR0000096,4,104
VE0031925,PR0000277,3,87
VE0064272,PR0000027,2,96
VE0020828,PR0000122,5,245
VE0017322,PR0000171,1,42
VE0072400,PR0000042,3,36
VE0065561,PR0000273,3,45
VE0039040,PR0000056,5,230
VE0087020,PR0000335,2,22
VE0052807,PR0000342,1,42
