venta_id,producto_id,cantidad,precio
VE0003420,PR0000157,5,130
VE0009344,PR0000068,5,105
VE0007995,PR0000268,1,20
VE0009365,PR0000009,4,160
VE0005293,PR0000270,4,76
VE0007635,PR0000007,3,87
VE0003094,PR0000331,1,34
VE0006859,PR0000196,1,39
VE0001706,PR0000315,1,20
VE0006642,PR0000374,1,19
VE0006539,PR0000081,4,56
VE0005490,PR0000413,1,49
VE0005818,PR0000151,5,230
VE0004332,PR0000155,2,62
VE0008600,PR0000312,1,14
VE0004424,PR0000143,3,147
VE0009767,PR0000396,4,48
VE0009863,PR0000065,1,28
VE0008165,PR0000340,2,86
VE0004661,PR0000337,1,20
VE0000911,PR0000247,4,92
VE0001063,PR0000073,4,104
VE0005143,PR0000376,2,82
VE0000666,PR0000183,3,102
VE0001749,PR0000134,2,60
VE0009556,PR0000206,5,185
VE0002272,PR0000169,2,56
VE0004971,PR0000066,5,235
VE0002364,PR0000064,3,114
VE0005165,PR0000138,4,92
VE0009347,PR0000252,4,112
VE0009747,PR0000327,1,15
VE0001883,PR0000054,1,27
VE0005024,PR0000007,4,116
VE0002549,PR0000038,5,55
VE0009723,PR0000218,5,165
VE0001216,PR0000196,4,156
VE0003165,PR0000108,5,225
VE0008905,PR0000025,4,100
VE0005042,PR0000155,5,155
VE0004614,PR0000375,5,185
VE0002820,PR0000132,1,34
VE0003229,PR0000039,3,42
VE0002831,PR0000341,5,100
VE0009971,PR0000009,3,120
VE0002853,PR0000276,1,44
VE0008678,PR0000131,2,86
VE0002616,PR0000145,2,34
VE0009532,PR0000326,4,192
VE0004256,PR0000131,1,43
VE0009976,PR0000377,4,144
VE0003919,PR0000354,5,155
VE0004924,PR0000054,1,27
VE0005854,PR0000015,1,19
VE0005897,PR0000119,2,94
VE0009692,PR0000268,5,100
VE0001126,PR0000216,4,100
VE0006491,PR0000215,1,22
VE0007607,PR0000284,1,33
VE0006518,PR0000366,3,150
VE0001648,PR0000388,1,29
VE0007358,PR0000156,4,148
VE0002579,PR0000076,2,52
VE0005978,PR0000033,1,36
VE0006139,PR0000024,3,93
VE0000783,PR0000137,4,44
VE0006836,PR0000070,5,110
VE0006785,PR0000407,3,48
VE0009991,PR0000210,3,117
VE0002902,PR0000151,4,184
VE0008739,PR0000356,4,52
VE0002117,PR0000331,2,68
VE0004966,PR0000396,4,48
VE0009795,PR0000216,5,125
VE0007874,PR0000032,4,112
VE0003034,PR0000318,1,20
VE0001052,PR0000325,5,225
VE0006537,PR0000042,2,92
VE0003319,PR0000265,2,32
VE0007812,PR0000374,1,19
VE0009386,PR0000300,1,42
VE0002839,PR0000012,2,74
VE0004480,PR0000348,5,70
VE0004141,PR0000256,3,66
VE0006343,PR0000384,2,78
VE0004002,PR0000003,1,45
VE0007557,PR0000306,4,156
VE0009752,PR0000093,2,94
VE0002809,PR0000280,3,129
VE0001127,PR0000071,5,80
VE0005040,PR0000224,4,180
VE0004096,PR0000414,4,144
VE0001238,PR0000130,1,14
VE0009294,PR0000129,5,240
VE0005494,PR0000001,3,117
VE0000742,PR0000258,4,72
VE0009428,PR0000054,1,27
VE0005454,PR0000319,4,88
VE0003852,PR0000141,2,86
VE0009719,PR0000148,4,164
VE0006849,PR0000308,4,48
VE0006207,PR0000283,4,48
VE0006852,PR0000017,3,123
VE0007957,PR0000070,4,88
VE0009905,PR0000253,3,54
VE0005395,PR0000107,3,30
VE0002201,PR0000060,5,220
VE0005411,PR0000134,4,120
VE0000408,PR0000261,5,235
VE0001577,PR0000025,3,75
VE0002663,PR0000095,5,245
VE0007949,PR0000396,5,60
VE0004056,PR0000099,4,172
VE0000207,PR0000401,4,176
VE0005880,PR0000349,3,129
VE0003113,PR0000251,1,42
VE0005143,PR0000185,3,129
VE0000984,PR0000202,5,200
VE0005769,PR0000342,3,114
VE0003145,PR0000025,5,125
VE0007209,PR0000125,5,220
VE0006420,PR0000238,2,70
VE0001134,PR0000119,5,235
VE0009716,PR0000141,1,43
VE0003512,PR0000254,3,48
VE0001124,PR0000354,3,93
VE0001056,PR0000099,3,129
VE0007951,PR0000230,1,12
VE0008356,PR0000261,4,188
VE0004822,PR0000322,3,129
VE0008829,PR0000190,4,48
VE0005993,PR0000306,5,195
VE0003131,PR0000043,4,104
VE0008185,PR0000349,1,43
VE0006640,PR0000045,3,135
VE0004320,PR0000196,1,39
VE0003101,PR0000158,4,200
VE0008325,PR0000016,5,200
VE0005548,PR0000102,2,100
VE0008695,PR0000301,4,184
VE0001321,PR0000045,5,225
VE0002840,PR0000128,1,37
VE0003894,PR0000099,4,172
VE0008834,PR0000407,5,80
VE0008022,PR0000171,1,29
VE0000050,PR0000075,1,24
VE0001237,PR0000316,1,47
VE0004063,PR0000037,5,235
VE0004509,PR0000058,5,210
VE0009367,PR0000207,5,190
VE0002899,PR0000359,2,84
VE0005314,PR0000298,3,30
VE0006876,PR0000041,5,160
VE0003849,PR0000224,4,180
VE0001794,PR0000278,3,63
VE0002591,PR0000277,1,48
VE0006439,PR0000005,5,205
VE0005053,PR0000371,2,46
VE0004965,PR0000225,3,66
VE0006041,PR0000224,3,135
VE0000242,PR0000098,4,160
VE0002186,PR0000309,4,96
VE0001402,PR0000022,3,78
VE0009371,PR0000260,3,108
VE0005539,PR0000146,5,95
VE0002682,PR0000292,4,160
VE0000357,PR0000203,1,46
VE0000855,PR0000206,5,185
VE0000347,PR0000272,5,215
VE0005431,PR0000141,4,172
VE0008211,PR0000345,3,57
VE0007870,PR0000322,2,86
VE0008961,PR0000347,4,184
VE0005090,PR0000214,1,45
VE0001886,PR0000110,3,54
VE0003391,PR0000341,4,80
VE0008099,PR0000005,2,82
VE0000291,PR0000340,4,172
VE0008063,PR0000370,3,30
VE0008517,PR0000168,3,72
VE0008284,PR0000036,1,39
VE0009089,PR0000393,3,120
VE0003684,PR0000306,1,39
VE0000613,PR0000400,2,80
VE0007183,PR0000262,4,148
VE0002696,PR0000119,2,94
VE0004233,PR0000146,1,19
VE0001040,PR0000258,5,90
VE0007415,PR0000408,3,84
VE0009833,PR0000057,2,34
VE0006877,PR0000140,4,152
VE0005493,PR0000371,5,115
VE0009145,PR0000212,4,72
VE0002223,PR0000119,3,141
VE0009674,PR0000376,4,164
VE0006980,PR0000204,2,100
VE0005777,PR0000073,1,26
VE0008782,PR0000295,2,68
VE0001628,PR0000065,1,28
VE0005572,PR0000223,4,80
VE0005326,PR0000183,3,102
VE0009699,PR0000231,4,200
VE0000053,PR0000386,1,10
VE0003249,PR0000229,5,215
VE0007791,PR0000308,1,12
VE0008199,PR0000313,3,138
VE0008885,PR0000104,2,88
VE0004090,PR0000295,3,102
VE0002890,PR0000258,4,72
VE0009103,PR0000358,5,200
VE0005087,PR0000099,3,129
VE0000057,PR0000056,1,14
VE0001173,PR0000069,1,48
VE0005090,PR0000322,5,215
VE0004137,PR0000315,2,40
VE0003904,PR0000341,3,60
VE0007281,PR0000155,2,62
VE0007872,PR0000409,3,123
VE0008919,PR0000164,5,145
VE0006215,PR0000167,2,70
VE0004392,PR0000375,5,185
VE0000921,PR0000079,3,99
VE0004327,PR0000281,3,123
VE0006758,PR0000102,3,150
VE0004351,PR0000398,5,195
VE0003247,PR0000362,1,46
VE0003083,PR0000069,4,192
VE0008641,PR0000234,3,114
VE0001034,PR0000210,2,78
VE0003685,PR0000116,1,20
VE0000722,PR0000104,4,176
VE0005151,PR0000343,1,12
VE0003167,PR0000396,1,12
VE0008633,PR0000393,5,200
VE0003101,PR0000382,2,70
VE0000095,PR0000255,1,21
VE0005346,PR0000330,2,58
VE0006468,PR0000026,4,128
VE0002249,PR0000023,5,50
VE0009844,PR0000101,3,93
VE0007267,PR0000143,2,98
VE0002004,PR0000149,1,40
VE0006839,PR0000010,3,69
VE0003233,PR0000210,1,39
VE0009536,PR0000131,4,172
VE0008495,PR0000345,2,38
VE0002904,PR0000284,3,99
VE0009245,PR0000026,3,96
VE0000143,PR0000145,1,17
VE0006246,PR0000317,3,147
VE0003674,PR0000206,3,111
VE0008041,PR0000341,4,80
VE0007229,PR0000133,4,200
VE0005035,PR0000132,4,136
VE0000070,PR0000365,5,75
VE0004962,PR0000374,1,19
VE0004931,PR0000326,3,144
VE0009985,PR0000072,5,190
VE0008133,PR0000259,2,82
VE0006614,PR0000012,5,185
VE0000462,PR0000328,5,135
VE0003778,PR0000091,1,14
VE0004047,PR0000023,3,30
VE0005315,PR0000224,3,135
VE0007092,PR0000298,3,30
VE0008942,PR0000321,5,195
VE0001401,PR0000034,3,117
VE0009162,PR0000036,1,39
VE0004006,PR0000297,2,94
VE0006043,PR0000223,4,80
VE0009482,PR0000236,1,23
VE0006510,PR0000194,4,200
VE0002596,PR0000001,4,156
VE0007355,PR0000193,4,104
VE0003040,PR0000036,1,39
VE0004560,PR0000327,1,15
VE0006462,PR0000070,3,66
VE0000069,PR0000155,1,31
VE0001177,PR0000169,5,140
VE0006203,PR0000084,5,220
VE0002973,PR0000110,3,54
VE0006021,PR0000240,2,64
VE0002254,PR0000212,5,90
VE0005854,PR0000371,2,46
VE0004198,PR0000218,2,66
VE0000902,PR0000126,2,44
VE0009844,PR0000131,2,86
VE0002437,PR0000168,1,24
VE0001354,PR0000385,3,120
VE0007777,PR0000030,5,190
VE0007885,PR0000016,1,40
VE0003051,PR0000012,5,185
VE0008424,PR0000094,1,42
VE0009428,PR0000327,2,30
VE0007323,PR0000075,1,24
VE0005938,PR0000017,2,82
VE0002212,PR0000264,5,135
VE0006547,PR0000331,5,170
VE0002386,PR0000131,5,215
VE0007929,PR0000094,1,42
VE0005838,PR0000346,5,85
VE0002032,PR0000377,3,108
VE0001537,PR0000325,1,45
VE0009678,PR0000314,3,36
VE0008721,PR0000015,2,38
VE0001612,PR0000049,2,32
VE0006825,PR0000340,2,86
VE0004724,PR0000107,5,50
VE0003183,PR0000299,4,136
VE0004646,PR0000379,3,90
VE0002181,PR0000086,2,30
VE0007460,PR0000341,4,80
VE0009682,PR0000301,4,184
VE0003578,PR0000042,1,46
VE0003780,PR0000348,1,14
VE0008123,PR0000215,4,88
VE0004412,PR0000403,2,92
VE0002487,PR0000358,3,120
VE0002250,PR0000161,2,58
VE0008712,PR0000051,1,30
VE0005109,PR0000184,2,24
VE0006340,PR0000278,2,42
VE0005686,PR0000155,5,155
VE0003618,PR0000292,2,80
VE0008345,PR0000162,2,62
VE0000928,PR0000184,3,36
VE0009621,PR0000034,2,78
VE0009081,PR0000337,3,60
VE0009956,PR0000248,1,13
VE0001295,PR0000401,3,132
VE0001388,PR0000283,3,36
VE0000237,PR0000331,2,68
VE0008230,PR0000261,4,188
VE0005179,PR0000217,5,70
VE0007455,PR0000328,4,108
VE0003924,PR0000260,2,72
VE0009430,PR0000121,2,52
VE0009023,PR0000305,5,165
VE0004857,PR0000260,2,72
VE0005203,PR0000263,4,112
VE0003606,PR0000048,4,188
VE0002503,PR0000089,5,145
VE0008304,PR0000357,4,112
VE0004459,PR0000216,5,125
VE0009984,PR0000331,2,68
VE0005240,PR0000224,4,180
VE0000633,PR0000270,4,76
VE0005212,PR0000299,4,136
VE0000312,PR0000047,2,50
VE0009519,PR0000108,4,180
VE0000586,PR0000361,4,52
VE0000555,PR0000404,3,105
VE0001177,PR0000042,1,46
VE0000868,PR0000121,1,26
VE0009950,PR0000265,1,16
VE0005627,PR0000093,5,235
VE0000469,PR0000154,3,33
VE0009238,PR0000193,1,26
VE0000370,PR0000230,2,24
VE0003527,PR0000185,5,215
VE0000489,PR0000262,2,74
VE0007924,PR0000277,1,48
VE0006663,PR0000184,4,48
VE0008659,PR0000340,3,129
VE0001283,PR0000396,2,24
VE0009669,PR0000301,4,184
VE0005976,PR0000119,1,47
VE0005341,PR0000129,3,144
VE0000736,PR0000328,3,81
VE0004512,PR0000320,4,148
VE0005373,PR0000196,4,156
VE0009692,PR0000133,4,200
VE0008581,PR0000183,3,102
VE0000767,PR0000372,5,115
VE0003936,PR0000293,1,24
VE0006053,PR0000294,3,123
VE0003457,PR0000196,2,78
VE0007897,PR0000094,5,210
VE0005980,PR0000299,4,136
VE0001550,PR0000360,4,200
VE0001282,PR0000184,4,48
VE0009182,PR0000186,5,55
VE0002141,PR0000221,4,164
VE0002642,PR0000184,1,12
VE0009266,PR0000269,3,90
VE0002481,PR0000057,4,68
VE0007074,PR0000131,3,129
VE0007007,PR0000238,5,175
VE0002022,PR0000282,1,26
VE0001533,PR0000034,1,39
VE0000511,PR0000108,5,225
VE0006788,PR0000412,3,96
VE0007184,PR0000261,4,188
VE0007416,PR0000225,3,66
VE0007197,PR0000002,2,56
VE0002756,PR0000225,4,88
VE0004775,PR0000390,4,84
VE0003277,PR0000020,2,34
VE0009586,PR0000067,3,51
VE0009948,PR0000330,4,116
VE0001192,PR0000336,3,81
VE0008111,PR0000270,1,19
VE0004720,PR0000232,2,74
VE0009613,PR0000169,1,28
VE0002428,PR0000380,4,144
VE0009001,PR0000399,5,165
VE0003420,PR0000085,2,40
VE0001865,PR0000074,2,62
VE0001119,PR0000283,3,36
VE0008138,PR0000359,2,84
VE0005826,PR0000199,3,96
VE0000733,PR0000104,3,132
VE0002632,PR0000160,4,100
VE0004248,PR0000287,5,250
VE0000548,PR0000207,2,76
VE0007834,PR0000372,2,46
VE0005855,PR0000246,3,84
VE0003809,PR0000218,3,99
VE0003251,PR0000411,2,76
VE0003807,PR0000406,4,56
VE0002335,PR0000243,2,28
VE0008492,PR0000076,1,26
VE0009562,PR0000173,5,240
VE0003113,PR0000348,3,42
VE0007493,PR0000243,3,42
VE0006794,PR0000414,3,108
VE0004863,PR0000414,3,108
VE0007519,PR0000155,2,62
VE0002601,PR0000149,3,120
VE0001689,PR0000066,2,94
VE0004839,PR0000035,4,76
VE0006623,PR0000225,2,44
VE0002700,PR0000391,5,215
VE0000179,PR0000337,1,20
VE0000535,PR0000207,1,38
VE0001015,PR0000404,4,140
VE0003834,PR0000111,4,176
VE0008100,PR0000239,4,136
VE0001314,PR0000353,1,41
VE0005640,PR0000241,5,190
VE0000823,PR0000179,1,25
VE0006667,PR0000286,4,144
VE0003179,PR0000145,2,34
VE0002465,PR0000414,3,108
VE0000348,PR0000144,1,43
VE0009386,PR0000326,1,48
VE0004638,PR0000154,1,11
VE0002250,PR0000119,5,235
VE0004685,PR0000337,1,20
VE0002312,PR0000183,1,34
VE0005916,PR0000019,4,184
VE0006901,PR0000359,3,126
VE0006683,PR0000082,5,135
VE0000675,PR0000168,5,120
VE0009393,PR0000096,5,160
VE0001325,PR0000167,5,175
VE0008374,PR0000168,2,48
VE0008013,PR0000300,1,42
VE0009991,PR0000270,3,57
VE0008577,PR0000161,3,87
VE0003742,PR0000408,4,112
VE0006531,PR0000356,5,65
VE0008335,PR0000152,4,116
VE0005490,PR0000167,5,175
VE0008124,PR0000235,5,105
VE0009450,PR0000224,3,135
VE0002851,PR0000235,5,105
VE0007460,PR0000148,3,123
VE0004311,PR0000206,1,37
VE0003521,PR0000049,4,64
VE0005337,PR0000093,1,47
VE0008273,PR0000303,5,205
VE0007528,PR0000279,3,108
VE0009665,PR0000312,3,42
VE0009074,PR0000312,5,70
VE0005772,PR0000317,2,98
VE0000409,PR0000049,5,80
VE0007575,PR0000193,3,78
VE0008857,PR0000335,5,95
VE0001313,PR0000378,1,48
VE0006378,PR0000286,3,108
VE0008065,PR0000046,4,84
VE0004209,PR0000156,2,74
VE0006944,PR0000325,1,45
VE0004553,PR0000301,4,184
VE0003575,PR0000370,1,10
VE0005759,PR0000118,3,111
VE0000824,PR0000082,1,27
VE0005370,PR0000281,2,82
VE0000819,PR0000296,3,75
VE0007464,PR0000323,4,80
VE0008665,PR0000102,3,150
VE0001799,PR0000360,4,200
VE0004601,PR0000054,1,27
VE0007078,PR0000138,2,46
VE0001118,PR0000384,1,39
VE0004114,PR0000036,2,78
VE0006656,PR0000335,1,19
VE0001457,PR0000005,3,123
VE0009480,PR0000161,1,29
VE0004854,PR0000054,4,108
VE0002080,PR0000379,2,60
VE0003956,PR0000378,2,96
VE0001521,PR0000402,3,132
VE0008953,PR0000377,4,144
