id,venta_id
EN0000224,VE0007606
EN0000225,VE0005247
EN0000226,VE0005771
EN0000227,VE0002022
EN0000228,VE0001379
EN0000229,VE0007130
EN0000230,VE0007866
EN0000231,VE0001065
EN0000232,VE0002546
EN0000233,VE0000566
EN0000234,VE0002808
EN0000235,VE0003276
EN0000236,VE0000933
EN0000237,VE0009370
EN0000238,VE0001357
EN0000239,VE0006551
EN0000240,VE0003439
EN0000241,VE0004586
EN0000242,VE0006738
EN0000243,VE0003242
EN0000244,VE0008770
EN0000245,VE0008255
EN0000246,VE0009305
EN0000247,VE0009995
EN0000248,VE0000741
EN0000249,VE0003642
EN0000250,VE0000461
EN0000251,VE0002117
EN0000252,VE0007774
EN0000253,VE0006924
EN0000254,VE0001141
EN0000255,VE0008684
EN0000256,VE0008862
EN0000257,VE0008150
EN0000258,VE0006385
EN0000259,VE0006875
EN0000260,VE0003401
EN0000261,VE0006216
EN0000262,VE0009630
EN0000263,VE0002833
EN0000264,VE0000150
EN0000265,VE0003888
EN0000266,VE0008577
EN0000267,VE0009411
EN0000268,VE0006279
EN0000269,VE0009704
EN0000270,VE0000604
EN0000271,VE0003938
EN0000272,VE0002084
EN0000273,VE0007423
EN0000274,VE0001918
EN0000275,VE0003512
EN0000276,VE0002915
EN0000277,VE0007398
EN0000278,VE0001914
EN0000279,VE0009935
EN0000280,VE0006853
EN0000281,VE0002409
EN0000282,VE0009564
EN0000283,VE0003282
EN0000284,VE0003507
EN0000285,VE0007169
EN0000286,VE0003816
EN0000287,VE0007421
EN0000288,VE0002149
EN0000289,VE0008407
EN0000290,VE0002137
EN0000291,VE0000135
EN0000292,VE0006403
EN0000293,VE0001588
EN0000294,VE0001099
EN0000295,VE0009935
EN0000296,VE0001867
EN0000297,VE0008371
EN0000298,VE0000616
EN0000299,VE0002938
EN0000300,VE0001794
EN0000301,VE0008267
EN0000302,VE0002703
EN0000303,VE0004829
EN0000304,VE0007071
EN0000305,VE0008931
EN0000306,VE0000590
EN0000307,VE0001679
EN0000308,VE0000471
EN0000309,VE0009938
EN0000310,VE0000310
EN0000311,VE0005124
EN0000312,VE0004944
EN0000313,VE0007914
EN0000314,VE0008455
EN0000315,VE0009182
EN0000316,VE0007424
EN0000317,VE0002187
EN0000318,VE0009748
EN0000319,VE0007835
EN0000320,VE0005852
EN0000321,VE0004177
EN0000322,VE0005721
EN0000323,VE0000855
EN0000324,VE0004569
EN0000325,VE0009057
EN0000326,VE0007714
EN0000327,VE0005587
EN0000328,VE0007982
EN0000329,VE0008393
EN0000330,VE0005785
EN0000331,VE0002669
EN0000332,VE0005259
EN0000333,VE0000848
EN0000334,VE0006986
EN0000335,VE0002430
EN0000336,VE0000321
EN0000337,VE0002793
EN0000338,VE0005238
EN0000339,VE0007156
EN0000340,VE0008071
EN0000341,VE0007308
EN0000342,VE0009261
EN0000343,VE0008454
EN0000344,VE0004511
EN0000345,VE0008767
EN0000346,VE0007725
EN0000347,VE0007019
EN0000348,VE0007432
EN0000349,VE0004580
EN0000350,VE0002476
EN0000351,VE0007153
EN0000352,VE0006613
EN0000353,VE0000359
EN0000354,VE0001476
EN0000355,VE0000295
EN0000356,VE0006715
EN0000357,VE0003322
EN0000358,VE0009016
EN0000359,VE0006539
EN0000360,VE0009077
EN0000361,VE0005711
EN0000362,VE0004562
EN0000363,VE0001708
EN0000364,VE0002347
EN0000365,VE0009603
EN0000366,VE0000044
EN0000367,VE0005703
EN0000368,VE0006923
EN0000369,VE0006176
EN0000370,VE0004132
EN0000371,VE0004723
EN0000372,VE0004020
EN0000373,VE0004086
EN0000374,VE0002225
EN0000375,VE0003008
EN0000376,VE0008544
EN0000377,VE0003546
EN0000378,VE0009489
EN0000379,VE0007768
EN0000380,VE0009464
EN0000381,VE0008866
EN0000382,VE0003979
EN0000383,VE0001415
EN0000384,VE0004344
EN0000385,VE0003706
EN0000386,VE0008101
EN0000387,VE0001658
EN0000388,VE0007649
EN0000389,VE0003430
EN0000390,VE0007452
EN0000391,VE0002883
EN0000392,VE0009204
EN0000393,VE0003933
EN0000394,VE0005248
EN0000395,VE0007808
EN0000396,VE0002592
EN0000397,VE0001327
EN0000398,VE0005431
EN0000399,VE0002022
EN0000400,VE0002599
EN0000401,VE0009398
EN0000402,VE0000528
EN0000403,VE0009310
EN0000404,VE0001787
EN0000405,VE0000450
EN0000406,VE0009937
EN0000407,VE0003973
EN0000408,VE0002718
EN0000409,VE0006708
EN0000410,VE0002787
EN0000411,VE0006264
EN0000412,VE0005664
EN0000413,VE0008912
EN0000414,VE0003606
EN0000415,VE0009526
EN0000416,VE0006371
EN0000417,VE0007151
EN0000418,VE0002112
EN0000419,VE0000137
EN0000420,VE0002401
EN0000421,VE0001117
EN0000422,VE0001751
EN0000423,VE0000052
EN0000424,VE0004662
EN0000425,VE0009255
EN0000426,VE0008275
EN0000427,VE0008846
EN0000428,VE0005534
EN0000429,VE0008426
EN0000430,VE0002435
EN0000431,VE0007093
EN0000432,VE0001729
EN0000433,VE0005265
EN0000434,VE0001724
EN0000435,VE0009759
EN0000436,VE0002767
EN0000437,VE0003010
EN0000438,VE0002157
EN0000439,VE0009046
EN0000440,VE0006662
EN0000441,VE0006479
EN0000442,VE0007152
EN0000443,VE0004632
EN0000444,VE0001529
EN0000445,VE0004351
EN0000446,VE0008606
EN0000447,VE0004009
EN0000448,VE0008499
EN0000449,VE0008224
EN0000450,VE0000758
EN0000451,VE0000683
EN0000452,VE0009307
EN0000453,VE0008098
EN0000454,VE0009996
EN0000455,VE0003005
EN0000456,VE0007838
EN0000457,VE0001539
EN0000458,VE0002244
EN0000459,VE0002572
EN0000460,VE0005289
EN0000461,VE0007695
EN0000462,VE0001275
EN0000463,VE0008429
EN0000464,VE0005810
EN0000465,VE0000929
EN0000466,VE0002969
EN0000467,VE0005041
EN0000468,VE0006734
EN0000469,VE0007025
EN0000470,VE0008927
EN0000471,VE0000528
EN0000472,VE0002576
EN0000473,VE0001391
EN0000474,VE0002115
EN0000475,VE0009198
EN0000476,VE0003856
EN0000477,VE0008378
EN0000478,VE0009366
EN0000479,VE0004150
EN0000480,VE0003737
EN0000481,VE0004369
EN0000482,VE0008740
EN0000483,VE0001844
EN0000484,VE0001045
EN0000485,VE0003910
EN0000486,VE0005547
EN0000487,VE0006449
EN0000488,VE0003530
EN0000489,VE0009642
EN0000490,VE0007353
EN0000491,VE0005354
EN0000492,VE0007645
EN0000493,VE0000092
EN0000494,VE0004149
EN0000495,VE0005241
EN0000496,VE0006077
EN0000497,VE0000539
EN0000498,VE0008642
EN0000499,VE0000110
EN0000500,VE0004287
EN0000501,VE0004080
EN0000502,VE0007839
EN0000503,VE0003344
EN0000504,VE0000522
EN0000505,VE0002213
EN0000506,VE0007411
EN0000507,VE0002452
EN0000508,VE0003479
EN0000509,VE0006835
EN0000510,VE0008660
EN0000511,VE0007044
EN0000512,VE0000624
EN0000513,VE0003220
EN0000514,VE0006766
EN0000515,VE0002304
EN0000516,VE0009459
EN0000517,VE0008068
EN0000518,VE0007063
EN0000519,VE0001542
EN0000520,VE0003471
EN0000521,VE0001836
EN0000522,VE0005937
EN0000523,VE0009027
EN0000524,VE0000157
EN0000525,VE0001973
EN0000526,VE0001910
EN0000527,VE0008086
EN0000528,VE0000517
EN0000529,VE0002534
EN0000530,VE0009830
EN0000531,VE0006968
EN0000532,VE0000013
EN0000533,VE0005546
EN0000534,VE0009863
EN0000535,VE0004171
EN0000536,VE0004881
EN0000537,VE0005996
EN0000538,VE0006442
EN0000539,VE0001826
EN0000540,VE0002170
EN0000541,VE0001890
EN0000542,VE0000528
EN0000543,VE0000402
EN0000544,VE0006242
EN0000545,VE0003339
EN0000546,VE0007333
EN0000547,VE0000919
EN0000548,VE0006389
EN0000549,VE0002370
EN0000550,VE0003416
EN0000551,VE0002682
EN0000552,VE0005361
EN0000553,VE0002003
EN0000554,VE0009493
EN0000555,VE0000702
EN0000556,VE0006853
EN0000557,VE0008435
EN0000558,VE0009995
EN0000559,VE0005960
EN0000560,VE0001432
EN0000561,VE0002237
EN0000562,VE0007236
EN0000563,VE0002736
EN0000564,VE0008229
EN0000565,VE0000226
EN0000566,VE0005380
EN0000567,VE0001688
EN0000568,VE0008691
EN0000569,VE0005528
EN0000570,VE0000189
EN0000571,VE0000218
EN0000572,VE0009425
EN0000573,VE0001887
EN0000574,VE0006844
EN0000575,VE0006494
EN0000576,VE0000642
EN0000577,VE0004599
EN0000578,VE0001711
EN0000579,VE0004571
EN0000580,VE0007683
EN0000581,VE0009807
EN0000582,VE0008140
EN0000583,VE0001690
EN0000584,VE0002308
EN0000585,VE0006893
EN0000586,VE0001012
EN0000587,VE0003278
EN0000588,VE0009624
EN0000589,VE0005100
EN0000590,VE0002735
EN0000591,VE0003846
EN0000592,VE0005427
EN0000593,VE0000264
EN0000594,VE0002859
EN0000595,VE0008646
EN0000596,VE0008369
EN0000597,VE0004553
EN0000598,VE0001561
EN0000599,VE0000201
EN0000600,VE0008987
EN0000601,VE0004050
EN0000602,VE0009563
EN0000603,VE0003924
EN0000604,VE0006318
EN0000605,VE0002978
EN0000606,VE0007809
EN0000607,VE0008266
EN0000608,VE0008788
EN0000609,VE0007690
EN0000610,VE0006858
EN0000611,VE0001192
EN0000612,VE0009842
EN0000613,VE0001267
EN0000614,VE0001141
EN0000615,VE0006661
EN0000616,VE0005891
EN0000617,VE0000651
EN0000618,VE0007117
EN0000619,VE0003865
EN0000620,VE0004288
EN0000621,VE0008504
EN0000622,VE0001097
EN0000623,VE0002985
EN0000624,VE0007150
EN0000625,VE0001803
EN0000626,VE0001393
EN0000627,VE0009561
EN0000628,VE0002397
EN0000629,VE0003196
EN0000630,VE0005228
EN0000631,VE0009886
EN0000632,VE0008419
EN0000633,VE0009296
EN0000634,VE0007384
EN0000635,VE0006826
EN0000636,VE0002578
EN0000637,VE0007790
EN0000638,VE0004707
EN0000639,VE0000220
EN0000640,VE0006081
EN0000641,VE0008246
EN0000642,VE0003224
EN0000643,VE0006133
EN0000644,VE0007374
EN0000645,VE0005736
EN0000646,VE0004747
EN0000647,VE0001749
EN0000648,VE0008082
EN0000649,VE0001540
EN0000650,VE0009102
EN0000651,VE0001564
EN0000652,VE0000513
EN0000653,VE0007709
EN0000654,VE0004142
EN0000655,VE0007032
EN0000656,VE0001557
EN0000657,VE0007399
EN0000658,VE0009320
EN0000659,VE0005561
EN0000660,VE0004507
EN0000661,VE0009207
EN0000662,VE0008160
EN0000663,VE0001098
EN0000664,VE0001030
EN0000665,VE0004861
EN0000666,VE0003621
EN0000667,VE0007037
EN0000668,VE0001876
EN0000669,VE0004218
EN0000670,VE0005384
EN0000671,VE0000035
EN0000672,VE0003314
EN0000673,VE0002984
EN0000674,VE0005233
EN0000675,VE0005448
EN0000676,VE0005260
EN0000677,VE0009919
EN0000678,VE0004541
EN0000679,VE0004838
EN0000680,VE0005118
EN0000681,VE0000820
EN0000682,VE0000521
EN0000683,VE0008043
EN0000684,VE0001085
EN0000685,VE0009705
EN0000686,VE0009635
EN0000687,VE0001954
EN0000688,VE0009496
EN0000689,VE0003529
EN0000690,VE0001967
EN0000691,VE0001702
EN0000692,VE0006999
EN0000693,VE0002648
EN0000694,VE0003611
EN0000695,VE0009113
EN0000696,VE0006868
EN0000697,VE0007927
EN0000698,VE0009168
EN0000699,VE0004989
EN0000700,VE0006835
EN0000701,VE0009768
EN0000702,VE0008492
EN0000703,VE0005317
EN0000704,VE0008978
EN0000705,VE0007783
EN0000706,VE0002206
EN0000707,VE0002119
EN0000708,VE0000778
EN0000709,VE0005692
EN0000710,VE0005505
EN0000711,VE0001324
EN0000712,VE0004861
EN0000713,VE0006166
EN0000714,VE0001275
EN0000715,VE0000353
EN0000716,VE0002152
EN0000717,VE0001674
EN0000718,VE0000541
EN0000719,VE0002291
EN0000720,VE0002070
EN0000721,VE0007360
EN0000722,VE0009850
EN0000723,VE0005974
EN0000724,VE0004567
EN0000725,VE0005684
EN0000726,VE0009899
EN0000727,VE0007334
EN0000728,VE0009384
EN0000729,VE0007072
EN0000730,VE0005685
EN0000731,VE0005103
EN0000732,VE0005550
EN0000733,VE0006621
EN0000734,VE0000188
EN0000735,VE0007357
EN0000736,VE0009305
EN0000737,VE0003239
EN0000738,VE0002503
EN0000739,VE0002301
EN0000740,VE0003917
EN0000741,VE0006482
EN0000742,VE0003259
EN0000743,VE0003383
EN0000744,VE0004490
EN0000745,VE0008437
EN0000746,VE0003499
EN0000747,VE0004604
EN0000748,VE0009027
EN0000749,VE0003603
EN0000750,VE0003595
EN0000751,VE0003168
EN0000752,VE0004560
EN0000753,VE0004126
EN0000754,VE0005650
EN0000755,VE0008868
EN0000756,VE0006847
EN0000757,VE0006297
EN0000758,VE0002655
EN0000759,VE0007073
EN0000760,VE0005321
EN0000761,VE0007371
EN0000762,VE0009381
EN0000763,VE0001645
EN0000764,VE0003202
EN0000765,VE0008886
EN0000766,VE0007635
EN0000767,VE0008431
EN0000768,VE0008498
EN0000769,VE0005082
EN0000770,VE0009350
EN0000771,VE0009505
EN0000772,VE0009718
EN0000773,VE0002862
EN0000774,VE0003024
EN0000775,VE0001293
EN0000776,VE0009943
EN0000777,VE0000675
EN0000778,VE0008470
EN0000779,VE0002007
EN0000780,VE0003189
EN0000781,VE0002344
EN0000782,VE0004352
EN0000783,VE0007625
EN0000784,VE0005894
EN0000785,VE0004578
EN0000786,VE0006544
EN0000787,VE0006910
EN0000788,VE0006240
EN0000789,VE0002520
EN0000790,VE0005859
EN0000791,VE0004791
EN0000792,VE0004122
EN0000793,VE0008875
EN0000794,VE0006929
EN0000795,VE0002779
EN0000796,VE0005524
EN0000797,VE0009599
EN0000798,VE0003274
EN0000799,VE0001596
EN0000800,VE0002438
EN0000801,VE0005804
EN0000802,VE0005925
EN0000803,VE0003985
EN0000804,VE0001907
EN0000805,VE0001990
EN0000806,VE0004104
EN0000807,VE0005324
EN0000808,VE0009538
EN0000809,VE0001371
EN0000810,VE0000517
EN0000811,VE0002862
EN0000812,VE0006863
EN0000813,VE0009485
EN0000814,VE0002108
EN0000815,VE0009456
EN0000816,VE0009566
EN0000817,VE0003420
EN0000818,VE0007465
EN0000819,VE0002396
EN0000820,VE0005985
EN0000821,VE0001142
EN0000822,VE0005592
EN0000823,VE0005241
EN0000824,VE0009872
EN0000825,VE0007251
EN0000826,VE0008647
EN0000827,VE0004122
EN0000828,VE0000119
EN0000829,VE0000328
EN0000830,VE0005743
EN0000831,VE0002908
EN0000832,VE0000333
EN0000833,VE0005488
EN0000834,VE0005913
EN0000835,VE0008977
EN0000836,VE0009934
EN0000837,VE0005166
EN0000838,VE0009534
EN0000839,VE0008535
EN0000840,VE0004045
EN0000841,VE0009818
EN0000842,VE0004029
EN0000843,VE0007568
EN0000844,VE0003458
EN0000845,VE0005148
EN0000846,VE0007196
EN0000847,VE0001778
EN0000848,VE0009437
EN0000849,VE0008570
EN0000850,VE0008869
EN0000851,VE0006216
EN0000852,VE0003207
EN0000853,VE0001873
EN0000854,VE0004539
EN0000855,VE0001261
EN0000856,VE0000619
EN0000857,VE0003715
EN0000858,VE0003984
EN0000859,VE0008137
EN0000860,VE0003186
EN0000861,VE0001785
EN0000862,VE0004247
EN0000863,VE0007789
EN0000864,VE0007302
EN0000865,VE0006912
EN0000866,VE0002568
EN0000867,VE0000306
EN0000868,VE0000423
EN0000869,VE0007630
EN0000870,VE0004776
EN0000871,VE0007021
EN0000872,VE0004833
EN0000873,VE0005628
EN0000874,VE0003027
EN0000875,VE0003780
EN0000876,VE0005244
EN0000877,VE0003303
EN0000878,VE0007512
EN0000879,VE0007883
EN0000880,VE0003335
EN0000881,VE0001280
EN0000882,VE0002600
EN0000883,VE0009170
EN0000884,VE0004231
EN0000885,VE0008294
EN0000886,VE0000819
EN0000887,VE0000777
EN0000888,VE0008519
EN0000889,VE0002730
EN0000890,VE0009581
EN0000891,VE0002505
EN0000892,VE0003073
EN0000893,VE0005982
EN0000894,VE0004008
EN0000895,VE0003891
EN0000896,VE0009934
EN0000897,VE0005792
EN0000898,VE0005443
EN0000899,VE0002215
EN0000900,VE0003610
EN0000901,VE0009826
EN0000902,VE0004880
EN0000903,VE0003107
EN0000904,VE0002552
EN0000905,VE0003357
EN0000906,VE0005389
EN0000907,VE0003876
EN0000908,VE0001212
EN0000909,VE0008749
EN0000910,VE0005287
EN0000911,VE0002666
EN0000912,VE0006372
EN0000913,VE0009146
EN0000914,VE0004484
EN0000915,VE0003259
EN0000916,VE0006239
EN0000917,VE0007025
EN0000918,VE0006829
EN0000919,VE0009144
EN0000920,VE0003097
EN0000921,VE0009137
EN0000922,VE0007680
EN0000923,VE0001473
EN0000924,VE0004454
EN0000925,VE0005160
EN0000926,VE0008175
EN0000927,VE0006761
EN0000928,VE0003381
EN0000929,VE0006478
EN0000930,VE0004727
EN0000931,VE0002931
EN0000932,VE0004457
EN0000933,VE0008213
EN0000934,VE0007597
EN0000935,VE0007374
EN0000936,VE0007595
EN0000937,VE0008665
EN0000938,VE0006946
EN0000939,VE0002258
EN0000940,VE0000814
EN0000941,VE0004964
EN0000942,VE0005617
EN0000943,VE0008589
EN0000944,VE0002509
EN0000945,VE0000972
EN0000946,VE0003377
EN0000947,VE0001286
EN0000948,VE0003748
EN0000949,VE0009891
EN0000950,VE0007359
EN0000951,VE0002608
EN0000952,VE0009165
EN0000953,VE0008960
EN0000954,VE0005856
EN0000955,VE0007349
EN0000956,VE0005252
EN0000957,VE0008526
EN0000958,VE0006033
EN0000959,VE0005654
EN0000960,VE0006889
EN0000961,VE0000384
EN0000962,VE0006141
EN0000963,VE0009936
EN0000964,VE0005016
EN0000965,VE0001482
EN0000966,VE0006473
EN0000967,VE0001228
EN0000968,VE0006525
EN0000969,VE0007124
EN0000970,VE0004495
EN0000971,VE0004173
EN0000972,VE0004354
EN0000973,VE0003493
EN0000974,VE0000125
EN0000975,VE0000261
EN0000976,VE0002657
EN0000977,VE0004036
EN0000978,VE0005787
EN0000979,VE0005233
EN0000980,VE0006338
EN0000981,VE0007530
EN0000982,VE0009018
EN0000983,VE0003388
EN0000984,VE0005490
EN0000985,VE0009208
EN0000986,VE0008090
EN0000987,VE0003845
EN0000988,VE0007838
EN0000989,VE0002751
EN0000990,VE0008858
EN0000991,VE0008149
EN0000992,VE0001490
EN0000993,VE0001107
EN0000994,VE0003563
EN0000995,VE0009498
EN0000996,VE0000022
EN0000997,VE0009397
EN0000998,VE0007621
EN0000999,VE0007663
EN0001000,VE0007496
EN0001001,VE0005897
EN0001002,VE0002890
EN0001003,VE0007724
EN0001004,VE0006778
EN0001005,VE0009631
EN0001006,VE0004983
EN0001007,VE0006276
EN0001008,VE0004040
EN0001009,VE0006285
EN0001010,VE0007859
EN0001011,VE0008281
EN0001012,VE0006273
EN0001013,VE0003196
EN0001014,VE0007912
EN0001015,VE0000803
EN0001016,VE0002157
EN0001017,VE0001386
EN0001018,VE0004948
EN0001019,VE0005758
EN0001020,VE0006131
EN0001021,VE0003715
EN0001022,VE0004582
EN0001023,VE0004637
EN0001024,VE0008382
EN0001025,VE0008077
EN0001026,VE0002412
EN0001027,VE0002866
EN0001028,VE0004296
EN0001029,VE0002158
EN0001030,VE0003429
EN0001031,VE0001466
EN0001032,VE0001862
EN0001033,VE0009088
EN0001034,VE0002645
EN0001035,VE0009544
EN0001036,VE0001486
EN0001037,VE0008265
EN0001038,VE0005001
EN0001039,VE0003937
EN0001040,VE0007767
EN0001041,VE0007619
EN0001042,VE0001719
EN0001043,VE0001821
EN0001044,VE0006759
EN0001045,VE0002414
EN0001046,VE0000943
EN0001047,VE0002273
EN0001048,VE0009923
EN0001049,VE0005135
EN0001050,VE0005045
EN0001051,VE0004841
EN0001052,VE0007140
EN0001053,VE0006150
EN0001054,VE0005814
EN0001055,VE0009068
EN0001056,VE0003573
EN0001057,VE0004079
EN0001058,VE0005223
EN0001059,VE0000405
EN0001060,VE0002713
EN0001061,VE0007293
EN0001062,VE0002932
EN0001063,VE0005718
EN0001064,VE0004148
EN0001065,VE0007300
EN0001066,VE0001230
EN0001067,VE0003322
EN0001068,VE0000724
EN0001069,VE0002334
EN0001070,VE0009863
EN0001071,VE0009647
EN0001072,VE0008079
EN0001073,VE0002308
EN0001074,VE0008925
EN0001075,VE0004814
EN0001076,VE0009133
EN0001077,VE0009650
EN0001078,VE0001058
EN0001079,VE0005662
EN0001080,VE0003373
EN0001081,VE0007821
EN0001082,VE0008451
EN0001083,VE0002671
EN0001084,VE0004857
EN0001085,VE0008320
EN0001086,VE0007204
EN0001087,VE0007508
EN0001088,VE0008641
EN0001089,VE0002468
EN0001090,VE0006160
EN0001091,VE0004900
EN0001092,VE0002693
EN0001093,VE0007807
EN0001094,VE0009894
EN0001095,VE0003964
EN0001096,VE0002446
EN0001097,VE0009071
EN0001098,VE0002596
EN0001099,VE0006182
EN0001100,VE0001330
EN0001101,VE0005667
EN0001102,VE0001521
EN0001103,VE0009828
EN0001104,VE0009713
EN0001105,VE0000524
EN0001106,VE0008150
EN0001107,VE0008605
EN0001108,VE0001247
EN0001109,VE0004198
EN0001110,VE0009598
EN0001111,VE0008326
EN0001112,VE0008759
EN0001113,VE0002636
EN0001114,VE0000788
EN0001115,VE0008622
EN0001116,VE0002382
EN0001117,VE0008486
EN0001118,VE0009022
EN0001119,VE0006730
EN0001120,VE0002681
EN0001121,VE0009298
EN0001122,VE0005296
EN0001123,VE0005547
EN0001124,VE0007588
EN0001125,VE0005285
EN0001126,VE0000057
EN0001127,VE0004128
EN0001128,VE0001491
EN0001129,VE0004967
EN0001130,VE0006306
EN0001131,VE0005892
EN0001132,VE0008305
EN0001133,VE0000041
EN0001134,VE0006977
EN0001135,VE0000125
EN0001136,VE0006737
EN0001137,VE0008517
EN0001138,VE0007968
EN0001139,VE0002734
EN0001140,VE0002271
EN0001141,VE0009482
EN0001142,VE0006421
EN0001143,VE0004831
EN0001144,VE0000261
EN0001145,VE0005472
EN0001146,VE0008462
EN0001147,VE0006271
EN0001148,VE0001917
EN0001149,VE0006879
EN0001150,VE0001533
EN0001151,VE0009796
EN0001152,VE0004760
EN0001153,VE0002674
EN0001154,VE0000979
EN0001155,VE0005221
EN0001156,VE0007408
EN0001157,VE0007094
EN0001158,VE0004769
EN0001159,VE0000648
EN0001160,VE0006875
EN0001161,VE0002449
EN0001162,VE0002909
EN0001163,VE0001338
EN0001164,VE0005153
EN0001165,VE0007369
