butaca_id,ventaentrada_id,funcion_id,nro_fila,nro_columna,tipo_entrada,precio_entrada
BU0000065,EN0000023,FUN000593,G,1,adulto,30.0
BU0000066,EN0000023,FUN001601,H,11,adulto,22.5
BU0000067,EN0000023,FUN007334,B,13,adulto,22.5
BU0000068,EN0000023,FUN006898,N,14,niño,15.0
BU0000069,EN0000024,FUN005868,V,19,adulto,22.5
BU0000070,EN0000024,FUN002485,N,6,adulto,15.0
BU0000071,EN0000025,FUN009724,Q,19,niño,10.0
BU0000072,EN0000025,FUN002373,U,13,niño,15.0
BU0000073,EN0000026,FUN003924,R,10,adulto,15.0
BU0000074,EN0000026,FUN001378,K,8,adulto,15.0
BU0000075,EN0000026,FUN001691,A,15,niño,10.0
BU0000076,EN0000026,FUN000567,M,13,niño,22.5
BU0000077,EN0000026,FUN002388,T,12,niño,30.0
BU0000078,EN0000027,FUN003104,C,16,niño,15.0
BU0000079,EN0000027,FUN005974,Q,19,adulto,30.0
BU0000080,EN0000027,FUN006083,M,8,adulto,22.5
BU0000081,EN0000027,FUN007761,F,17,adulto,10.0
BU0000082,EN0000028,FUN002978,G,1,niño,30.0
BU0000083,EN0000028,FUN002521,O,15,adulto,15.0
BU0000084,EN0000028,FUN000285,X,6,niño,30.0
BU0000085,EN0000028,FUN002347,P,17,adulto,15.0
BU0000086,EN0000028,FUN001007,M,12,adulto,22.5
BU0000087,EN0000029,FUN002809,H,9,niño,15.0
BU0000088,EN0000029,FUN004022,N,4,adulto,30.0
BU0000089,EN0000029,FUN000883,N,16,niño,30.0
BU0000090,EN0000029,FUN001823,S,3,adulto,15.0
BU0000091,EN0000030,FUN005875,S,16,niño,22.5
BU0000092,EN0000030,FUN004828,A,7,adulto,30.0
BU0000093,EN0000030,FUN003937,S,15,niño,22.5
BU0000094,EN0000030,FUN007272,A,7,niño,15.0
BU0000095,EN0000031,FUN006669,W,8,adulto,22.5
BU0000096,EN0000032,FUN006040,W,3,adulto,22.5
BU0000097,EN0000033,FUN007631,T,11,adulto,10.0
BU0000098,EN0000033,FUN000686,H,14,adulto,15.0
BU0000099,EN0000033,FUN005332,W,4,adulto,15.0
BU0000100,EN0000033,FUN004031,P,9,niño,10.0
BU0000101,EN0000034,FUN009089,S,12,niño,15.0
BU0000102,EN0000035,FUN001988,P,20,niño,10.0
BU0000103,EN0000036,FUN009067,H,11,adulto,10.0
BU0000104,EN0000036,FUN008066,F,15,adulto,10.0
BU0000105,EN0000036,FUN002109,F,12,niño,10.0
BU0000106,EN0000037,FUN001049,H,20,niño,15.0
BU0000107,EN0000037,FUN001734,D,11,adulto,22.5
BU0000108,EN0000037,FUN008713,S,10,adulto,30.0
BU0000109,EN0000038,FUN008075,K,3,niño,30.0
BU0000110,EN0000038,FUN005451,L,17,adulto,22.5
BU0000111,EN0000039,FUN006968,D,4,adulto,10.0
BU0000112,EN0000039,FUN002832,Z,8,niño,15.0
BU0000113,EN0000039,FUN005045,H,19,adulto,15.0
BU0000114,EN0000039,FUN002821,O,8,niño,22.5
BU0000115,EN0000040,FUN007464,G,3,niño,10.0
BU0000116,EN0000040,FUN009833,U,11,adulto,30.0
BU0000117,EN0000041,FUN003084,M,9,adulto,22.5
BU0000118,EN0000041,FUN003003,Z,18,niño,15.0
BU0000119,EN0000041,FUN007667,Q,18,adulto,22.5
BU0000120,EN0000042,FUN000619,F,13,niño,30.0
BU0000121,EN0000042,FUN006909,W,16,niño,30.0
BU0000122,EN0000042,FUN003195,R,12,niño,30.0
BU0000123,EN0000042,FUN002497,O,19,niño,30.0
BU0000124,EN0000043,FUN001199,L,16,niño,30.0
BU0000125,EN0000044,FUN000223,P,14,niño,10.0
BU0000126,EN0000044,FUN002064,F,13,adulto,15.0
BU0000127,EN0000044,FUN008521,Q,7,adulto,22.5
BU0000128,EN0000044,FUN000410,H,5,adulto,15.0
BU0000129,EN0000044,FUN007268,C,10,adulto,15.0
BU0000130,EN0000045,FUN004857,V,13,niño,15.0
BU0000131,EN0000045,FUN001080,K,6,niño,10.0
BU0000132,EN0000045,FUN009638,B,20,adulto,22.5
BU0000133,EN0000045,FUN002911,U,17,adulto,15.0
BU0000134,EN0000045,FUN002059,K,7,adulto,10.0
BU0000135,EN0000046,FUN000162,G,7,adulto,30.0
BU0000136,EN0000046,FUN007538,W,10,niño,22.5
BU0000137,EN0000047,FUN001196,G,18,niño,30.0
BU0000138,EN0000047,FUN004625,K,1,niño,30.0
BU0000139,EN0000047,FUN000701,J,17,adulto,15.0
BU0000140,EN0000047,FUN006495,W,14,adulto,22.5
BU0000141,EN0000048,FUN007263,B,16,niño,15.0
BU0000142,EN0000049,FUN007909,D,1,niño,10.0
BU0000143,EN0000049,FUN005530,E,1,adulto,30.0
BU0000144,EN0000050,FUN005158,A,14,niño,22.5
BU0000145,EN0000050,FUN004974,G,12,niño,15.0
BU0000146,EN0000050,FUN004724,C,9,niño,30.0
BU0000147,EN0000050,FUN000485,X,13,adulto,15.0
BU0000148,EN0000050,FUN005853,Y,2,adulto,30.0
BU0000149,EN0000051,FUN008034,S,8,niño,10.0
BU0000150,EN0000051,FUN008104,X,1,adulto,22.5
BU0000151,EN0000051,FUN004131,U,1,niño,30.0
BU0000152,EN0000051,FUN002691,S,4,adulto,22.5
BU0000153,EN0000052,FUN007777,W,7,adulto,15.0
BU0000154,EN0000053,FUN009619,C,15,niño,30.0
BU0000155,EN0000053,FUN008782,F,9,niño,22.5
BU0000156,EN0000053,FUN003370,O,19,niño,30.0
BU0000157,EN0000053,FUN007810,K,13,adulto,30.0
BU0000158,EN0000054,FUN001420,S,18,adulto,22.5
BU0000159,EN0000054,FUN007806,V,10,adulto,15.0
BU0000160,EN0000054,FUN008478,L,10,adulto,30.0
BU0000161,EN0000054,FUN001825,F,19,niño,30.0
BU0000162,EN0000054,FUN008549,T,13,adulto,15.0
BU0000163,EN0000055,FUN009463,E,11,adulto,10.0
BU0000164,EN0000055,FUN006593,K,14,adulto,30.0
BU0000165,EN0000055,FUN005739,Y,10,adulto,10.0
BU0000166,EN0000056,FUN006826,C,8,adulto,15.0
BU0000167,EN0000057,FUN000262,X,12,adulto,30.0
BU0000168,EN0000057,FUN005221,N,20,adulto,22.5
BU0000169,EN0000057,FUN004146,G,12,niño,10.0
BU0000170,EN0000058,FUN004471,E,1,adulto,30.0
BU0000171,EN0000059,FUN002412,V,9,adulto,15.0
BU0000172,EN0000059,FUN008568,P,7,niño,30.0
BU0000173,EN0000059,FUN004098,U,15,niño,15.0
BU0000174,EN0000059,FUN009333,B,19,adulto,22.5
BU0000175,EN0000060,FUN004720,M,7,adulto,10.0
BU0000176,EN0000061,FUN000230,N,20,adulto,10.0
BU0000177,EN0000062,FUN000736,D,14,niño,30.0
BU0000178,EN0000063,FUN007322,P,3,adulto,10.0
BU0000179,EN0000063,FUN009380,V,16,adulto,22.5
BU0000180,EN0000063,FUN007613,N,1,adulto,22.5
BU0000181,EN0000063,FUN002861,W,11,adulto,10.0
BU0000182,EN0000063,FUN009451,U,3,niño,15.0
BU0000183,EN0000064,FUN002659,D,13,niño,22.5
BU0000184,EN0000064,FUN001165,O,13,niño,30.0
BU0000185,EN0000064,FUN006617,H,16,adulto,15.0
BU0000186,EN0000064,FUN002670,D,6,adulto,22.5
BU0000187,EN0000064,FUN008102,A,20,niño,22.5
BU0000188,EN0000065,FUN000075,W,12,adulto,30.0
BU0000189,EN0000065,FUN000261,G,15,adulto,10.0
BU0000190,EN0000065,FUN003013,L,18,niño,22.5
BU0000191,EN0000065,FUN002225,M,8,adulto,22.5
BU0000192,EN0000066,FUN007556,W,6,adulto,10.0
BU0000193,EN0000066,FUN002642,E,18,adulto,30.0
BU0000194,EN0000066,FUN006500,Z,16,adulto,15.0
BU0000195,EN0000066,FUN007670,L,11,adulto,30.0
BU0000196,EN0000067,FUN005600,C,16,niño,30.0
BU0000197,EN0000067,FUN007473,V,5,adulto,30.0
BU0000198,EN0000067,FUN001143,Y,5,niño,10.0
BU0000199,EN0000068,FUN001318,J,6,adulto,30.0
BU0000200,EN0000068,FUN002623,Y,6,adulto,10.0
BU0000201,EN0000068,FUN005415,P,5,adulto,30.0
BU0000202,EN0000068,FUN006381,Y,8,adulto,10.0
BU0000203,EN0000069,FUN001885,D,9,adulto,15.0
BU0000204,EN0000069,FUN000852,G,12,adulto,22.5
BU0000205,EN0000069,FUN002734,V,9,niño,15.0
BU0000206,EN0000069,FUN008585,J,16,niño,15.0
BU0000207,EN0000069,FUN003443,M,2,niño,30.0
BU0000208,EN0000070,FUN009391,P,9,adulto,10.0
BU0000209,EN0000071,FUN006188,W,5,niño,22.5
BU0000210,EN0000071,FUN002188,Z,18,niño,22.5
BU0000211,EN0000071,FUN000210,X,16,adulto,30.0
BU0000212,EN0000071,FUN000912,P,5,niño,10.0
BU0000213,EN0000071,FUN005075,A,8,niño,30.0
BU0000214,EN0000072,FUN009388,T,16,niño,22.5
BU0000215,EN0000072,FUN002650,D,16,niño,22.5
BU0000216,EN0000073,FUN007117,X,6,adulto,15.0
BU0000217,EN0000073,FUN007064,P,7,adulto,10.0
BU0000218,EN0000073,FUN007733,X,13,niño,15.0
BU0000219,EN0000073,FUN000003,Z,4,niño,30.0
BU0000220,EN0000073,FUN006305,X,18,niño,10.0
BU0000221,EN0000074,FUN005356,G,12,niño,10.0
BU0000222,EN0000074,FUN003255,U,14,niño,22.5
BU0000223,EN0000074,FUN001452,S,10,adulto,30.0
BU0000224,EN0000074,FUN009726,Q,6,niño,10.0
BU0000225,EN0000074,FUN000983,X,16,niño,22.5
BU0000226,EN0000075,FUN004338,Q,10,adulto,30.0
BU0000227,EN0000075,FUN003994,E,16,adulto,30.0
BU0000228,EN0000076,FUN000414,L,3,adulto,15.0
BU0000229,EN0000076,FUN002827,R,17,adulto,10.0
BU0000230,EN0000077,FUN001482,V,18,niño,22.5
BU0000231,EN0000077,FUN004006,A,16,niño,15.0
BU0000232,EN0000078,FUN007357,C,2,niño,22.5
BU0000233,EN0000078,FUN009145,K,7,adulto,22.5
BU0000234,EN0000079,FUN009163,D,13,niño,22.5
BU0000235,EN0000079,FUN000684,X,6,adulto,15.0
BU0000236,EN0000079,FUN007172,S,14,niño,22.5
BU0000237,EN0000079,FUN007516,V,14,niño,30.0
BU0000238,EN0000080,FUN009019,E,14,adulto,30.0
BU0000239,EN0000080,FUN007267,Q,12,adulto,22.5
BU0000240,EN0000080,FUN003370,V,1,adulto,30.0
BU0000241,EN0000081,FUN002250,J,9,adulto,22.5
BU0000242,EN0000081,FUN007325,K,6,adulto,22.5
BU0000243,EN0000081,FUN009324,A,17,niño,22.5
BU0000244,EN0000081,FUN009159,G,17,adulto,15.0
BU0000245,EN0000081,FUN001516,U,10,niño,30.0
BU0000246,EN0000082,FUN005090,G,5,niño,22.5
BU0000247,EN0000082,FUN002386,M,9,adulto,22.5
BU0000248,EN0000082,FUN005265,G,10,niño,15.0
BU0000249,EN0000083,FUN000018,N,19,niño,10.0
BU0000250,EN0000083,FUN007981,J,18,adulto,30.0
BU0000251,EN0000083,FUN002123,E,1,adulto,22.5
BU0000252,EN0000083,FUN002020,C,12,niño,30.0
BU0000253,EN0000083,FUN000221,P,19,niño,22.5
BU0000254,EN0000084,FUN003130,L,10,niño,22.5
BU0000255,EN0000085,FUN003060,Q,3,adulto,30.0
BU0000256,EN0000085,FUN001381,U,4,niño,22.5
BU0000257,EN0000086,FUN004041,N,13,niño,22.5
BU0000258,EN0000087,FUN009437,X,1,adulto,15.0
BU0000259,EN0000087,FUN004159,E,8,niño,15.0
BU0000260,EN0000087,FUN005812,T,19,niño,10.0
BU0000261,EN0000088,FUN006828,Q,8,niño,22.5
BU0000262,EN0000089,FUN004479,M,6,adulto,30.0
BU0000263,EN0000090,FUN000721,P,16,niño,10.0
BU0000264,EN0000090,FUN009623,F,13,niño,15.0
BU0000265,EN0000090,FUN009117,I,9,adulto,15.0
BU0000266,EN0000090,FUN009654,X,7,niño,10.0
BU0000267,EN0000091,FUN003439,Z,8,adulto,10.0
BU0000268,EN0000091,FUN003381,R,2,niño,30.0
BU0000269,EN0000091,FUN001736,M,9,niño,22.5
BU0000270,EN0000092,FUN004741,F,5,adulto,10.0
BU0000271,EN0000092,FUN008555,Z,7,adulto,30.0
BU0000272,EN0000092,FUN002029,F,16,adulto,30.0
BU0000273,EN0000093,FUN003979,A,15,adulto,30.0
BU0000274,EN0000093,FUN001215,N,15,niño,10.0
BU0000275,EN0000094,FUN007183,B,12,niño,22.5
BU0000276,EN0000094,FUN005835,N,9,adulto,30.0
BU0000277,EN0000094,FUN008713,R,11,niño,22.5
BU0000278,EN0000095,FUN007885,H,18,niño,10.0
BU0000279,EN0000095,FUN006600,I,4,adulto,22.5
BU0000280,EN0000095,FUN003082,M,6,adulto,10.0
BU0000281,EN0000095,FUN005110,C,15,adulto,30.0
BU0000282,EN0000095,FUN005365,Y,16,adulto,30.0
BU0000283,EN0000096,FUN006448,Z,1,niño,30.0
BU0000284,EN0000097,FUN007972,G,9,adulto,15.0
BU0000285,EN0000097,FUN001865,V,13,niño,10.0
BU0000286,EN0000098,FUN009322,P,16,adulto,30.0
BU0000287,EN0000098,FUN006848,W,18,adulto,30.0
BU0000288,EN0000098,FUN003842,S,3,niño,22.5
BU0000289,EN0000098,FUN004136,L,7,adulto,15.0
BU0000290,EN0000098,FUN003725,D,8,adulto,15.0
BU0000291,EN0000099,FUN004705,W,3,niño,10.0
BU0000292,EN0000099,FUN005239,T,18,adulto,10.0
BU0000293,EN0000099,FUN007652,B,2,niño,30.0
BU0000294,EN0000099,FUN006794,T,3,adulto,30.0
BU0000295,EN0000099,FUN007742,S,4,adulto,30.0
BU0000296,EN0000100,FUN001990,A,2,niño,15.0
BU0000297,EN0000100,FUN009550,V,12,adulto,30.0
BU0000298,EN0000100,FUN008706,N,19,adulto,22.5
BU0000299,EN0000101,FUN003966,U,9,niño,10.0
BU0000300,EN0000101,FUN000372,X,5,adulto,30.0
BU0000301,EN0000101,FUN000440,W,8,niño,30.0
BU0000302,EN0000101,FUN004340,D,15,niño,22.5
BU0000303,EN0000102,FUN003397,X,3,adulto,30.0
BU0000304,EN0000102,FUN002268,H,3,adulto,30.0
BU0000305,EN0000103,FUN003371,X,10,adulto,22.5
BU0000306,EN0000103,FUN007520,T,20,adulto,10.0
BU0000307,EN0000103,FUN008721,X,14,niño,10.0
BU0000308,EN0000103,FUN000892,Y,7,niño,15.0
BU0000309,EN0000103,FUN007649,Z,10,adulto,15.0
BU0000310,EN0000104,FUN002678,R,7,adulto,22.5
BU0000311,EN0000104,FUN006953,A,4,adulto,30.0
BU0000312,EN0000105,FUN002814,J,4,niño,10.0
BU0000313,EN0000105,FUN000925,E,19,niño,10.0
BU0000314,EN0000105,FUN005369,Y,17,niño,10.0
BU0000315,EN0000106,FUN001109,F,9,niño,22.5
BU0000316,EN0000106,FUN008243,M,6,adulto,10.0
BU0000317,EN0000107,FUN006715,B,16,adulto,15.0
BU0000318,EN0000107,FUN002215,K,3,adulto,30.0
BU0000319,EN0000107,FUN006975,B,3,adulto,15.0
BU0000320,EN0000107,FUN008780,V,9,adulto,15.0
BU0000321,EN0000108,FUN005095,Z,19,adulto,22.5
BU0000322,EN0000108,FUN000077,O,20,niño,15.0
BU0000323,EN0000108,FUN003581,K,18,adulto,10.0
BU0000324,EN0000108,FUN001557,B,19,niño,10.0
BU0000325,EN0000108,FUN004849,H,5,niño,22.5
BU0000326,EN0000109,FUN000694,O,8,niño,10.0
BU0000327,EN0000109,FUN004190,Y,3,adulto,15.0
BU0000328,EN0000109,FUN003923,U,2,niño,30.0
BU0000329,EN0000109,FUN000666,H,8,adulto,15.0
BU0000330,EN0000110,FUN008144,Z,20,adulto,30.0
BU0000331,EN0000110,FUN006828,N,1,niño,10.0
BU0000332,EN0000111,FUN004044,H,9,niño,22.5
BU0000333,EN0000111,FUN001623,B,15,adulto,22.5
BU0000334,EN0000111,FUN002659,Q,13,adulto,22.5
BU0000335,EN0000111,FUN005774,H,18,niño,22.5
BU0000336,EN0000111,FUN001508,S,1,adulto,10.0
BU0000337,EN0000112,FUN005152,O,8,niño,30.0
BU0000338,EN0000112,FUN009007,B,19,adulto,15.0
BU0000339,EN0000112,FUN000777,N,14,niño,15.0
BU0000340,EN0000112,FUN002983,B,14,niño,10.0
BU0000341,EN0000113,FUN004119,I,20,niño,10.0
BU0000342,EN0000113,FUN001312,N,12,adulto,10.0
BU0000343,EN0000113,FUN003212,Q,6,adulto,15.0
BU0000344,EN0000114,FUN008123,K,4,niño,30.0
BU0000345,EN0000115,FUN007673,V,6,adulto,15.0
BU0000346,EN0000115,FUN000542,M,2,niño,10.0
BU0000347,EN0000116,FUN004540,M,3,adulto,22.5
BU0000348,EN0000116,FUN000094,H,13,adulto,22.5
BU0000349,EN0000116,FUN006147,Y,2,adulto,22.5
BU0000350,EN0000117,FUN008603,R,3,adulto,10.0
BU0000351,EN0000117,FUN002594,U,20,adulto,10.0
BU0000352,EN0000117,FUN010000,T,12,adulto,10.0
BU0000353,EN0000117,FUN005704,N,7,adulto,22.5
BU0000354,EN0000118,FUN007674,E,7,adulto,30.0
BU0000355,EN0000118,FUN008849,X,5,adulto,30.0
BU0000356,EN0000118,FUN008487,T,16,niño,10.0
BU0000357,EN0000119,FUN000937,T,15,adulto,22.5
BU0000358,EN0000119,FUN004256,F,10,adulto,15.0
BU0000359,EN0000119,FUN004736,U,13,niño,10.0
BU0000360,EN0000120,FUN003969,Y,18,niño,30.0
BU0000361,EN0000121,FUN002119,G,14,niño,22.5
BU0000362,EN0000121,FUN007441,R,7,niño,15.0
BU0000363,EN0000122,FUN008147,E,12,adulto,10.0
BU0000364,EN0000123,FUN004576,V,2,adulto,30.0
BU0000365,EN0000123,FUN004532,H,2,adulto,30.0
BU0000366,EN0000123,FUN002945,G,2,adulto,10.0
BU0000367,EN0000123,FUN001136,M,7,niño,30.0
BU0000368,EN0000124,FUN001604,K,18,niño,30.0
BU0000369,EN0000124,FUN007322,U,11,adulto,30.0
BU0000370,EN0000124,FUN004396,Y,15,niño,30.0
BU0000371,EN0000124,FUN006631,A,11,adulto,30.0
BU0000372,EN0000124,FUN004613,S,15,niño,22.5
BU0000373,EN0000125,FUN002856,R,5,adulto,10.0
BU0000374,EN0000125,FUN005264,K,7,niño,15.0
BU0000375,EN0000125,FUN007455,Q,10,niño,22.5
BU0000376,EN0000125,FUN004684,Q,19,adulto,22.5
BU0000377,EN0000125,FUN000886,L,16,niño,22.5
BU0000378,EN0000126,FUN009556,K,10,adulto,30.0
BU0000379,EN0000126,FUN003802,V,19,adulto,15.0
BU0000380,EN0000126,FUN009009,X,17,niño,30.0
BU0000381,EN0000126,FUN005337,V,7,niño,30.0
BU0000382,EN0000126,FUN003469,F,3,adulto,15.0
BU0000383,EN0000127,FUN001072,O,4,niño,22.5
BU0000384,EN0000127,FUN000944,R,10,niño,30.0
BU0000385,EN0000128,FUN003331,F,11,adulto,10.0
BU0000386,EN0000128,FUN002752,X,8,niño,30.0
BU0000387,EN0000128,FUN000720,J,18,adulto,22.5
BU0000388,EN0000128,FUN003093,G,9,adulto,15.0
BU0000389,EN0000129,FUN009005,U,20,adulto,30.0
BU0000390,EN0000129,FUN007625,F,20,adulto,22.5
BU0000391,EN0000129,FUN009961,F,4,adulto,30.0
BU0000392,EN0000129,FUN009592,B,2,adulto,10.0
BU0000393,EN0000129,FUN009206,F,9,adulto,15.0
BU0000394,EN0000130,FUN004368,N,16,niño,30.0
BU0000395,EN0000130,FUN006685,U,3,niño,10.0
BU0000396,EN0000130,FUN007841,C,3,niño,22.5
BU0000397,EN0000131,FUN000681,P,20,adulto,15.0
BU0000398,EN0000131,FUN005515,C,19,niño,22.5
BU0000399,EN0000131,FUN003322,F,16,niño,15.0
BU0000400,EN0000131,FUN003055,Q,15,niño,15.0
BU0000401,EN0000131,FUN009368,Y,20,niño,15.0
BU0000402,EN0000132,FUN002755,R,17,adulto,15.0
BU0000403,EN0000133,FUN008151,U,13,niño,30.0
BU0000404,EN0000133,FUN000322,S,8,adulto,30.0
BU0000405,EN0000133,FUN007422,Y,11,niño,30.0
BU0000406,EN0000133,FUN006427,C,3,adulto,15.0
BU0000407,EN0000133,FUN005857,B,1,niño,30.0
BU0000408,EN0000134,FUN005323,V,5,niño,30.0
BU0000409,EN0000134,FUN004633,J,7,adulto,30.0
BU0000410,EN0000134,FUN000661,D,18,adulto,15.0
BU0000411,EN0000134,FUN006911,I,8,niño,10.0
BU0000412,EN0000135,FUN005266,H,18,adulto,30.0
BU0000413,EN0000135,FUN009776,N,6,adulto,10.0
BU0000414,EN0000136,FUN003453,B,7,adulto,10.0
BU0000415,EN0000136,FUN003494,D,12,adulto,10.0
BU0000416,EN0000136,FUN009560,G,13,niño,30.0
BU0000417,EN0000136,FUN004997,O,15,niño,10.0
BU0000418,EN0000137,FUN005552,O,14,adulto,15.0
BU0000419,EN0000137,FUN001316,K,20,niño,30.0
BU0000420,EN0000137,FUN009508,B,6,niño,15.0
BU0000421,EN0000137,FUN004018,R,18,adulto,30.0
BU0000422,EN0000137,FUN002345,W,10,niño,22.5
BU0000423,EN0000138,FUN004465,E,3,niño,30.0
BU0000424,EN0000138,FUN006602,C,10,adulto,15.0
BU0000425,EN0000138,FUN008477,F,11,niño,30.0
BU0000426,EN0000139,FUN002748,O,7,adulto,15.0
BU0000427,EN0000139,FUN009659,P,4,niño,15.0
BU0000428,EN0000139,FUN007895,I,11,niño,22.5
BU0000429,EN0000140,FUN005669,H,4,adulto,22.5
BU0000430,EN0000140,FUN001067,F,7,adulto,10.0
BU0000431,EN0000140,FUN009237,F,9,adulto,30.0
BU0000432,EN0000140,FUN009028,B,12,adulto,10.0
BU0000433,EN0000141,FUN007267,J,8,adulto,10.0
BU0000434,EN0000141,FUN004233,F,17,adulto,10.0
BU0000435,EN0000141,FUN003507,S,20,niño,15.0
BU0000436,EN0000142,FUN000916,C,5,adulto,15.0
BU0000437,EN0000142,FUN001874,Y,20,niño,30.0
BU0000438,EN0000143,FUN005321,S,9,adulto,22.5
BU0000439,EN0000143,FUN002214,D,15,adulto,15.0
BU0000440,EN0000143,FUN003790,P,10,niño,15.0
BU0000441,EN0000143,FUN008320,C,16,niño,30.0
BU0000442,EN0000144,FUN002057,H,10,niño,15.0
BU0000443,EN0000144,FUN002893,G,20,niño,30.0
BU0000444,EN0000144,FUN000339,C,17,adulto,15.0
BU0000445,EN0000144,FUN004229,T,8,adulto,10.0
BU0000446,EN0000144,FUN004421,B,4,adulto,10.0
BU0000447,EN0000145,FUN006664,S,18,niño,15.0
BU0000448,EN0000145,FUN000251,J,15,adulto,10.0
BU0000449,EN0000146,FUN009095,U,10,niño,10.0
BU0000450,EN0000146,FUN001026,D,1,niño,10.0
BU0000451,EN0000146,FUN006601,Q,16,adulto,15.0
BU0000452,EN0000146,FUN006306,L,8,niño,30.0
BU0000453,EN0000146,FUN002412,C,8,adulto,22.5
BU0000454,EN0000147,FUN009595,V,1,adulto,22.5
BU0000455,EN0000147,FUN007276,H,11,niño,22.5
BU0000456,EN0000147,FUN004760,D,19,adulto,15.0
BU0000457,EN0000147,FUN002439,Z,2,adulto,10.0
BU0000458,EN0000148,FUN008536,X,10,adulto,22.5
BU0000459,EN0000149,FUN002641,M,11,adulto,30.0
BU0000460,EN0000149,FUN007788,Z,10,niño,15.0
BU0000461,EN0000149,FUN003195,V,17,adulto,30.0
BU0000462,EN0000149,FUN003743,N,3,niño,22.5
BU0000463,EN0000150,FUN001238,V,13,niño,10.0
BU0000464,EN0000150,FUN000590,C,11,adulto,22.5
BU0000465,EN0000150,FUN001021,F,9,adulto,22.5
BU0000466,EN0000150,FUN003919,A,6,adulto,15.0
BU0000467,EN0000151,FUN007436,P,4,niño,30.0
BU0000468,EN0000151,FUN008336,S,16,niño,30.0
BU0000469,EN0000151,FUN007269,N,11,adulto,30.0
BU0000470,EN0000151,FUN009848,S,16,adulto,30.0
