director_id,pelicula_id
DIR000926,MOV000126
DIR001578,MOV000127
DIR003034,MOV000128
DIR001170,MOV000129
DIR000481,MOV000130
DIR002172,MOV000131
DIR002009,MOV000132
DIR002212,MOV000133
DIR002321,MOV000134
DIR002825,MOV000135
DIR002053,MOV000136
DIR000147,MOV000137
DIR002216,MOV000138
DIR000504,MOV000139
DIR001150,MOV000140
DIR001413,MOV000141
DIR001621,MOV000142
DIR002089,MOV000143
DIR000038,MOV000144
DIR000592,MOV000145
DIR001493,MOV000146
DIR001716,MOV000147
DIR000971,MOV000148
DIR002909,MOV000149
DIR002716,MOV000150
DIR002559,MOV000151
DIR002147,MOV000152
DIR001530,MOV000153
DIR000962,MOV000154
DIR001710,MOV000155
DIR000530,MOV000156
DIR002057,MOV000157
DIR001615,MOV000158
DIR000844,MOV000159
DIR000897,MOV000160
DIR001554,MOV000161
DIR002827,MOV000162
DIR001939,MOV000163
DIR001090,MOV000164
DIR003041,MOV000165
DIR000013,MOV000166
DIR000275,MOV000167
DIR001337,MOV000168
DIR002475,MOV000169
DIR002818,MOV000170
DIR002648,MOV000171
DIR002899,MOV000172
DIR000746,MOV000173
DIR002521,MOV000174
DIR000567,MOV000175
DIR001782,MOV000176
DIR002833,MOV000177
DIR002038,MOV000178
DIR000063,MOV000179
DIR001551,MOV000180
DIR001399,MOV000181
DIR000216,MOV000182
DIR000394,MOV000183
DIR001551,MOV000184
DIR001764,MOV000185
DIR000762,MOV000186
DIR001039,MOV000187
DIR000583,MOV000188
DIR001957,MOV000189
DIR000870,MOV000190
DIR002325,MOV000191
DIR001051,MOV000192
DIR000591,MOV000193
DIR000656,MOV000194
DIR001757,MOV000195
DIR000754,MOV000196
DIR003045,MOV000197
DIR000807,MOV000198
DIR000525,MOV000199
DIR000554,MOV000200
DIR001795,MOV000201
DIR002715,MOV000202
DIR000791,MOV000203
DIR000004,MOV000204
DIR002369,MOV000205
DIR001261,MOV000206
DIR000003,MOV000207
DIR000977,MOV000208
DIR002979,MOV000209
DIR001099,MOV000210
DIR000218,MOV000211
DIR000649,MOV000212
DIR001860,MOV000213
DIR003036,MOV000214
DIR002043,MOV000215
DIR001759,MOV000216
DIR001779,MOV000217
DIR000194,MOV000218
DIR001428,MOV000219
DIR000924,MOV000220
DIR001997,MOV000221
DIR000134,MOV000222
DIR001708,MOV000223
DIR003059,MOV000224
DIR001827,MOV000225
DIR000296,MOV000226
DIR000686,MOV000227
DIR001377,MOV000228
DIR002914,MOV000229
DIR000747,MOV000230
DIR000360,MOV000231
DIR000087,MOV000232
DIR001984,MOV000233
DIR001598,MOV000234
DIR001017,MOV000235
DIR000679,MOV000236
DIR002101,MOV000237
DIR000932,MOV000238
DIR002200,MOV000239
DIR001722,MOV000240
DIR001664,MOV000241
DIR002838,MOV000242
DIR002954,MOV000243
DIR001113,MOV000244
DIR001701,MOV000245
DIR000289,MOV000246
DIR000053,MOV000247
DIR002080,MOV000248
DIR001627,MOV000249
DIR001427,MOV000250
DIR000806,MOV000251
DIR001247,MOV000252
DIR001403,MOV000253
DIR000391,MOV000254
DIR001277,MOV000255
DIR002391,MOV000256
DIR001619,MOV000257
DIR002650,MOV000258
DIR000560,MOV000259
DIR000903,MOV000260
DIR002495,MOV000261
DIR002481,MOV000262
DIR000245,MOV000263
DIR000437,MOV000264
DIR001056,MOV000265
DIR000847,MOV000266
DIR002849,MOV000267
DIR000062,MOV000268
DIR000585,MOV000269
DIR001233,MOV000270
DIR001319,MOV000271
DIR002677,MOV000272
DIR000386,MOV000273
DIR000014,MOV000274
DIR001757,MOV000275
DIR001395,MOV000276
DIR001369,MOV000277
DIR001898,MOV000278
DIR001186,MOV000279
DIR001025,MOV000280
DIR000030,MOV000281
DIR002606,MOV000282
DIR000819,MOV000283
DIR002431,MOV000284
DIR000924,MOV000285
DIR001200,MOV000286
DIR001981,MOV000287
DIR000702,MOV000288
DIR000375,MOV000289
DIR000296,MOV000290
DIR001874,MOV000291
DIR000189,MOV000292
DIR001142,MOV000293
DIR000309,MOV000294
DIR001776,MOV000295
DIR000127,MOV000296
DIR002274,MOV000297
DIR001636,MOV000298
DIR000627,MOV000299
DIR002491,MOV000300
DIR000846,MOV000301
DIR000594,MOV000302
DIR001344,MOV000303
DIR001403,MOV000304
DIR002842,MOV000305
DIR000734,MOV000306
DIR000785,MOV000307
DIR002810,MOV000308
DIR000349,MOV000309
DIR001356,MOV000310
DIR001305,MOV000311
DIR001217,MOV000312
DIR002163,MOV000313
DIR001428,MOV000314
DIR000948,MOV000315
DIR002794,MOV000316
DIR001565,MOV000317
DIR001500,MOV000318
DIR002455,MOV000319
DIR001594,MOV000320
DIR002232,MOV000321
DIR002161,MOV000322
DIR001683,MOV000323
DIR000199,MOV000324
DIR002467,MOV000325
DIR001301,MOV000326
DIR002953,MOV000327
DIR000765,MOV000328
DIR002875,MOV000329
DIR000729,MOV000330
DIR000555,MOV000331
DIR001839,MOV000332
DIR000374,MOV000333
DIR000732,MOV000334
DIR002338,MOV000335
DIR001023,MOV000336
DIR001353,MOV000337
DIR001219,MOV000338
DIR002511,MOV000339
DIR002503,MOV000340
DIR000782,MOV000341
DIR003026,MOV000342
DIR003050,MOV000343
DIR000435,MOV000344
DIR002297,MOV000345
DIR000165,MOV000346
DIR001567,MOV000347
DIR000320,MOV000348
DIR001503,MOV000349
DIR001184,MOV000350
DIR001314,MOV000351
DIR003046,MOV000352
DIR002194,MOV000353
DIR002470,MOV000354
DIR001740,MOV000355
DIR000557,MOV000356
DIR002039,MOV000357
DIR000465,MOV000358
DIR002227,MOV000359
DIR001968,MOV000360
DIR001723,MOV000361
DIR002871,MOV000362
DIR000818,MOV000363
DIR000691,MOV000364
DIR002315,MOV000365
DIR001900,MOV000366
DIR002954,MOV000367
DIR001751,MOV000368
DIR002561,MOV000369
DIR001411,MOV000370
DIR000093,MOV000371
DIR001593,MOV000372
DIR000486,MOV000373
DIR001338,MOV000374
DIR001465,MOV000375
DIR001182,MOV000376
DIR002109,MOV000377
DIR001446,MOV000378
DIR000344,MOV000379
DIR001649,MOV000380
DIR000083,MOV000381
DIR000159,MOV000382
DIR001265,MOV000383
DIR001970,MOV000384
DIR002198,MOV000385
DIR000744,MOV000386
DIR002953,MOV000387
DIR001254,MOV000388
DIR001381,MOV000389
DIR001422,MOV000390
DIR001313,MOV000391
DIR002856,MOV000392
DIR002710,MOV000393
DIR001427,MOV000394
DIR003033,MOV000395
DIR001018,MOV000396
DIR001904,MOV000397
DIR002036,MOV000398
DIR001037,MOV000399
DIR000733,MOV000400
DIR001144,MOV000401
DIR000815,MOV000402
DIR002719,MOV000403
DIR001818,MOV000404
DIR002573,MOV000405
DIR002872,MOV000406
DIR002222,MOV000407
DIR000016,MOV000408
DIR000767,MOV000409
DIR001704,MOV000410
DIR002060,MOV000411
DIR000260,MOV000412
DIR001747,MOV000413
DIR000348,MOV000414
DIR002488,MOV000415
DIR001081,MOV000416
DIR001150,MOV000417
DIR002656,MOV000418
DIR002485,MOV000419
DIR001405,MOV000420
DIR002387,MOV000421
DIR000846,MOV000422
DIR002429,MOV000423
DIR002294,MOV000424
DIR000206,MOV000425
DIR000287,MOV000426
DIR002905,MOV000427
DIR002437,MOV000428
DIR002607,MOV000429
DIR002334,MOV000430
DIR001648,MOV000431
DIR002315,MOV000432
DIR001233,MOV000433
DIR000228,MOV000434
DIR001050,MOV000435
DIR001326,MOV000436
DIR000707,MOV000437
DIR000998,MOV000438
DIR000410,MOV000439
DIR000007,MOV000440
DIR001231,MOV000441
DIR002615,MOV000442
DIR001806,MOV000443
DIR000255,MOV000444
DIR002563,MOV000445
DIR002277,MOV000446
DIR002657,MOV000447
DIR002161,MOV000448
DIR000981,MOV000449
DIR002988,MOV000450
DIR002101,MOV000451
DIR002889,MOV000452
DIR002224,MOV000453
DIR001825,MOV000454
DIR002005,MOV000455
DIR000507,MOV000456
DIR000543,MOV000457
DIR002142,MOV000458
DIR002743,MOV000459
DIR002583,MOV000460
DIR000723,MOV000461
DIR002373,MOV000462
DIR002934,MOV000463
DIR000466,MOV000464
DIR002383,MOV000465
DIR003060,MOV000466
DIR000499,MOV000467
DIR000470,MOV000468
DIR001502,MOV000469
DIR001638,MOV000470
DIR001196,MOV000471
DIR002159,MOV000472
DIR001840,MOV000473
DIR001175,MOV000474
DIR000120,MOV000475
DIR002502,MOV000476
DIR000970,MOV000477
DIR001876,MOV000478
DIR001575,MOV000479
DIR001515,MOV000480
DIR000102,MOV000481
DIR000103,MOV000482
DIR002944,MOV000483
DIR000628,MOV000484
DIR002848,MOV000485
DIR000070,MOV000486
DIR000607,MOV000487
DIR000016,MOV000488
DIR000180,MOV000489
DIR001485,MOV000490
DIR002045,MOV000491
DIR001522,MOV000492
DIR000739,MOV000493
DIR001773,MOV000494
DIR002637,MOV000495
DIR002501,MOV000496
DIR002393,MOV000497
DIR001607,MOV000498
DIR002346,MOV000499
DIR001259,MOV000500
DIR001310,MOV000501
DIR002351,MOV000502
DIR000274,MOV000503
DIR002448,MOV000504
DIR001176,MOV000505
DIR000629,MOV000506
DIR001894,MOV000507
DIR002380,MOV000508
DIR001123,MOV000509
DIR000847,MOV000510
DIR002719,MOV000511
DIR002412,MOV000512
DIR000226,MOV000513
DIR001001,MOV000514
DIR001513,MOV000515
DIR000867,MOV000516
DIR002520,MOV000517
DIR000539,MOV000518
DIR001255,MOV000519
DIR002031,MOV000520
DIR001352,MOV000521
DIR000496,MOV000522
DIR001033,MOV000523
DIR000780,MOV000524
DIR000632,MOV000525
DIR000373,MOV000526
DIR003000,MOV000527
DIR002570,MOV000528
DIR000166,MOV000529
DIR002636,MOV000530
DIR000376,MOV000531
DIR000199,MOV000532
DIR003037,MOV000533
DIR002449,MOV000534
DIR002456,MOV000535
DIR000077,MOV000536
DIR002246,MOV000537
DIR001509,MOV000538
DIR000898,MOV000539
DIR001896,MOV000540
DIR002422,MOV000541
DIR002478,MOV000542
DIR001641,MOV000543
DIR001802,MOV000544
DIR002014,MOV000545
DIR001950,MOV000546
DIR002288,MOV000547
DIR001097,MOV000548
DIR002414,MOV000549
DIR001522,MOV000550
DIR002143,MOV000551
DIR001745,MOV000552
DIR003056,MOV000553
DIR001059,MOV000554
DIR000204,MOV000555
DIR001297,MOV000556
DIR002902,MOV000557
DIR001667,MOV000558
DIR000228,MOV000559
DIR001455,MOV000560
DIR000851,MOV000561
DIR000343,MOV000562
DIR000052,MOV000563
DIR002773,MOV000564
DIR000687,MOV000565
DIR002926,MOV000566
DIR000129,MOV000567
DIR002293,MOV000568
DIR001306,MOV000569
DIR000251,MOV000570
DIR001173,MOV000571
DIR001196,MOV000572
DIR000296,MOV000573
DIR000147,MOV000574
DIR001858,MOV000575
DIR002264,MOV000576
DIR000802,MOV000577
DIR000832,MOV000578
DIR000107,MOV000579
DIR002690,MOV000580
DIR000088,MOV000581
DIR002162,MOV000582
DIR000007,MOV000583
DIR002472,MOV000584
DIR001652,MOV000585
DIR000122,MOV000586
DIR002417,MOV000587
DIR000750,MOV000588
DIR001020,MOV000589
DIR000772,MOV000590
DIR000355,MOV000591
DIR001977,MOV000592
DIR000749,MOV000593
DIR000280,MOV000594
DIR002466,MOV000595
DIR000985,MOV000596
DIR000732,MOV000597
DIR001658,MOV000598
DIR001388,MOV000599
DIR000451,MOV000600
DIR001845,MOV000601
DIR002047,MOV000602
DIR002099,MOV000603
DIR002502,MOV000604
DIR002376,MOV000605
DIR002441,MOV000606
DIR000741,MOV000607
DIR002403,MOV000608
DIR000835,MOV000609
DIR000252,MOV000610
DIR001364,MOV000611
DIR001651,MOV000612
DIR001226,MOV000613
DIR000244,MOV000614
DIR002880,MOV000615
DIR002928,MOV000616
DIR002677,MOV000617
DIR001120,MOV000618
DIR000872,MOV000619
DIR001405,MOV000620
DIR000553,MOV000621
DIR002085,MOV000622
DIR002114,MOV000623
DIR002358,MOV000624
DIR000234,MOV000625
DIR002574,MOV000626
DIR000514,MOV000627
DIR002683,MOV000628
DIR001058,MOV000629
DIR002531,MOV000630
DIR002229,MOV000631
DIR002651,MOV000632
DIR003000,MOV000633
DIR002528,MOV000634
DIR000868,MOV000635
DIR000031,MOV000636
DIR002762,MOV000637
DIR002794,MOV000638
DIR001865,MOV000639
DIR001088,MOV000640
DIR001836,MOV000641
DIR001397,MOV000642
DIR000477,MOV000643
DIR000861,MOV000644
DIR000192,MOV000645
DIR002619,MOV000646
DIR000439,MOV000647
DIR000450,MOV000648
DIR002788,MOV000649
DIR002837,MOV000650
DIR002633,MOV000651
DIR002580,MOV000652
DIR001620,MOV000653
DIR000827,MOV000654
DIR002133,MOV000655
DIR001136,MOV000656
DIR000925,MOV000657
DIR001563,MOV000658
DIR002388,MOV000659
DIR000254,MOV000660
DIR002347,MOV000661
DIR000738,MOV000662
DIR000744,MOV000663
DIR001509,MOV000664
DIR002491,MOV000665
DIR001648,MOV000666
DIR000595,MOV000667
DIR001435,MOV000668
DIR001294,MOV000669
DIR000234,MOV000670
DIR002601,MOV000671
DIR002975,MOV000672
DIR000263,MOV000673
DIR002142,MOV000674
DIR001402,MOV000675
DIR001241,MOV000676
DIR001854,MOV000677
DIR002041,MOV000678
DIR001232,MOV000679
DIR001502,MOV000680
DIR003009,MOV000681
DIR001956,MOV000682
DIR001028,MOV000683
DIR002721,MOV000684
DIR002666,MOV000685
DIR000918,MOV000686
DIR000447,MOV000687
DIR001235,MOV000688
DIR002013,MOV000689
DIR002528,MOV000690
DIR001894,MOV000691
DIR002008,MOV000692
DIR000290,MOV000693
DIR001977,MOV000694
DIR001863,MOV000695
DIR000686,MOV000696
DIR000265,MOV000697
DIR000092,MOV000698
DIR002473,MOV000699
DIR002893,MOV000700
DIR000528,MOV000701
DIR001868,MOV000702
DIR000416,MOV000703
DIR001040,MOV000704
DIR001486,MOV000705
DIR001046,MOV000706
DIR001341,MOV000707
DIR000760,MOV000708
DIR000208,MOV000709
DIR000615,MOV000710
DIR000652,MOV000711
DIR001396,MOV000712
DIR002476,MOV000713
DIR001399,MOV000714
DIR001845,MOV000715
DIR000899,MOV000716
DIR000416,MOV000717
DIR002313,MOV000718
DIR001759,MOV000719
DIR002776,MOV000720
DIR001350,MOV000721
DIR002159,MOV000722
DIR002515,MOV000723
DIR001747,MOV000724
DIR002334,MOV000725
DIR002130,MOV000726
DIR002257,MOV000727
DIR000112,MOV000728
DIR000093,MOV000729
DIR002193,MOV000730
DIR003040,MOV000731
DIR002242,MOV000732
DIR002649,MOV000733
DIR002580,MOV000734
DIR000139,MOV000735
DIR000953,MOV000736
DIR000465,MOV000737
DIR002123,MOV000738
DIR002246,MOV000739
DIR001496,MOV000740
DIR001535,MOV000741
DIR001192,MOV000742
DIR002601,MOV000743
DIR000723,MOV000744
DIR001272,MOV000745
DIR002531,MOV000746
DIR002027,MOV000747
DIR002991,MOV000748
DIR000790,MOV000749
DIR002326,MOV000750
DIR001838,MOV000751
DIR001683,MOV000752
DIR001225,MOV000753
DIR001242,MOV000754
DIR000656,MOV000755
DIR001167,MOV000756
DIR001284,MOV000757
DIR001701,MOV000758
DIR001701,MOV000759
DIR000242,MOV000760
DIR001795,MOV000761
DIR000219,MOV000762
DIR002318,MOV000763
DIR001024,MOV000764
DIR001602,MOV000765
DIR000111,MOV000766
DIR001240,MOV000767
DIR002397,MOV000768
DIR000218,MOV000769
DIR000899,MOV000770
DIR002958,MOV000771
DIR001382,MOV000772
DIR000032,MOV000773
DIR000146,MOV000774
DIR000261,MOV000775
DIR000017,MOV000776
DIR001518,MOV000777
DIR001953,MOV000778
DIR000453,MOV000779
DIR001228,MOV000780
DIR001795,MOV000781
DIR000701,MOV000782
DIR002220,MOV000783
DIR000552,MOV000784
DIR001769,MOV000785
DIR000923,MOV000786
DIR001805,MOV000787
DIR000433,MOV000788
DIR000660,MOV000789
DIR000016,MOV000790
DIR000698,MOV000791
DIR002843,MOV000792
DIR002351,MOV000793
DIR002658,MOV000794
DIR000378,MOV000795
DIR002044,MOV000796
DIR001230,MOV000797
DIR001455,MOV000798
DIR002768,MOV000799
DIR002449,MOV000800
DIR000951,MOV000801
DIR001540,MOV000802
DIR001806,MOV000803
DIR001947,MOV000804
DIR000916,MOV000805
DIR000799,MOV000806
DIR002803,MOV000807
DIR002814,MOV000808
DIR000890,MOV000809
DIR002631,MOV000810
DIR002803,MOV000811
DIR001529,MOV000812
DIR002471,MOV000813
DIR001301,MOV000814
DIR002512,MOV000815
DIR002162,MOV000816
DIR001340,MOV000817
DIR002515,MOV000818
DIR000388,MOV000819
DIR001321,MOV000820
DIR000692,MOV000821
DIR000621,MOV000822
DIR000708,MOV000823
DIR002745,MOV000824
DIR000819,MOV000825
DIR000058,MOV000826
DIR001667,MOV000827
DIR000360,MOV000828
DIR002244,MOV000829
DIR001791,MOV000830
DIR001705,MOV000831
DIR000459,MOV000832
DIR002296,MOV000833
DIR002654,MOV000834
DIR002735,MOV000835
DIR001753,MOV000836
DIR002367,MOV000837
DIR002537,MOV000838
DIR001353,MOV000839
DIR000858,MOV000840
DIR000927,MOV000841
DIR000070,MOV000842
DIR001470,MOV000843
DIR000353,MOV000844
DIR000199,MOV000845
DIR002270,MOV000846
DIR003008,MOV000847
DIR001019,MOV000848
DIR001793,MOV000849
DIR002710,MOV000850
DIR000383,MOV000851
DIR002826,MOV000852
DIR000474,MOV000853
DIR003022,MOV000854
DIR002639,MOV000855
DIR001290,MOV000856
DIR002030,MOV000857
DIR000505,MOV000858
DIR002268,MOV000859
DIR002292,MOV000860
DIR002359,MOV000861
DIR002141,MOV000862
DIR000216,MOV000863
DIR003055,MOV000864
DIR002537,MOV000865
DIR001875,MOV000866
DIR002615,MOV000867
DIR001251,MOV000868
DIR000429,MOV000869
DIR002234,MOV000870
DIR001280,MOV000871
DIR002285,MOV000872
DIR002984,MOV000873
DIR002279,MOV000874
DIR001708,MOV000875
DIR000920,MOV000876
DIR002211,MOV000877
DIR000122,MOV000878
DIR002040,MOV000879
DIR001010,MOV000880
DIR001222,MOV000881
DIR002076,MOV000882
DIR000059,MOV000883
DIR000771,MOV000884
DIR000159,MOV000885
DIR001783,MOV000886
DIR000879,MOV000887
DIR002268,MOV000888
DIR001390,MOV000889
DIR000633,MOV000890
DIR002104,MOV000891
DIR000100,MOV000892
DIR002406,MOV000893
DIR001419,MOV000894
DIR000373,MOV000895
DIR001331,MOV000896
DIR002536,MOV000897
DIR002732,MOV000898
DIR002429,MOV000899
DIR001859,MOV000900
DIR001121,MOV000901
DIR000062,MOV000902
DIR003043,MOV000903
DIR000659,MOV000904
DIR000277,MOV000905
DIR001704,MOV000906
DIR001698,MOV000907
DIR000061,MOV000908
DIR000136,MOV000909
DIR000734,MOV000910
DIR000606,MOV000911
DIR000975,MOV000912
DIR001381,MOV000913
DIR001271,MOV000914
DIR002168,MOV000915
DIR001060,MOV000916
DIR002185,MOV000917
DIR002310,MOV000918
DIR001758,MOV000919
DIR001229,MOV000920
DIR000106,MOV000921
DIR001617,MOV000922
DIR000983,MOV000923
DIR001784,MOV000924
DIR000874,MOV000925
DIR002512,MOV000926
DIR000686,MOV000927
DIR001251,MOV000928
DIR000345,MOV000929
DIR000403,MOV000930
DIR000259,MOV000931
DIR000872,MOV000932
DIR000818,MOV000933
DIR002876,MOV000934
DIR001102,MOV000935
DIR002509,MOV000936
DIR001611,MOV000937
DIR001531,MOV000938
DIR001860,MOV000939
DIR001636,MOV000940
DIR002921,MOV000941
DIR000325,MOV000942
DIR002935,MOV000943
DIR001218,MOV000944
DIR001501,MOV000945
DIR002006,MOV000946
DIR001575,MOV000947
DIR001302,MOV000948
DIR002698,MOV000949
DIR001255,MOV000950
DIR000451,MOV000951
DIR001080,MOV000952
DIR002983,MOV000953
DIR002688,MOV000954
DIR001874,MOV000955
DIR000119,MOV000956
DIR001874,MOV000957
DIR000844,MOV000958
DIR002373,MOV000959
DIR000030,MOV000960
DIR000384,MOV000961
DIR000412,MOV000962
DIR002557,MOV000963
DIR000345,MOV000964
DIR001074,MOV000965
DIR001167,MOV000966
DIR003052,MOV000967
DIR001775,MOV000968
DIR000750,MOV000969
DIR000285,MOV000970
DIR001815,MOV000971
DIR002626,MOV000972
DIR001409,MOV000973
DIR001908,MOV000974
DIR002485,MOV000975
DIR002545,MOV000976
DIR001213,MOV000977
DIR002167,MOV000978
DIR001325,MOV000979
DIR001954,MOV000980
DIR001860,MOV000981
DIR000575,MOV000982
DIR002873,MOV000983
DIR000244,MOV000984
DIR000967,MOV000985
DIR000421,MOV000986
DIR002337,MOV000987
DIR000368,MOV000988
DIR001101,MOV000989
DIR001788,MOV000990
DIR001645,MOV000991
DIR001748,MOV000992
DIR000928,MOV000993
DIR000022,MOV000994
DIR002825,MOV000995
DIR000309,MOV000996
DIR000429,MOV000997
DIR000539,MOV000998
DIR002428,MOV000999
DIR001408,MOV001000
DIR000230,MOV001001
DIR001175,MOV001002
DIR002687,MOV001003
DIR003034,MOV001004
DIR000971,MOV001005
DIR002818,MOV001006
DIR002880,MOV001007
DIR000158,MOV001008
DIR000083,MOV001009
DIR001192,MOV001010
DIR000044,MOV001011
DIR001278,MOV001012
DIR001465,MOV001013
DIR002128,MOV001014
DIR001619,MOV001015
DIR002955,MOV001016
DIR000389,MOV001017
DIR002140,MOV001018
DIR000359,MOV001019
DIR000732,MOV001020
DIR001302,MOV001021
DIR001675,MOV001022
DIR000759,MOV001023
DIR002553,MOV001024
DIR001465,MOV001025
DIR000471,MOV001026
DIR001839,MOV001027
DIR001132,MOV001028
DIR000814,MOV001029
DIR000475,MOV001030
DIR000126,MOV001031
DIR001048,MOV001032
DIR002497,MOV001033
DIR000098,MOV001034
DIR000839,MOV001035
DIR000088,MOV001036
DIR001315,MOV001037
DIR001125,MOV001038
DIR002771,MOV001039
DIR000714,MOV001040
DIR000026,MOV001041
DIR001574,MOV001042
DIR000187,MOV001043
DIR002599,MOV001044
DIR000845,MOV001045
DIR000954,MOV001046
DIR000334,MOV001047
DIR001586,MOV001048
DIR002963,MOV001049
DIR002495,MOV001050
DIR002471,MOV001051
DIR000646,MOV001052
DIR002383,MOV001053
DIR002115,MOV001054
DIR001050,MOV001055
DIR000290,MOV001056
DIR003023,MOV001057
DIR001385,MOV001058
DIR002533,MOV001059
DIR002711,MOV001060
DIR001715,MOV001061
DIR001300,MOV001062
DIR001385,MOV001063
DIR000512,MOV001064
DIR001047,MOV001065
DIR001571,MOV001066
DIR002994,MOV001067
DIR002460,MOV001068
DIR001667,MOV001069
DIR001071,MOV001070
DIR002082,MOV001071
DIR000314,MOV001072
DIR001595,MOV001073
DIR001305,MOV001074
DIR001288,MOV001075
DIR002551,MOV001076
DIR001976,MOV001077
DIR001554,MOV001078
DIR001835,MOV001079
DIR000417,MOV001080
DIR002324,MOV001081
DIR002364,MOV001082
DIR001965,MOV001083
DIR001754,MOV001084
DIR002080,MOV001085
DIR000551,MOV001086
DIR001218,MOV001087
DIR001006,MOV001088
DIR003052,MOV001089
DIR002267,MOV001090
DIR000526,MOV001091
DIR001853,MOV001092
DIR001852,MOV001093
DIR000260,MOV001094
DIR002970,MOV001095
DIR002150,MOV001096
DIR000040,MOV001097
DIR001580,MOV001098
DIR001567,MOV001099
DIR001599,MOV001100
DIR001263,MOV001101
DIR002707,MOV001102
DIR001990,MOV001103
DIR002951,MOV001104
DIR000103,MOV001105
DIR002000,MOV001106
DIR001283,MOV001107
DIR000693,MOV001108
DIR001864,MOV001109
DIR003057,MOV001110
DIR001394,MOV001111
DIR001422,MOV001112
DIR000341,MOV001113
DIR000344,MOV001114
DIR000975,MOV001115
DIR002931,MOV001116
DIR001889,MOV001117
DIR000727,MOV001118
DIR001561,MOV001119
DIR000977,MOV001120
DIR001539,MOV001121
DIR001493,MOV001122
DIR002806,MOV001123
DIR000053,MOV001124
DIR000804,MOV001125
DIR000334,MOV001126
DIR002738,MOV001127
DIR001074,MOV001128
DIR001963,MOV001129
DIR001638,MOV001130
DIR002744,MOV001131
DIR000698,MOV001132
DIR002379,MOV001133
DIR001912,MOV001134
DIR000175,MOV001135
DIR001152,MOV001136
DIR000577,MOV001137
DIR002335,MOV001138
DIR003028,MOV001139
DIR000748,MOV001140
DIR002611,MOV001141
DIR000136,MOV001142
DIR000776,MOV001143
DIR001862,MOV001144
DIR002911,MOV001145
DIR001974,MOV001146
DIR001887,MOV001147
DIR000298,MOV001148
DIR001505,MOV001149
DIR002548,MOV001150
DIR001961,MOV001151
DIR000338,MOV001152
DIR002638,MOV001153
DIR002987,MOV001154
DIR002823,MOV001155
DIR000066,MOV001156
DIR002796,MOV001157
DIR001235,MOV001158
DIR001745,MOV001159
DIR002379,MOV001160
DIR002797,MOV001161
DIR000979,MOV001162
DIR001091,MOV001163
DIR002095,MOV001164
