pelicula_id,actor_id
MOV000030,ACT000046
MOV000030,ACT000059
MOV000030,ACT000131
MOV000030,ACT000318
MOV000030,ACT000162
MOV000031,ACT000077
MOV000031,ACT000257
MOV000031,ACT000035
MOV000031,ACT000039
MOV000031,ACT000270
MOV000031,ACT000254
MOV000031,ACT000061
MOV000031,ACT000188
MOV000032,ACT000501
MOV000032,ACT000290
MOV000032,ACT000121
MOV000032,ACT000306
MOV000032,ACT000123
MOV000032,ACT000038
MOV000032,ACT000258
MOV000032,ACT000181
MOV000032,ACT000483
MOV000033,ACT000309
MOV000033,ACT000436
MOV000033,ACT000457
MOV000033,ACT000471
MOV000033,ACT000006
MOV000033,ACT000205
MOV000033,ACT000324
MOV000033,ACT000261
MOV000033,ACT000383
MOV000033,ACT000147
MOV000034,ACT000191
MOV000034,ACT000186
MOV000034,ACT000169
MOV000034,ACT000065
MOV000034,ACT000441
MOV000034,ACT000156
MOV000034,ACT000212
MOV000034,ACT000333
MOV000034,ACT000382
MOV000034,ACT000267
MOV000034,ACT000421
MOV000034,ACT000200
MOV000034,ACT000506
MOV000035,ACT000365
MOV000035,ACT000098
MOV000035,ACT000220
MOV000035,ACT000217
MOV000035,ACT000473
MOV000035,ACT000096
MOV000035,ACT000078
MOV000035,ACT000496
MOV000035,ACT000497
MOV000035,ACT000384
MOV000035,ACT000011
MOV000035,ACT000396
MOV000035,ACT000405
MOV000036,ACT000151
MOV000036,ACT000544
MOV000036,ACT000206
MOV000036,ACT000475
MOV000036,ACT000441
MOV000036,ACT000393
MOV000036,ACT000107
MOV000036,ACT000460
MOV000036,ACT000276
MOV000036,ACT000224
MOV000036,ACT000034
MOV000036,ACT000254
MOV000036,ACT000251
MOV000037,ACT000102
MOV000037,ACT000020
MOV000037,ACT000240
MOV000037,ACT000278
MOV000037,ACT000191
MOV000037,ACT000558
MOV000037,ACT000310
MOV000037,ACT000483
MOV000037,ACT000056
MOV000037,ACT000469
MOV000037,ACT000215
MOV000038,ACT000350
MOV000038,ACT000499
MOV000038,ACT000255
MOV000038,ACT000420
MOV000038,ACT000422
MOV000038,ACT000053
MOV000039,ACT000201
MOV000039,ACT000455
MOV000039,ACT000017
MOV000039,ACT000216
MOV000039,ACT000318
MOV000039,ACT000040
MOV000039,ACT000364
MOV000039,ACT000189
MOV000039,ACT000084
MOV000039,ACT000170
MOV000040,ACT000519
MOV000040,ACT000108
MOV000040,ACT000301
MOV000040,ACT000344
MOV000040,ACT000516
MOV000040,ACT000279
MOV000040,ACT000418
MOV000040,ACT000068
MOV000040,ACT000022
MOV000040,ACT000261
MOV000040,ACT000003
MOV000040,ACT000275
MOV000040,ACT000124
MOV000041,ACT000220
MOV000041,ACT000022
MOV000041,ACT000530
MOV000041,ACT000388
MOV000041,ACT000502
MOV000041,ACT000059
MOV000041,ACT000504
MOV000041,ACT000224
MOV000041,ACT000214
MOV000041,ACT000545
MOV000041,ACT000423
MOV000041,ACT000289
MOV000041,ACT000477
MOV000041,ACT000462
MOV000042,ACT000434
MOV000042,ACT000221
MOV000042,ACT000208
MOV000042,ACT000371
MOV000042,ACT000147
MOV000042,ACT000380
MOV000042,ACT000408
MOV000042,ACT000530
MOV000042,ACT000508
MOV000042,ACT000163
MOV000042,ACT000368
MOV000042,ACT000035
MOV000043,ACT000420
MOV000043,ACT000040
MOV000043,ACT000350
MOV000043,ACT000424
MOV000043,ACT000363
MOV000043,ACT000061
MOV000044,ACT000516
MOV000044,ACT000246
MOV000044,ACT000305
MOV000044,ACT000396
MOV000044,ACT000505
MOV000044,ACT000409
MOV000044,ACT000332
MOV000044,ACT000257
MOV000044,ACT000470
MOV000044,ACT000359
MOV000044,ACT000052
MOV000045,ACT000539
MOV000045,ACT000126
MOV000045,ACT000444
MOV000045,ACT000376
MOV000045,ACT000317
MOV000045,ACT000483
MOV000045,ACT000143
MOV000045,ACT000034
MOV000045,ACT000363
MOV000045,ACT000162
MOV000045,ACT000476
MOV000045,ACT000093
MOV000045,ACT000305
MOV000046,ACT000172
MOV000046,ACT000244
MOV000046,ACT000060
MOV000046,ACT000147
MOV000046,ACT000013
MOV000046,ACT000073
MOV000046,ACT000480
MOV000046,ACT000559
MOV000046,ACT000279
MOV000046,ACT000363
MOV000046,ACT000159
MOV000047,ACT000478
MOV000047,ACT000023
MOV000047,ACT000457
MOV000047,ACT000470
MOV000047,ACT000081
MOV000047,ACT000374
MOV000047,ACT000423
MOV000047,ACT000213
MOV000047,ACT000087
MOV000047,ACT000232
MOV000048,ACT000343
MOV000048,ACT000035
MOV000048,ACT000319
MOV000048,ACT000481
MOV000048,ACT000325
MOV000048,ACT000131
MOV000048,ACT000076
MOV000048,ACT000111
MOV000048,ACT000527
MOV000048,ACT000183
MOV000048,ACT000341
MOV000048,ACT000258
MOV000049,ACT000046
MOV000049,ACT000527
MOV000049,ACT000330
MOV000049,ACT000104
MOV000049,ACT000040
MOV000049,ACT000031
MOV000049,ACT000440
MOV000049,ACT000041
MOV000049,ACT000355
MOV000049,ACT000197
MOV000049,ACT000138
MOV000049,ACT000043
MOV000049,ACT000186
MOV000049,ACT000422
MOV000049,ACT000085
MOV000050,ACT000355
MOV000050,ACT000415
MOV000050,ACT000372
MOV000050,ACT000240
MOV000050,ACT000531
MOV000050,ACT000500
MOV000050,ACT000418
MOV000051,ACT000217
MOV000051,ACT000490
MOV000051,ACT000320
MOV000051,ACT000055
MOV000051,ACT000360
MOV000051,ACT000503
MOV000051,ACT000195
MOV000051,ACT000468
MOV000051,ACT000405
MOV000051,ACT000172
MOV000051,ACT000086
MOV000051,ACT000483
MOV000051,ACT000130
MOV000051,ACT000369
MOV000052,ACT000234
MOV000052,ACT000498
MOV000052,ACT000247
MOV000052,ACT000405
MOV000052,ACT000245
MOV000052,ACT000251
MOV000052,ACT000391
MOV000052,ACT000536
MOV000052,ACT000279
MOV000052,ACT000416
MOV000052,ACT000016
MOV000052,ACT000254
MOV000052,ACT000459
MOV000053,ACT000528
MOV000053,ACT000248
MOV000053,ACT000558
MOV000053,ACT000055
MOV000053,ACT000199
MOV000053,ACT000289
MOV000053,ACT000031
MOV000053,ACT000106
MOV000053,ACT000478
MOV000053,ACT000061
MOV000054,ACT000469
MOV000054,ACT000315
MOV000054,ACT000280
MOV000054,ACT000175
MOV000054,ACT000366
MOV000054,ACT000467
MOV000055,ACT000232
MOV000055,ACT000500
MOV000055,ACT000129
MOV000055,ACT000323
MOV000055,ACT000492
MOV000055,ACT000122
MOV000055,ACT000180
MOV000055,ACT000075
MOV000055,ACT000114
MOV000055,ACT000110
MOV000055,ACT000096
MOV000055,ACT000251
MOV000055,ACT000336
MOV000055,ACT000495
MOV000056,ACT000404
MOV000056,ACT000043
MOV000056,ACT000418
MOV000056,ACT000100
MOV000056,ACT000494
MOV000056,ACT000091
MOV000056,ACT000394
MOV000056,ACT000177
MOV000056,ACT000214
MOV000056,ACT000438
MOV000057,ACT000332
MOV000057,ACT000160
MOV000057,ACT000067
MOV000057,ACT000131
MOV000057,ACT000250
MOV000058,ACT000319
MOV000058,ACT000150
MOV000058,ACT000094
MOV000058,ACT000293
MOV000058,ACT000114
MOV000058,ACT000494
MOV000058,ACT000555
MOV000058,ACT000072
MOV000058,ACT000454
MOV000058,ACT000401
MOV000058,ACT000381
MOV000058,ACT000212
MOV000059,ACT000106
MOV000059,ACT000184
MOV000059,ACT000089
MOV000059,ACT000477
MOV000059,ACT000024
MOV000059,ACT000256
MOV000059,ACT000489
MOV000059,ACT000042
MOV000059,ACT000394
MOV000059,ACT000151
MOV000059,ACT000113
MOV000059,ACT000264
MOV000059,ACT000437
MOV000059,ACT000200
MOV000060,ACT000363
MOV000060,ACT000536
MOV000060,ACT000134
MOV000060,ACT000356
MOV000060,ACT000352
MOV000060,ACT000133
MOV000060,ACT000461
MOV000060,ACT000201
MOV000060,ACT000331
MOV000060,ACT000465
MOV000060,ACT000266
MOV000060,ACT000557
MOV000060,ACT000253
MOV000060,ACT000258
MOV000060,ACT000067
MOV000061,ACT000101
MOV000061,ACT000545
MOV000061,ACT000557
MOV000061,ACT000529
MOV000061,ACT000548
MOV000062,ACT000207
MOV000062,ACT000447
MOV000062,ACT000021
MOV000062,ACT000155
MOV000062,ACT000128
MOV000062,ACT000512
MOV000062,ACT000244
MOV000063,ACT000367
MOV000063,ACT000327
MOV000063,ACT000304
MOV000063,ACT000334
MOV000063,ACT000164
MOV000063,ACT000154
MOV000063,ACT000188
MOV000063,ACT000186
MOV000063,ACT000450
MOV000063,ACT000316
MOV000064,ACT000142
MOV000064,ACT000421
MOV000064,ACT000204
MOV000064,ACT000332
MOV000064,ACT000007
MOV000064,ACT000534
MOV000064,ACT000500
MOV000064,ACT000398
MOV000065,ACT000398
MOV000065,ACT000137
MOV000065,ACT000251
MOV000065,ACT000155
MOV000065,ACT000194
MOV000065,ACT000309
MOV000065,ACT000099
MOV000065,ACT000065
MOV000065,ACT000429
MOV000065,ACT000179
MOV000065,ACT000017
MOV000065,ACT000133
MOV000065,ACT000454
MOV000066,ACT000532
MOV000066,ACT000293
MOV000066,ACT000362
MOV000066,ACT000088
MOV000066,ACT000548
MOV000066,ACT000341
MOV000066,ACT000140
MOV000066,ACT000529
MOV000066,ACT000464
MOV000066,ACT000200
MOV000066,ACT000348
MOV000067,ACT000165
MOV000067,ACT000015
MOV000067,ACT000484
MOV000067,ACT000459
MOV000067,ACT000539
MOV000067,ACT000155
MOV000068,ACT000271
MOV000068,ACT000337
MOV000068,ACT000252
MOV000068,ACT000474
MOV000068,ACT000084
MOV000068,ACT000145
MOV000068,ACT000508
MOV000068,ACT000267
MOV000069,ACT000523
MOV000069,ACT000127
MOV000069,ACT000332
MOV000069,ACT000017
MOV000069,ACT000001
MOV000069,ACT000044
MOV000069,ACT000295
MOV000070,ACT000178
MOV000070,ACT000078
MOV000070,ACT000514
MOV000070,ACT000125
MOV000070,ACT000326
MOV000070,ACT000385
MOV000070,ACT000328
MOV000070,ACT000176
MOV000070,ACT000352
MOV000070,ACT000448
MOV000070,ACT000510
MOV000070,ACT000048
MOV000071,ACT000159
MOV000071,ACT000445
MOV000071,ACT000468
MOV000071,ACT000001
MOV000071,ACT000105
MOV000071,ACT000057
MOV000071,ACT000155
MOV000071,ACT000216
MOV000071,ACT000352
MOV000071,ACT000513
MOV000071,ACT000536
MOV000071,ACT000447
MOV000071,ACT000116
MOV000071,ACT000522
MOV000071,ACT000242
MOV000072,ACT000274
MOV000072,ACT000282
MOV000072,ACT000115
MOV000072,ACT000339
MOV000072,ACT000414
MOV000072,ACT000070
MOV000072,ACT000123
MOV000072,ACT000333
MOV000072,ACT000006
MOV000072,ACT000287
MOV000072,ACT000403
MOV000073,ACT000270
MOV000073,ACT000299
MOV000073,ACT000273
MOV000073,ACT000212
MOV000073,ACT000208
MOV000073,ACT000517
MOV000073,ACT000344
MOV000073,ACT000052
MOV000073,ACT000469
MOV000073,ACT000363
MOV000073,ACT000283
MOV000073,ACT000165
MOV000073,ACT000545
MOV000074,ACT000097
MOV000074,ACT000203
MOV000074,ACT000096
MOV000074,ACT000468
MOV000074,ACT000445
MOV000074,ACT000390
MOV000074,ACT000428
MOV000074,ACT000152
MOV000074,ACT000407
MOV000074,ACT000087
MOV000074,ACT000054
MOV000074,ACT000396
MOV000074,ACT000130
MOV000074,ACT000019
MOV000075,ACT000113
MOV000075,ACT000080
MOV000075,ACT000483
MOV000075,ACT000392
MOV000075,ACT000142
MOV000075,ACT000218
MOV000075,ACT000471
MOV000076,ACT000312
MOV000076,ACT000426
MOV000076,ACT000401
MOV000076,ACT000087
MOV000076,ACT000228
MOV000076,ACT000484
MOV000076,ACT000408
MOV000076,ACT000379
MOV000076,ACT000470
MOV000076,ACT000263
MOV000076,ACT000225
MOV000076,ACT000499
MOV000076,ACT000028
MOV000076,ACT000375
MOV000076,ACT000127
MOV000077,ACT000329
MOV000077,ACT000446
MOV000077,ACT000516
MOV000077,ACT000413
MOV000077,ACT000481
MOV000077,ACT000500
MOV000077,ACT000465
MOV000077,ACT000403
MOV000077,ACT000118
MOV000077,ACT000222
MOV000077,ACT000522
MOV000077,ACT000321
MOV000077,ACT000310
MOV000077,ACT000423
MOV000077,ACT000081
MOV000078,ACT000396
MOV000078,ACT000403
MOV000078,ACT000226
MOV000078,ACT000304
MOV000078,ACT000259
MOV000078,ACT000293
MOV000079,ACT000535
MOV000079,ACT000500
MOV000079,ACT000180
MOV000079,ACT000437
MOV000079,ACT000397
MOV000079,ACT000187
MOV000079,ACT000261
MOV000079,ACT000502
MOV000079,ACT000095
MOV000079,ACT000106
MOV000079,ACT000550
MOV000079,ACT000021
MOV000079,ACT000549
MOV000080,ACT000283
MOV000080,ACT000047
MOV000080,ACT000096
MOV000080,ACT000530
MOV000080,ACT000461
MOV000080,ACT000328
MOV000080,ACT000558
MOV000081,ACT000036
MOV000081,ACT000017
MOV000081,ACT000185
MOV000081,ACT000554
MOV000081,ACT000351
MOV000081,ACT000387
MOV000081,ACT000377
MOV000081,ACT000485
MOV000082,ACT000326
MOV000082,ACT000044
MOV000082,ACT000331
MOV000082,ACT000312
MOV000082,ACT000181
MOV000082,ACT000029
MOV000082,ACT000308
MOV000082,ACT000339
MOV000082,ACT000032
MOV000082,ACT000093
MOV000083,ACT000368
MOV000083,ACT000208
MOV000083,ACT000520
MOV000083,ACT000548
MOV000083,ACT000488
MOV000083,ACT000078
MOV000083,ACT000464
MOV000083,ACT000255
MOV000083,ACT000210
MOV000084,ACT000254
MOV000084,ACT000285
MOV000084,ACT000437
MOV000084,ACT000123
MOV000084,ACT000533
MOV000084,ACT000294
MOV000084,ACT000030
MOV000084,ACT000184
MOV000084,ACT000298
MOV000084,ACT000555
MOV000085,ACT000094
MOV000085,ACT000424
MOV000085,ACT000350
MOV000085,ACT000329
MOV000085,ACT000378
MOV000085,ACT000023
MOV000085,ACT000542
MOV000085,ACT000214
MOV000085,ACT000092
MOV000086,ACT000182
MOV000086,ACT000254
MOV000086,ACT000494
MOV000086,ACT000142
MOV000086,ACT000534
MOV000086,ACT000084
MOV000086,ACT000500
MOV000086,ACT000040
MOV000086,ACT000412
MOV000086,ACT000282
MOV000086,ACT000204
MOV000086,ACT000395
MOV000087,ACT000442
MOV000087,ACT000032
MOV000087,ACT000500
MOV000087,ACT000064
MOV000087,ACT000316
MOV000087,ACT000269
MOV000087,ACT000489
MOV000087,ACT000358
MOV000088,ACT000350
MOV000088,ACT000020
MOV000088,ACT000290
MOV000088,ACT000246
MOV000088,ACT000266
MOV000088,ACT000310
MOV000088,ACT000454
MOV000088,ACT000191
MOV000088,ACT000468
MOV000089,ACT000020
MOV000089,ACT000267
MOV000089,ACT000413
MOV000089,ACT000199
MOV000089,ACT000488
MOV000089,ACT000073
MOV000089,ACT000106
MOV000089,ACT000434
MOV000089,ACT000479
MOV000089,ACT000363
MOV000089,ACT000153
MOV000089,ACT000103
MOV000089,ACT000063
MOV000089,ACT000406
MOV000090,ACT000255
MOV000090,ACT000035
MOV000090,ACT000347
MOV000090,ACT000464
MOV000090,ACT000200
MOV000090,ACT000170
MOV000090,ACT000454
MOV000090,ACT000187
MOV000090,ACT000287
MOV000090,ACT000219
MOV000090,ACT000422
MOV000090,ACT000335
MOV000091,ACT000515
MOV000091,ACT000233
MOV000091,ACT000079
MOV000091,ACT000503
MOV000091,ACT000169
MOV000091,ACT000125
MOV000091,ACT000513
MOV000091,ACT000052
MOV000091,ACT000437
MOV000091,ACT000026
MOV000092,ACT000191
MOV000092,ACT000138
MOV000092,ACT000474
MOV000092,ACT000235
MOV000092,ACT000370
MOV000092,ACT000292
MOV000092,ACT000119
MOV000092,ACT000183
MOV000092,ACT000053
MOV000092,ACT000166
MOV000092,ACT000130
MOV000092,ACT000322
MOV000092,ACT000010
MOV000092,ACT000404
MOV000093,ACT000186
MOV000093,ACT000333
MOV000093,ACT000192
MOV000093,ACT000430
MOV000093,ACT000309
MOV000093,ACT000156
MOV000093,ACT000299
MOV000093,ACT000148
MOV000093,ACT000403
MOV000093,ACT000275
MOV000093,ACT000239
MOV000093,ACT000513
MOV000093,ACT000201
MOV000094,ACT000187
MOV000094,ACT000219
MOV000094,ACT000111
MOV000094,ACT000067
MOV000094,ACT000288
MOV000094,ACT000050
MOV000094,ACT000153
MOV000094,ACT000216
MOV000095,ACT000053
MOV000095,ACT000260
MOV000095,ACT000453
MOV000095,ACT000247
MOV000095,ACT000309
MOV000095,ACT000270
MOV000095,ACT000360
MOV000095,ACT000070
MOV000095,ACT000046
MOV000095,ACT000181
MOV000095,ACT000422
MOV000095,ACT000322
MOV000095,ACT000403
MOV000096,ACT000036
MOV000096,ACT000333
MOV000096,ACT000228
MOV000096,ACT000532
MOV000096,ACT000323
MOV000096,ACT000170
MOV000096,ACT000398
MOV000096,ACT000114
MOV000096,ACT000418
MOV000096,ACT000364
MOV000096,ACT000488
MOV000096,ACT000384
MOV000096,ACT000431
MOV000097,ACT000074
MOV000097,ACT000486
MOV000097,ACT000528
MOV000097,ACT000277
MOV000097,ACT000151
MOV000097,ACT000172
MOV000097,ACT000210
MOV000097,ACT000173
MOV000098,ACT000484
MOV000098,ACT000218
MOV000098,ACT000425
MOV000098,ACT000156
MOV000098,ACT000035
MOV000098,ACT000477
MOV000098,ACT000545
MOV000098,ACT000375
MOV000098,ACT000189
MOV000098,ACT000299
MOV000098,ACT000419
MOV000098,ACT000239
MOV000099,ACT000294
MOV000099,ACT000398
MOV000099,ACT000377
MOV000099,ACT000073
MOV000099,ACT000269
MOV000099,ACT000239
MOV000099,ACT000043
MOV000099,ACT000113
MOV000099,ACT000435
MOV000099,ACT000029
MOV000099,ACT000267
MOV000099,ACT000488
MOV000100,ACT000197
MOV000100,ACT000466
MOV000100,ACT000300
MOV000100,ACT000196
MOV000100,ACT000013
MOV000100,ACT000303
MOV000100,ACT000179
MOV000100,ACT000298
MOV000100,ACT000460
MOV000100,ACT000044
MOV000100,ACT000085
MOV000100,ACT000558
MOV000100,ACT000477
MOV000101,ACT000549
MOV000101,ACT000483
MOV000101,ACT000432
MOV000101,ACT000413
MOV000101,ACT000090
MOV000101,ACT000454
MOV000101,ACT000522
MOV000101,ACT000198
MOV000101,ACT000060
MOV000101,ACT000559
MOV000101,ACT000131
MOV000101,ACT000402
MOV000101,ACT000180
MOV000101,ACT000505
MOV000102,ACT000434
MOV000102,ACT000362
MOV000102,ACT000387
MOV000102,ACT000401
MOV000102,ACT000354
MOV000102,ACT000544
MOV000103,ACT000175
MOV000103,ACT000275
MOV000103,ACT000366
MOV000103,ACT000342
MOV000103,ACT000543
MOV000103,ACT000302
MOV000103,ACT000282
MOV000103,ACT000241
MOV000103,ACT000414
MOV000103,ACT000410
MOV000103,ACT000327
MOV000103,ACT000390
MOV000104,ACT000469
MOV000104,ACT000345
MOV000104,ACT000356
MOV000104,ACT000148
MOV000104,ACT000349
MOV000104,ACT000452
MOV000104,ACT000394
MOV000104,ACT000543
MOV000104,ACT000264
MOV000104,ACT000449
MOV000104,ACT000103
MOV000104,ACT000357
MOV000104,ACT000315
MOV000104,ACT000202
MOV000105,ACT000030
MOV000105,ACT000039
MOV000105,ACT000076
MOV000105,ACT000403
MOV000105,ACT000256
MOV000105,ACT000208
MOV000105,ACT000167
MOV000105,ACT000203
MOV000105,ACT000190
MOV000105,ACT000209
MOV000105,ACT000260
MOV000105,ACT000397
MOV000106,ACT000060
MOV000106,ACT000418
MOV000106,ACT000163
MOV000106,ACT000188
MOV000106,ACT000439
MOV000106,ACT000435
MOV000106,ACT000040
MOV000106,ACT000070
MOV000106,ACT000282
MOV000106,ACT000557
MOV000107,ACT000082
MOV000107,ACT000083
MOV000107,ACT000408
MOV000107,ACT000042
MOV000107,ACT000209
MOV000107,ACT000442
MOV000107,ACT000320
MOV000107,ACT000232
MOV000107,ACT000071
MOV000107,ACT000099
MOV000107,ACT000279
MOV000107,ACT000368
MOV000107,ACT000527
MOV000108,ACT000239
MOV000108,ACT000197
MOV000108,ACT000283
MOV000108,ACT000535
MOV000108,ACT000454
MOV000108,ACT000352
MOV000108,ACT000555
MOV000108,ACT000418
MOV000108,ACT000536
MOV000108,ACT000408
MOV000108,ACT000319
MOV000108,ACT000334
MOV000108,ACT000199
MOV000109,ACT000288
MOV000109,ACT000161
MOV000109,ACT000521
MOV000109,ACT000210
MOV000109,ACT000144
MOV000109,ACT000461
MOV000109,ACT000072
MOV000110,ACT000092
MOV000110,ACT000041
MOV000110,ACT000211
MOV000110,ACT000516
MOV000110,ACT000229
MOV000110,ACT000042
MOV000110,ACT000231
MOV000110,ACT000034
MOV000110,ACT000495
MOV000110,ACT000335
MOV000110,ACT000361
MOV000110,ACT000175
MOV000111,ACT000391
MOV000111,ACT000511
MOV000111,ACT000536
MOV000111,ACT000281
MOV000111,ACT000553
MOV000111,ACT000106
MOV000111,ACT000225
MOV000111,ACT000548
MOV000111,ACT000016
MOV000111,ACT000421
MOV000111,ACT000538
MOV000111,ACT000081
MOV000111,ACT000515
MOV000111,ACT000095
MOV000111,ACT000556
MOV000112,ACT000397
MOV000112,ACT000373
MOV000112,ACT000512
MOV000112,ACT000292
MOV000112,ACT000450
MOV000113,ACT000253
MOV000113,ACT000383
MOV000113,ACT000487
MOV000113,ACT000478
MOV000113,ACT000135
MOV000113,ACT000356
MOV000113,ACT000415
MOV000113,ACT000100
MOV000113,ACT000538
MOV000113,ACT000131
MOV000113,ACT000177
MOV000113,ACT000512
MOV000114,ACT000506
