id,nombre
PT0000183,"Librarian, public"
PT0000184,"Education officer, museum"
PT0000185,Training and development officer
PT0000186,Outdoor activities/education manager
PT0000187,Politician's assistant
PT0000188,Careers information officer
PT0000189,Legal executive
PT0000190,Phytotherapist
PT0000191,Ship broker
PT0000192,Local government officer
PT0000193,Health physicist
PT0000194,Barrister
PT0000195,Academic librarian
PT0000196,Armed forces technical officer
PT0000197,Theme park manager
PT0000198,Dealer
PT0000199,Technical sales engineer
PT0000200,Contractor
PT0000201,Acupuncturist
PT0000202,"Scientist, biomedical"
PT0000203,Pensions consultant
PT0000204,Water engineer
PT0000205,Hydrogeologist
PT0000206,Warden/ranger
PT0000207,Industrial buyer
PT0000208,Telecommunications researcher
PT0000209,"Engineer, structural"
PT0000210,Film/video editor
PT0000211,"Engineer, civil (contracting)"
PT0000212,Phytotherapist
PT0000213,Editorial assistant
PT0000214,"Programmer, multimedia"
PT0000215,"Programmer, applications"
PT0000216,Human resources officer
PT0000217,"Journalist, newspaper"
PT0000218,"Therapist, horticultural"
PT0000219,"Engineer, broadcasting (operations)"
PT0000220,Geophysical data processor
PT0000221,Television camera operator
PT0000222,Occupational hygienist
PT0000223,Clinical embryologist
PT0000224,Contracting civil engineer
PT0000225,Clinical biochemist
PT0000226,Media buyer
PT0000227,Travel agency manager
PT0000228,Animator
PT0000229,"Designer, textile"
PT0000230,"Conservator, museum/gallery"
PT0000231,"Programmer, applications"
PT0000232,Adult guidance worker
PT0000233,"Designer, textile"
PT0000234,Museum/gallery exhibitions officer
PT0000235,"Surveyor, building"
PT0000236,"Nurse, mental health"
PT0000237,Government social research officer
PT0000238,Probation officer
PT0000239,Estate agent
PT0000240,Environmental education officer
PT0000241,Logistics and distribution manager
PT0000242,Sales promotion account executive
PT0000243,Ecologist
PT0000244,Call centre manager
PT0000245,Food technologist
PT0000246,Textile designer
PT0000247,Telecommunications researcher
PT0000248,Furniture conservator/restorer
PT0000249,Chiropodist
PT0000250,Media planner
PT0000251,Television production assistant
PT0000252,Broadcast journalist
PT0000253,"Journalist, newspaper"
PT0000254,Call centre manager
PT0000255,Lexicographer
PT0000256,"Teacher, music"
PT0000257,Merchant navy officer
PT0000258,Soil scientist
PT0000259,Volunteer coordinator
PT0000260,Advertising account executive
PT0000261,Financial controller
PT0000262,"Designer, industrial/product"
PT0000263,"Geologist, wellsite"
PT0000264,Chiropractor
PT0000265,Psychiatrist
PT0000266,Leisure centre manager
PT0000267,Careers information officer
PT0000268,"Editor, film/video"
PT0000269,Technical author
PT0000270,Structural engineer
PT0000271,Passenger transport manager
PT0000272,Oceanographer
PT0000273,Minerals surveyor
PT0000274,Osteopath
PT0000275,Tree surgeon
PT0000276,Agricultural consultant
PT0000277,"Radiographer, diagnostic"
PT0000278,Trade union research officer
PT0000279,Environmental health practitioner
PT0000280,"Surveyor, minerals"
PT0000281,Museum/gallery curator
PT0000282,Ship broker
PT0000283,Emergency planning/management officer
PT0000284,Toxicologist
PT0000285,Patent attorney
PT0000286,Media planner
PT0000287,"Geneticist, molecular"
PT0000288,Print production planner
PT0000289,"Accountant, chartered public finance"
PT0000290,Accounting technician
PT0000291,Clinical cytogeneticist
PT0000292,Physiological scientist
PT0000293,Hospital doctor
PT0000294,Mudlogger
PT0000295,"Lecturer, higher education"
PT0000296,Counselling psychologist
PT0000297,Chartered management accountant
PT0000298,Insurance broker
PT0000299,Patent attorney
PT0000300,Musician
PT0000301,Metallurgist
PT0000302,Media buyer
PT0000303,Politician's assistant
PT0000304,Technical brewer
PT0000305,Careers information officer
PT0000306,Charity fundraiser
PT0000307,Clinical psychologist
PT0000308,Tourism officer
PT0000309,Academic librarian
PT0000310,Herpetologist
PT0000311,Pensions consultant
PT0000312,Marine scientist
PT0000313,Press sub
PT0000314,Recruitment consultant
PT0000315,Public house manager
PT0000316,Theme park manager
PT0000317,Ophthalmologist
PT0000318,Arts administrator
PT0000319,"Surveyor, mining"
PT0000320,"Editor, magazine features"
PT0000321,Bonds trader
PT0000322,Charity officer
PT0000323,Theatre director
PT0000324,Metallurgist
PT0000325,"Administrator, charities/voluntary organisations"
PT0000326,"Production assistant, television"
PT0000327,Architect
PT0000328,Education administrator
PT0000329,"Producer, radio"
PT0000330,Prison officer
PT0000331,Public house manager
PT0000332,Pension scheme manager
PT0000333,Best boy
PT0000334,"Administrator, arts"
PT0000335,Statistician
PT0000336,Fast food restaurant manager
PT0000337,Hospital doctor
PT0000338,Operational researcher
PT0000339,Land
PT0000340,Logistics and distribution manager
PT0000341,Corporate treasurer
PT0000342,Advertising art director
PT0000343,Telecommunications researcher
PT0000344,Aid worker
PT0000345,Call centre manager
PT0000346,Regulatory affairs officer
PT0000347,Sports development officer
PT0000348,Hydrogeologist
PT0000349,Farm manager
PT0000350,Futures trader
PT0000351,Child psychotherapist
PT0000352,"Horticulturist, commercial"
PT0000353,"Surveyor, insurance"
PT0000354,"Surveyor, mining"
PT0000355,Fine artist
PT0000356,"Civil engineer, consulting"
PT0000357,"Surveyor, insurance"
PT0000358,Armed forces operational officer
PT0000359,Games developer
PT0000360,Orthoptist
PT0000361,Soil scientist
PT0000362,Biomedical scientist
PT0000363,Comptroller
PT0000364,Air broker
PT0000365,Artist
PT0000366,Early years teacher
PT0000367,Landscape architect
PT0000368,Cytogeneticist
PT0000369,Prison officer
PT0000370,Public affairs consultant
PT0000371,"Teacher, early years/pre"
PT0000372,"Restaurant manager, fast food"
PT0000373,"Engineer, materials"
PT0000374,Special educational needs teacher
PT0000375,"Research officer, political party"
PT0000376,Paramedic
PT0000377,English as a foreign language teacher
PT0000378,"Buyer, industrial"
PT0000379,Economist
PT0000380,Clinical research associate
PT0000381,Environmental manager
PT0000382,Network engineer
PT0000383,Social worker
PT0000384,Dispensing optician
PT0000385,Forensic scientist
PT0000386,"Nurse, learning disability"
PT0000387,Medical technical officer
PT0000388,"Research officer, government"
PT0000389,Risk analyst
PT0000390,Licensed conveyancer
PT0000391,Astronomer
PT0000392,Research scientist (maths)
PT0000393,Forest/woodland manager
PT0000394,Insurance risk surveyor
PT0000395,"Scientist, marine"
PT0000396,"Conservation officer, historic buildings"
PT0000397,Trade mark attorney
PT0000398,Clothing/textile technologist
PT0000399,"Psychologist, counselling"
PT0000400,"Accountant, chartered public finance"
PT0000401,"Optician, dispensing"
PT0000402,Music therapist
PT0000403,Tax adviser
PT0000404,Osteopath
PT0000405,Phytotherapist
PT0000406,Naval architect
PT0000407,Ranger/warden
PT0000408,Surgeon
PT0000409,Administrator
PT0000410,Ceramics designer
PT0000411,Retail banker
PT0000412,"Scientist, biomedical"
PT0000413,"Buyer, industrial"
PT0000414,Veterinary surgeon
PT0000415,"Designer, textile"
PT0000416,Medical illustrator
PT0000417,"Scientist, research (physical sciences)"
PT0000418,Contractor
PT0000419,Actor
PT0000420,Clothing/textile technologist
PT0000421,Chief Strategy Officer
PT0000422,Market researcher
PT0000423,Advertising account executive
PT0000424,Mudlogger
PT0000425,Commercial horticulturist
PT0000426,Network engineer
PT0000427,"Development worker, community"
PT0000428,Physiological scientist
PT0000429,"Designer, textile"
PT0000430,Sub
PT0000431,Herbalist
PT0000432,Broadcast presenter
PT0000433,Chief Technology Officer
PT0000434,Medical laboratory scientific officer
PT0000435,Arts development officer
PT0000436,IT technical support officer
PT0000437,Office manager
PT0000438,Police officer
PT0000439,"Teacher, primary school"
PT0000440,Arts administrator
PT0000441,"Education officer, environmental"
PT0000442,IT trainer
PT0000443,Fast food restaurant manager
PT0000444,Passenger transport manager
PT0000445,"Presenter, broadcasting"
PT0000446,Automotive engineer
PT0000447,Clinical biochemist
PT0000448,"Merchandiser, retail"
PT0000449,Tax adviser
PT0000450,Logistics and distribution manager
PT0000451,Barrister's clerk
PT0000452,Immunologist
PT0000453,Further education lecturer
PT0000454,Fine artist
PT0000455,"Engineer, civil (contracting)"
PT0000456,Scientific laboratory technician
PT0000457,Structural engineer
PT0000458,"Surveyor, rural practice"
PT0000459,Data scientist
PT0000460,English as a foreign language teacher
PT0000461,Marketing executive
PT0000462,"Engineer, control and instrumentation"
PT0000463,Arboriculturist
PT0000464,"Research officer, government"
PT0000465,"Psychotherapist, dance movement"
PT0000466,Industrial buyer
PT0000467,Animal technologist
PT0000468,Hydrologist
PT0000469,Building surveyor
PT0000470,Ceramics designer
PT0000471,Press photographer
PT0000472,Glass blower/designer
PT0000473,Facilities manager
PT0000474,Chief of Staff
PT0000475,"Pharmacist, community"
PT0000476,Furniture conservator/restorer
PT0000477,Interpreter
PT0000478,Actor
PT0000479,Marine scientist
PT0000480,Camera operator
PT0000481,Travel agency manager
PT0000482,"Pilot, airline"
PT0000483,Speech and language therapist
PT0000484,Environmental health practitioner
PT0000485,Telecommunications researcher
PT0000486,Child psychotherapist
PT0000487,Holiday representative
PT0000488,Nutritional therapist
PT0000489,Clinical biochemist
PT0000490,Aid worker
PT0000491,Public relations account executive
PT0000492,"Pharmacist, hospital"
PT0000493,Recycling officer
PT0000494,Training and development officer
PT0000495,"Surveyor, minerals"
PT0000496,"Programmer, applications"
PT0000497,"Teacher, special educational needs"
PT0000498,"Geneticist, molecular"
PT0000499,Financial risk analyst
PT0000500,IT sales professional
PT0000501,Insurance broker
PT0000502,"Merchandiser, retail"
PT0000503,Dealer
PT0000504,Financial manager
PT0000505,"Administrator, local government"
PT0000506,"Designer, interior/spatial"
PT0000507,Chartered public finance accountant
PT0000508,Psychotherapist
PT0000509,Museum/gallery curator
PT0000510,Secondary school teacher
PT0000511,"Scientist, physiological"
PT0000512,Lobbyist
PT0000513,Health service manager
PT0000514,Newspaper journalist
PT0000515,"Administrator, charities/voluntary organisations"
PT0000516,Retail buyer
PT0000517,Product manager
PT0000518,"Engineer, manufacturing"
PT0000519,Music tutor
PT0000520,"Producer, radio"
PT0000521,Games developer
PT0000522,Commercial/residential surveyor
PT0000523,Retail merchandiser
PT0000524,Call centre manager
PT0000525,"Engineer, maintenance (IT)"
PT0000526,Operational investment banker
PT0000527,Medical sales representative
PT0000528,Glass blower/designer
PT0000529,Ergonomist
PT0000530,Research scientist (life sciences)
PT0000531,"Journalist, newspaper"
PT0000532,"Therapist, drama"
PT0000533,Gaffer
PT0000534,Probation officer
PT0000535,Curator
PT0000536,Adult guidance worker
PT0000537,Warehouse manager
PT0000538,Exercise physiologist
PT0000539,Call centre manager
PT0000540,Advertising account planner
PT0000541,Ambulance person
PT0000542,Theatre director
PT0000543,"Therapist, occupational"
PT0000544,"Physicist, medical"
PT0000545,"Engineer, energy"
PT0000546,IT consultant
PT0000547,Science writer
PT0000548,"Pharmacist, hospital"
PT0000549,Energy engineer
PT0000550,"Therapist, horticultural"
PT0000551,"Runner, broadcasting/film/video"
PT0000552,Sports administrator
PT0000553,Special educational needs teacher
PT0000554,Bonds trader
PT0000555,Travel agency manager
PT0000556,Broadcast engineer
PT0000557,Charity officer
PT0000558,"Research officer, government"
PT0000559,Paediatric nurse
PT0000560,Radiation protection practitioner
PT0000561,TEFL teacher
PT0000562,"Designer, furniture"
PT0000563,Art therapist
PT0000564,"Optician, dispensing"
PT0000565,Agricultural consultant
PT0000566,"Designer, television/film set"
PT0000567,"Designer, ceramics/pottery"
PT0000568,Ceramics designer
PT0000569,Patent examiner
PT0000570,Magazine journalist
PT0000571,"Civil engineer, contracting"
PT0000572,Environmental consultant
PT0000573,Customer service manager
PT0000574,"Scientist, research (life sciences)"
PT0000575,"Administrator, education"
PT0000576,Advertising art director
PT0000577,Drilling engineer
PT0000578,Electronics engineer
PT0000579,"Administrator, education"
PT0000580,Chartered accountant
PT0000581,Wellsite geologist
PT0000582,Physiological scientist
PT0000583,Barista
PT0000584,"Production designer, theatre/television/film"
PT0000585,Medical secretary
PT0000586,Production manager
PT0000587,Barrister
PT0000588,Community arts worker
PT0000589,Hydrogeologist
PT0000590,Trade union research officer
PT0000591,"Development worker, community"
PT0000592,Licensed conveyancer
PT0000593,"Administrator, Civil Service"
PT0000594,"Engineer, biomedical"
PT0000595,Academic librarian
PT0000596,Commercial/residential surveyor
PT0000597,Phytotherapist
PT0000598,Clothing/textile technologist
PT0000599,"Designer, jewellery"
PT0000600,"Administrator, education"
PT0000601,"Journalist, magazine"
PT0000602,Education administrator
PT0000603,"Engineer, drilling"
PT0000604,Paramedic
PT0000605,Commercial art gallery manager
PT0000606,Higher education lecturer
PT0000607,Further education lecturer
PT0000608,"Doctor, hospital"
PT0000609,Police officer
PT0000610,Haematologist
PT0000611,"Accountant, chartered"
PT0000612,Horticultural therapist
PT0000613,Meteorologist
PT0000614,"Psychologist, sport and exercise"
PT0000615,Fashion designer
PT0000616,Interpreter
PT0000617,Medical illustrator
PT0000618,Oncologist
PT0000619,Osteopath
PT0000620,Operations geologist
PT0000621,Chief Technology Officer
PT0000622,"Designer, exhibition/display"
PT0000623,Leisure centre manager
PT0000624,Control and instrumentation engineer
PT0000625,Public affairs consultant
PT0000626,"Librarian, public"
PT0000627,"Presenter, broadcasting"
PT0000628,Publishing rights manager
PT0000629,Physiotherapist
PT0000630,"Engineer, energy"
PT0000631,Hydrogeologist
PT0000632,"Administrator, education"
PT0000633,"Journalist, newspaper"
PT0000634,Oceanographer
PT0000635,Industrial buyer
PT0000636,Brewing technologist
PT0000637,"Pilot, airline"
PT0000638,"Scientist, clinical (histocompatibility and immun"
PT0000639,Interior and spatial designer
PT0000640,"Teacher, primary school"
PT0000641,"Accountant, chartered"
PT0000642,Haematologist
PT0000643,"Therapist, speech and language"
PT0000644,"Accountant, chartered"
PT0000645,Theatre manager
PT0000646,Medical physicist
PT0000647,Games developer
PT0000648,Physiological scientist
PT0000649,International aid/development worker
PT0000650,Television/film/video producer
PT0000651,Fast food restaurant manager
PT0000652,Games developer
PT0000653,"Pilot, airline"
PT0000654,Camera operator
PT0000655,Chartered accountant
PT0000656,Acupuncturist
PT0000657,"Research officer, political party"
PT0000658,Chartered public finance accountant
PT0000659,Public affairs consultant
PT0000660,Bonds trader
PT0000661,"Copywriter, advertising"
PT0000662,"Programme researcher, broadcasting/film/video"
PT0000663,Nutritional therapist
PT0000664,Meteorologist
PT0000665,"Surveyor, minerals"
PT0000666,"Restaurant manager, fast food"
PT0000667,Hospital pharmacist
PT0000668,"Teacher, primary school"
PT0000669,Structural engineer
PT0000670,Pathologist
PT0000671,"Psychotherapist, child"
PT0000672,Television production assistant
PT0000673,Acupuncturist
PT0000674,Environmental manager
PT0000675,"Scientist, research (medical)"
PT0000676,Retail merchandiser
PT0000677,Community pharmacist
PT0000678,Therapeutic radiographer
PT0000679,Chief Executive Officer
PT0000680,Computer games developer
PT0000681,Administrator
PT0000682,Advertising copywriter
PT0000683,Optometrist
PT0000684,Theatre director
PT0000685,Armed forces operational officer
PT0000686,"Teacher, primary school"
PT0000687,Geoscientist
PT0000688,Charity fundraiser
PT0000689,Clinical molecular geneticist
PT0000690,"Engineer, broadcasting (operations)"
PT0000691,Colour technologist
PT0000692,"Engineer, automotive"
PT0000693,Ophthalmologist
PT0000694,Claims inspector/assessor
PT0000695,"Designer, fashion/clothing"
PT0000696,Air broker
PT0000697,Interior and spatial designer
PT0000698,Software engineer
PT0000699,Counsellor
PT0000700,Trading standards officer
PT0000701,Artist
PT0000702,Commercial horticulturist
PT0000703,"Designer, exhibition/display"
PT0000704,Magazine features editor
PT0000705,Forensic psychologist
PT0000706,Pharmacologist
PT0000707,Production manager
PT0000708,Sports administrator
PT0000709,Forensic psychologist
PT0000710,Advertising account executive
PT0000711,"Scientist, biomedical"
PT0000712,"Designer, fashion/clothing"
PT0000713,"Production designer, theatre/television/film"
PT0000714,Aid worker
PT0000715,"Teacher, secondary school"
PT0000716,Patent attorney
PT0000717,Materials engineer
PT0000718,Biomedical engineer
PT0000719,Chief Marketing Officer
PT0000720,Leisure centre manager
PT0000721,Professor Emeritus
PT0000722,"Engineer, site"
PT0000723,"Surveyor, building control"
PT0000724,"Scientist, clinical (histocompatibility and immun"
PT0000725,Wellsite geologist
PT0000726,"Engineer, civil (contracting)"
PT0000727,Community arts worker
PT0000728,Paediatric nurse
PT0000729,"Therapist, drama"
PT0000730,Learning mentor
PT0000731,Mechanical engineer
PT0000732,"Lecturer, further education"
PT0000733,Video editor
PT0000734,Materials engineer
PT0000735,Local government officer
PT0000736,Marketing executive
PT0000737,Medical secretary
PT0000738,Nature conservation officer
PT0000739,Arboriculturist
PT0000740,Therapeutic radiographer
PT0000741,Proofreader
PT0000742,Phytotherapist
PT0000743,Aeronautical engineer
PT0000744,Land/geomatics surveyor
PT0000745,"Scientist, research (life sciences)"
PT0000746,Information systems manager
PT0000747,Retail merchandiser
PT0000748,Public house manager
PT0000749,Aeronautical engineer
PT0000750,"Designer, interior/spatial"
PT0000751,Neurosurgeon
PT0000752,"Horticulturist, commercial"
PT0000753,"Surveyor, land/geomatics"
PT0000754,"Editor, magazine features"
PT0000755,"Secretary, company"
PT0000756,Transport planner
PT0000757,Public house manager
PT0000758,Advice worker
PT0000759,Nutritional therapist
PT0000760,Historic buildings inspector/conservation officer
PT0000761,Science writer
PT0000762,Microbiologist
PT0000763,Prison officer
PT0000764,Building services engineer
PT0000765,"Accountant, chartered"
PT0000766,Personal assistant
PT0000767,Contracting civil engineer
PT0000768,"Engineer, maintenance (IT)"
PT0000769,Museum/gallery conservator
PT0000770,Dentist
PT0000771,Archaeologist
PT0000772,Legal executive
PT0000773,"Programmer, systems"
PT0000774,Early years teacher
PT0000775,Trade mark attorney
PT0000776,Equality and diversity officer
PT0000777,Higher education careers adviser
PT0000778,Associate Professor
PT0000779,"Solicitor, Scotland"
PT0000780,Actuary
PT0000781,Firefighter
PT0000782,Media planner
PT0000783,"Restaurant manager, fast food"
PT0000784,"Engineer, materials"
PT0000785,Training and development officer
PT0000786,Technical brewer
PT0000787,Field trials officer
PT0000788,Medical illustrator
PT0000789,Theatre director
PT0000790,"Therapist, music"
PT0000791,"Psychotherapist, dance movement"
PT0000792,Animal technologist
PT0000793,Drilling engineer
PT0000794,"Scientist, research (physical sciences)"
PT0000795,Geophysical data processor
PT0000796,Therapeutic radiographer
PT0000797,Air traffic controller
PT0000798,Retail buyer
PT0000799,Site engineer
PT0000800,Arboriculturist
PT0000801,Social researcher
PT0000802,"Research officer, government"
PT0000803,Clinical research associate
PT0000804,"Programmer, applications"
PT0000805,Agricultural engineer
PT0000806,"Engineer, maintenance"
PT0000807,Nutritional therapist
PT0000808,Statistician
PT0000809,Emergency planning/management officer
PT0000810,"Engineer, mining"
PT0000811,Farm manager
PT0000812,"Administrator, education"
PT0000813,Licensed conveyancer
PT0000814,Trading standards officer
PT0000815,Location manager
PT0000816,Maintenance engineer
PT0000817,Archaeologist
PT0000818,Textile designer
PT0000819,Transport planner
PT0000820,Theatre manager
PT0000821,Freight forwarder
PT0000822,"Journalist, broadcasting"
PT0000823,Advertising copywriter
PT0000824,Town planner
PT0000825,Chief Financial Officer
PT0000826,Materials engineer
PT0000827,"Programmer, applications"
PT0000828,Sales executive
PT0000829,Colour technologist
PT0000830,Ophthalmologist
PT0000831,Broadcast journalist
PT0000832,"Designer, blown glass/stained glass"
PT0000833,Systems analyst
PT0000834,"Engineer, water"
PT0000835,Mining engineer
PT0000836,"Scientist, physiological"
PT0000837,Manufacturing systems engineer
PT0000838,Psychiatric nurse
PT0000839,Location manager
PT0000840,Arboriculturist
PT0000841,Teaching laboratory technician
PT0000842,Retail merchandiser
PT0000843,Radio producer
PT0000844,"Clinical scientist, histocompatibility and immuno"
PT0000845,Dance movement psychotherapist
PT0000846,Set designer
PT0000847,"Journalist, newspaper"
PT0000848,Public relations officer
PT0000849,"Education officer, community"
PT0000850,Water quality scientist
PT0000851,English as a second language teacher
PT0000852,"Psychotherapist, child"
PT0000853,Sales executive
PT0000854,Ceramics designer
PT0000855,Science writer
PT0000856,Phytotherapist
PT0000857,Armed forces training and education officer
PT0000858,Dispensing optician
PT0000859,Private music teacher
PT0000860,Metallurgist
PT0000861,Systems analyst
PT0000862,Market researcher
PT0000863,Hotel manager
PT0000864,Science writer
PT0000865,Osteopath
PT0000866,Consulting civil engineer
PT0000867,Intelligence analyst
PT0000868,Paediatric nurse
PT0000869,Catering manager
PT0000870,Chartered legal executive (England and Wales)
PT0000871,Food technologist
PT0000872,"Engineer, communications"
PT0000873,"Psychologist, educational"
PT0000874,Corporate investment banker
PT0000875,Art gallery manager
PT0000876,International aid/development worker
PT0000877,Curator
PT0000878,Advertising account planner
PT0000879,"Designer, television/film set"
PT0000880,Human resources officer
PT0000881,"Psychologist, sport and exercise"
PT0000882,Ophthalmologist
PT0000883,"Accountant, chartered management"
PT0000884,"Engineer, electrical"
PT0000885,Politician's assistant
PT0000886,Accommodation manager
PT0000887,"Investment banker, corporate"
PT0000888,Government social research officer
PT0000889,Magazine features editor
PT0000890,Tourist information centre manager
PT0000891,Freight forwarder
PT0000892,Health physicist
PT0000893,Museum education officer
PT0000894,"Scientist, water quality"
PT0000895,Quality manager
PT0000896,Passenger transport manager
PT0000897,Further education lecturer
PT0000898,Industrial/product designer
PT0000899,Theatre stage manager
PT0000900,Futures trader
PT0000901,Operational researcher
PT0000902,Human resources officer
PT0000903,Surgeon
PT0000904,"Geologist, wellsite"
PT0000905,Museum/gallery exhibitions officer
PT0000906,Software engineer
PT0000907,"Surveyor, mining"
PT0000908,Aid worker
PT0000909,Sport and exercise psychologist
PT0000910,Production engineer
PT0000911,Neurosurgeon
PT0000912,English as a foreign language teacher
PT0000913,"Therapist, occupational"
PT0000914,Commercial horticulturist
PT0000915,"Conservation officer, nature"
PT0000916,Illustrator
PT0000917,"Engineer, biomedical"
PT0000918,English as a foreign language teacher
PT0000919,Television floor manager
PT0000920,Cabin crew
PT0000921,Tax inspector
PT0000922,"Designer, fashion/clothing"
PT0000923,"Conservation officer, nature"
PT0000924,Print production planner
PT0000925,Physiotherapist
PT0000926,Photographer
PT0000927,Veterinary surgeon
PT0000928,Geochemist
PT0000929,Agricultural consultant
PT0000930,Land/geomatics surveyor
PT0000931,"Engineer, civil (consulting)"
PT0000932,Land/geomatics surveyor
PT0000933,Passenger transport manager
PT0000934,Chartered public finance accountant
PT0000935,"Editor, film/video"
PT0000936,Restaurant manager
PT0000937,"Secretary, company"
PT0000938,"Pharmacist, community"
PT0000939,Financial controller
PT0000940,"Nurse, children's"
