director_id,pelicula_id
DIR000097,MOV000603
DIR000065,MOV000604
DIR000045,MOV000605
DIR000001,MOV000606
DIR000024,MOV000607
DIR000046,MOV000608
DIR000031,MOV000609
DIR000007,MOV000610
DIR000067,MOV000611
DIR000060,MOV000612
DIR000083,MOV000613
DIR000017,MOV000614
DIR000089,MOV000615
DIR000067,MOV000616
DIR000080,MOV000617
DIR000051,MOV000618
DIR000033,MOV000619
DIR000012,MOV000620
DIR000067,MOV000621
DIR000004,MOV000622
DIR000070,MOV000623
DIR000013,MOV000624
DIR000025,MOV000625
DIR000073,MOV000626
DIR000032,MOV000627
DIR000078,MOV000628
DIR000036,MOV000629
DIR000010,MOV000630
DIR000082,MOV000631
DIR000055,MOV000632
DIR000063,MOV000633
DIR000016,MOV000634
DIR000069,MOV000635
DIR000097,MOV000636
DIR000068,MOV000637
DIR000031,MOV000638
DIR000007,MOV000639
DIR000011,MOV000640
DIR000054,MOV000641
DIR000017,MOV000642
DIR000066,MOV000643
DIR000003,MOV000644
DIR000083,MOV000645
DIR000076,MOV000646
DIR000087,MOV000647
DIR000049,MOV000648
DIR000070,MOV000649
DIR000070,MOV000650
DIR000024,MOV000651
DIR000008,MOV000652
DIR000063,MOV000653
DIR000004,MOV000654
DIR000042,MOV000655
DIR000051,MOV000656
DIR000064,MOV000657
DIR000041,MOV000658
DIR000026,MOV000659
DIR000037,MOV000660
DIR000098,MOV000661
DIR000046,MOV000662
DIR000081,MOV000663
DIR000011,MOV000664
DIR000058,MOV000665
DIR000086,MOV000666
DIR000060,MOV000667
DIR000045,MOV000668
DIR000036,MOV000669
DIR000016,MOV000670
DIR000063,MOV000671
DIR000010,MOV000672
DIR000074,MOV000673
DIR000040,MOV000674
DIR000089,MOV000675
DIR000057,MOV000676
DIR000015,MOV000677
DIR000038,MOV000678
DIR000069,MOV000679
DIR000019,MOV000680
DIR000096,MOV000681
DIR000008,MOV000682
DIR000017,MOV000683
DIR000081,MOV000684
DIR000095,MOV000685
DIR000026,MOV000686
DIR000005,MOV000687
DIR000070,MOV000688
DIR000084,MOV000689
DIR000075,MOV000690
DIR000009,MOV000691
DIR000047,MOV000692
DIR000048,MOV000693
DIR000079,MOV000694
DIR000071,MOV000695
DIR000014,MOV000696
DIR000011,MOV000697
DIR000067,MOV000698
DIR000098,MOV000699
DIR000005,MOV000700
DIR000050,MOV000701
DIR000038,MOV000702
DIR000069,MOV000703
DIR000067,MOV000704
DIR000096,MOV000705
DIR000062,MOV000706
DIR000068,MOV000707
DIR000066,MOV000708
DIR000037,MOV000709
DIR000075,MOV000710
DIR000015,MOV000711
DIR000031,MOV000712
DIR000034,MOV000713
DIR000004,MOV000714
DIR000014,MOV000715
DIR000052,MOV000716
DIR000051,MOV000717
DIR000081,MOV000718
DIR000084,MOV000719
DIR000073,MOV000720
DIR000047,MOV000721
DIR000061,MOV000722
DIR000094,MOV000723
DIR000012,MOV000724
DIR000066,MOV000725
DIR000063,MOV000726
DIR000003,MOV000727
DIR000015,MOV000728
DIR000036,MOV000729
DIR000001,MOV000730
DIR000074,MOV000731
DIR000027,MOV000732
DIR000069,MOV000733
DIR000063,MOV000734
DIR000036,MOV000735
DIR000003,MOV000736
DIR000052,MOV000737
DIR000043,MOV000738
DIR000085,MOV000739
DIR000063,MOV000740
DIR000011,MOV000741
DIR000045,MOV000742
DIR000043,MOV000743
DIR000061,MOV000744
DIR000006,MOV000745
DIR000069,MOV000746
DIR000047,MOV000747
DIR000005,MOV000748
DIR000097,MOV000749
DIR000035,MOV000750
DIR000085,MOV000751
DIR000003,MOV000752
DIR000073,MOV000753
DIR000076,MOV000754
DIR000051,MOV000755
DIR000097,MOV000756
DIR000005,MOV000757
DIR000075,MOV000758
DIR000051,MOV000759
DIR000026,MOV000760
DIR000031,MOV000761
DIR000073,MOV000762
DIR000017,MOV000763
DIR000042,MOV000764
DIR000015,MOV000765
DIR000002,MOV000766
DIR000011,MOV000767
DIR000095,MOV000768
DIR000029,MOV000769
DIR000055,MOV000770
DIR000021,MOV000771
DIR000046,MOV000772
DIR000036,MOV000773
DIR000030,MOV000774
DIR000094,MOV000775
DIR000021,MOV000776
DIR000063,MOV000777
DIR000002,MOV000778
DIR000093,MOV000779
DIR000095,MOV000780
DIR000036,MOV000781
DIR000098,MOV000782
DIR000081,MOV000783
DIR000099,MOV000784
DIR000005,MOV000785
DIR000036,MOV000786
DIR000087,MOV000787
DIR000006,MOV000788
DIR000096,MOV000789
DIR000051,MOV000790
DIR000016,MOV000791
DIR000016,MOV000792
DIR000007,MOV000793
DIR000060,MOV000794
DIR000011,MOV000795
DIR000019,MOV000796
DIR000003,MOV000797
DIR000023,MOV000798
DIR000082,MOV000799
DIR000020,MOV000800
DIR000094,MOV000801
DIR000012,MOV000802
DIR000033,MOV000803
DIR000054,MOV000804
DIR000096,MOV000805
DIR000092,MOV000806
DIR000074,MOV000807
DIR000013,MOV000808
DIR000001,MOV000809
DIR000036,MOV000810
DIR000066,MOV000811
DIR000013,MOV000812
DIR000094,MOV000813
DIR000065,MOV000814
DIR000095,MOV000815
DIR000008,MOV000816
DIR000058,MOV000817
DIR000006,MOV000818
DIR000003,MOV000819
DIR000048,MOV000820
DIR000026,MOV000821
DIR000062,MOV000822
DIR000010,MOV000823
DIR000055,MOV000824
DIR000100,MOV000825
DIR000076,MOV000826
DIR000070,MOV000827
DIR000010,MOV000828
DIR000028,MOV000829
DIR000095,MOV000830
DIR000012,MOV000831
DIR000056,MOV000832
DIR000073,MOV000833
DIR000060,MOV000834
DIR000023,MOV000835
DIR000017,MOV000836
DIR000014,MOV000837
DIR000045,MOV000838
DIR000028,MOV000839
DIR000058,MOV000840
DIR000093,MOV000841
DIR000069,MOV000842
DIR000029,MOV000843
DIR000029,MOV000844
DIR000048,MOV000845
DIR000011,MOV000846
DIR000014,MOV000847
DIR000004,MOV000848
DIR000091,MOV000849
DIR000036,MOV000850
DIR000088,MOV000851
DIR000040,MOV000852
DIR000005,MOV000853
DIR000065,MOV000854
DIR000070,MOV000855
DIR000077,MOV000856
DIR000063,MOV000857
DIR000057,MOV000858
DIR000086,MOV000859
DIR000072,MOV000860
DIR000048,MOV000861
DIR000030,MOV000862
DIR000087,MOV000863
DIR000033,MOV000864
DIR000022,MOV000865
DIR000081,MOV000866
DIR000002,MOV000867
DIR000087,MOV000868
DIR000009,MOV000869
DIR000058,MOV000870
DIR000025,MOV000871
DIR000023,MOV000872
DIR000093,MOV000873
DIR000075,MOV000874
DIR000032,MOV000875
DIR000006,MOV000876
DIR000026,MOV000877
DIR000001,MOV000878
DIR000032,MOV000879
DIR000080,MOV000880
DIR000036,MOV000881
DIR000045,MOV000882
DIR000053,MOV000883
DIR000076,MOV000884
DIR000026,MOV000885
DIR000078,MOV000886
DIR000012,MOV000887
DIR000005,MOV000888
DIR000020,MOV000889
DIR000030,MOV000890
DIR000085,MOV000891
DIR000054,MOV000892
DIR000049,MOV000893
DIR000077,MOV000894
DIR000091,MOV000895
DIR000038,MOV000896
DIR000037,MOV000897
DIR000081,MOV000898
DIR000049,MOV000899
DIR000055,MOV000900
DIR000091,MOV000901
DIR000076,MOV000902
DIR000085,MOV000903
DIR000057,MOV000904
DIR000066,MOV000905
DIR000014,MOV000906
DIR000027,MOV000907
DIR000094,MOV000908
DIR000023,MOV000909
DIR000066,MOV000910
DIR000041,MOV000911
DIR000057,MOV000912
DIR000064,MOV000913
DIR000028,MOV000914
DIR000064,MOV000915
DIR000059,MOV000916
DIR000051,MOV000917
DIR000043,MOV000918
DIR000002,MOV000919
DIR000023,MOV000920
DIR000018,MOV000921
DIR000002,MOV000922
DIR000083,MOV000923
DIR000026,MOV000924
DIR000092,MOV000925
DIR000085,MOV000926
DIR000030,MOV000927
DIR000079,MOV000928
DIR000054,MOV000929
DIR000091,MOV000930
DIR000031,MOV000931
DIR000064,MOV000932
DIR000070,MOV000933
DIR000089,MOV000934
DIR000037,MOV000935
DIR000053,MOV000936
DIR000036,MOV000937
DIR000003,MOV000938
DIR000072,MOV000939
DIR000084,MOV000940
DIR000007,MOV000941
DIR000098,MOV000942
DIR000094,MOV000943
DIR000097,MOV000944
DIR000034,MOV000945
DIR000094,MOV000946
DIR000083,MOV000947
DIR000033,MOV000948
DIR000054,MOV000949
DIR000066,MOV000950
DIR000080,MOV000951
DIR000095,MOV000952
DIR000002,MOV000953
DIR000081,MOV000954
DIR000079,MOV000955
DIR000023,MOV000956
DIR000048,MOV000957
DIR000073,MOV000958
DIR000093,MOV000959
DIR000071,MOV000960
DIR000071,MOV000961
DIR000080,MOV000962
DIR000084,MOV000963
DIR000095,MOV000964
DIR000035,MOV000965
DIR000016,MOV000966
DIR000085,MOV000967
DIR000044,MOV000968
DIR000032,MOV000969
DIR000022,MOV000970
DIR000078,MOV000971
DIR000033,MOV000972
DIR000073,MOV000973
DIR000090,MOV000974
DIR000060,MOV000975
DIR000015,MOV000976
DIR000014,MOV000977
DIR000047,MOV000978
DIR000064,MOV000979
DIR000078,MOV000980
DIR000068,MOV000981
DIR000052,MOV000982
DIR000034,MOV000983
DIR000032,MOV000984
DIR000027,MOV000985
DIR000055,MOV000986
DIR000097,MOV000987
DIR000100,MOV000988
DIR000006,MOV000989
DIR000021,MOV000990
DIR000096,MOV000991
DIR000019,MOV000992
DIR000001,MOV000993
DIR000009,MOV000994
DIR000095,MOV000995
DIR000017,MOV000996
DIR000049,MOV000997
DIR000011,MOV000998
DIR000058,MOV000999
DIR000018,MOV001000
